N	3gram	Propp_Isto_2	Dialekti
1	и т д	18	15
2	это значит что	1	8
3	в том что	5	6
4	и не только	1	5
5	и то же	1	4
6	в связи с	4	4
7	о том что	2	4
8	с другой стороны	2	4
9	все на свете	1	4
10	и может быть	2	3
11	что иное как	2	3
12	т е в	1	3
13	сам по себе	1	3
14	не что иное	2	3
15	не может быть	2	3
16	вовсе не в	1	3
17	мы уже знаем	3	3
18	не в состоянии	1	2
19	потому что он	2	2
20	иметь в виду	2	2
21	в виду что	1	2
22	т д и	2	2
23	до сих пор	6	2
24	в силу своей	1	2
25	в зависимости от	1	2
26	что это за	2	2
27	не только в	4	2
28	так как это	1	2
29	и следовательно не	1	2
30	тем не менее	1	2
31	так или иначе	1	2
32	есть не что	1	2
33	в одно время	1	2
34	с самого начала	2	2
35	но это не	1	2
36	и прежде всего	1	2
37	потому что они	1	2
38	том что в	1	1
39	бросается в глаза	1	1
40	в силу которой	1	1
41	уже знаем что	2	1
42	в обоих случаях	1	1
43	что она не	1	1
44	как только мы	1	1
45	то это значит	1	1
46	мере того как	2	1
47	так же и	3	1
48	на самом деле	2	1
49	но это только	1	1
50	подобно тому как	3	1
51	по мере того	2	1
52	о том как	1	1
53	да и то	1	1
54	таит в себе	1	1
55	дело вовсе не	1	1
56	что в одном	1	1
57	но и в	2	1
58	точно так же	6	1
59	может быть даже	1	1
60	т е что	1	1
61	со всех сторон	4	1
62	по направлению к	1	1
63	главным образом в	1	1
64	вместе с тем	5	1
65	не то что	1	1
66	в это время	1	1
67	это может быть	1	1
68	так же как	4	1
69	сих пор мы	2	1
70	и окончательно и	1	1
71	с одной стороны	3	1
72	в сущности это	1	1
73	не случайное явление	1	1
74	в некоторых случаях	2	1
75	том как он	1	1
76	в религии но	1	1
77	а в другом	1	1
78	при всей своей	1	1
79	друг с другом	1	1
80	надо сказать что	1	1
81	перед нами как	1	1
82	т д все	1	1
83	и пр в	1	1
84	же и в	1	1
85	кроме того есть	1	1
86	и вместе с	2	1
87	это и есть	1	1
88	нельзя сказать чтобы	1	1
89	но дело не	1	1
90	связи с этим	1	1
91	мы можем сказать	1	1
92	того как он	1	1
93	но все же	4	1
94	за то что	1	1
95	не только на	1	1
96	в другом случае	1	1
97	но все эти	1	1
98	и в нем	1	1
99	дело не в	2	1
100	это показывает что	1	1
101	том что он	1	1
102	к тому же	2	1
103	можем сказать что	1	1
104	по себе а	1	1
105	на задний план	1	1
106	не в этом	1	1
107	в отдельности и	1	1
108	и в другом	1	1
