N	3gram	Trubetskoy_1	Sovremen
1	с точки зрения	9	5
2	не может быть	4	4
3	не может не	3	3
4	что же это	1	3
5	с самого начала	1	3
6	тем не менее	1	2
7	друг с другом	14	2
8	во всяком случае	6	2
9	в свою очередь	1	2
10	не подлежит сомнению	1	2
11	в настоящее время	2	2
12	то же самое	1	2
13	всюду где это	1	1
14	и в этом	1	1
15	по крайней мере	1	1
16	уже знаем что	1	1
17	всяком случае не	1	1
18	самому своему существу	1	1
19	в связи с	1	1
20	в этом направлении	2	1
21	дело в том	1	1
22	по отношению к	1	1
23	это то же	1	1
24	на самом деле	6	1
25	так же как	1	1
26	в этом случае	3	1
27	и все же	1	1
28	данном случае и	1	1
29	до сих пор	5	1
30	то же время	10	1
31	тот или иной	1	1
32	бы то ни	4	1
33	мы не знаем	1	1
34	прежде всего необходимо	1	1
35	заключает в себе	1	1
36	это только возможно	1	1
37	можно было бы	3	1
38	и не может	3	1
39	в самом деле	1	1
40	той или иной	3	1
41	и прежде всего	1	1
42	но все же	1	1
43	знаем что это	1	1
44	но мы знаем	1	1
45	не может но	1	1
46	по самому своему	2	1
47	в том случае	4	1
48	ни одна не	1	1
49	в то же	10	1
50	не подлежит никакому	1	1
51	где это только	1	1
52	но мы уже	1	1
53	мы уже знаем	1	1
54	в том что	7	1
55	том случае когда	1	1
56	в данном случае	3	1
57	никакому сомнению что	1	1
58	на этот вопрос	1	1
59	она не может	2	1
60	то ни было	1	1
61	подлежит никакому сомнению	1	1
62	тот факт что	2	1
