N	3gram	Losev_Prob_3	Dialekti
1	миф не есть	1	19
2	и т д	13	15
3	по крайней мере	5	9
4	с точки зрения	2	8
5	это значит что	2	8
6	сама по себе	8	7
7	не есть ни	3	6
8	в том что	9	6
9	и не только	1	5
10	то или иное	2	4
11	одно и то	3	4
12	и то же	4	4
13	в связи с	7	4
14	только то что	2	4
15	о том что	3	4
16	с другой стороны	5	4
17	в том смысле	3	4
18	только тогда когда	1	4
19	и может быть	1	3
20	что иное как	4	3
21	том смысле что	3	3
22	в самом деле	1	3
23	принять во внимание	1	3
24	в таком случае	4	3
25	сами по себе	6	3
26	как будто бы	3	3
27	в то же	4	3
28	может быть и	3	3
29	не есть только	1	3
30	то время как	4	3
31	сам по себе	6	3
32	не что иное	4	3
33	содержит в себе	3	3
34	по себе не	1	3
35	той или другой	4	3
36	ни в каком	4	3
37	не может быть	5	3
38	вовсе не в	2	3
39	в то время	4	3
40	можно сказать что	2	3
41	не значит что	2	3
42	может быть в	1	3
43	не нуждается в	1	3
44	крайней мере в	1	2
45	потому что он	4	2
46	и говорить о	1	2
47	в той или	2	2
48	иметь в виду	1	2
49	с первого взгляда	3	2
50	более или менее	1	2
51	как бы ни	1	2
52	т д и	4	2
53	имеется в виду	4	2
54	до сих пор	2	2
55	если принять во	1	2
56	тех или других	1	2
57	это вовсе не	4	2
58	и в частности	2	2
59	что это за	3	2
60	в данном случае	7	2
61	не только в	2	2
62	как мы это	1	2
63	тем не менее	10	2
64	или по крайней	4	2
65	так или иначе	1	2
66	это не значит	1	2
67	во всяком случае	6	2
68	в каком случае	2	2
69	есть не просто	1	2
70	есть не что	4	2
71	нельзя сказать что	1	2
72	д и т	4	2
73	вовсе не есть	8	2
74	от того что	1	2
75	само по себе	3	2
76	та или иная	3	2
77	и поэтический образ	1	2
78	что в нем	1	2
79	но это не	1	2
80	потому что они	2	2
81	то же самое	7	2
82	бросается в глаза	1	1
83	а потому что	1	1
84	и то что	7	1
85	то это вовсе	1	1
86	образ может быть	1	1
87	как раз только	1	1
88	одному тому что	1	1
89	от всего прочего	1	1
90	мы говорим о	2	1
91	только потому что	2	1
92	по одному тому	1	1
93	то это значит	2	1
94	так что оно	1	1
95	с чем не	1	1
96	так же и	1	1
97	мы начинаем говорить	1	1
98	это было бы	1	1
99	равно как и	1	1
100	в определенном направлении	1	1
101	на самом деле	2	1
102	следовательно в каком-то	1	1
103	нет никакой возможности	1	1
104	но это конечно	1	1
105	в том и	1	1
106	уже не в	1	1
107	о том как	2	1
108	есть уже миф	1	1
109	да и то	2	1
110	же как и	2	1
111	не как-нибудь иначе	1	1
112	во что бы	1	1
113	мы находим в	2	1
114	дело вовсе не	2	1
115	в старое время	1	1
116	и то и	1	1
117	они вовсе не	1	1
118	совершенно нет никакого	2	1
119	жизни и только	1	1
120	то в чем	1	1
121	бы то ни	4	1
122	всякому ясно что	1	1
123	но и в	2	1
124	на самом же	4	1
125	того и другого	1	1
126	что не только	1	1
127	из них и	1	1
128	точно так же	3	1
129	может быть даже	3	1
130	не просто в	1	1
131	находим например у	1	1
132	бы она ни	2	1
133	д все это	1	1
134	то и другое	1	1
135	ту или иную	1	1
136	же в таком	1	1
137	что бы то	1	1
138	и после этого	1	1
139	мы только и	1	1
140	так же как	1	1
141	в виду не	1	1
142	сих пор мы	1	1
143	не есть просто	2	1
144	с одной стороны	1	1
145	на первый взгляд	2	1
146	в конце концов	3	1
147	нет ничего странного	1	1
148	так как они	1	1
149	мы находим например	1	1
150	но при этом	1	1
151	то ни стало	1	1
152	и в этом	6	1
153	но что же	1	1
154	содержащий в себе	1	1
155	и в этой	1	1
156	как и вообще	1	1
157	все же есть	2	1
158	а не просто	3	1
159	все же не	1	1
160	в нем не	1	1
161	если мы говорим	1	1
162	лиц и событий	1	1
163	только аллегория но	1	1
164	только в очень	1	1
165	по себе и	1	1
166	когда мы говорим	3	1
167	и не очень	1	1
168	сливаются в одно	1	1
169	то же и	2	1
170	него же самого	1	1
171	тут не может	1	1
172	что он есть	2	1
173	того или иного	3	1
174	т д все	1	1
175	по себе как	2	1
176	и как бы	2	1
177	по сравнению с	2	1
178	крайней мере не	1	1
179	же и в	1	1
180	заключается в том	3	1
181	говорить о том	1	1
182	то что мы	1	1
183	и что такое	1	1
184	сказать и о	1	1
185	это и есть	1	1
186	это и не	3	1
187	во внимание их	1	1
188	об этом мы	1	1
189	мы должны сказать	3	1
190	и отличается от	1	1
191	к выводу что	1	1
192	что и в	3	1
193	уже сама по	1	1
194	ни с чем	1	1
195	того или другого	3	1
196	сказать что здесь	1	1
197	и не делать	1	1
198	той или иной	8	1
199	речь идет о	1	1
200	не менее в	1	1
201	он не есть	4	1
202	в широчайшем смысле	1	1
203	каком случае не	1	1
204	но даже и	4	1
205	взятые сами по	4	1
206	которые могут быть	1	1
207	вовсе не значит	1	1
208	и в литературе	1	1
209	это не мешает	1	1
210	есть прежде всего	1	1
211	и когда мы	1	1
212	ничем не отличаются	1	1
213	потому что здесь	1	1
214	в один образ	1	1
215	к тому что	1	1
216	дело не в	2	1
217	гуще исторического процесса	1	1
218	самом же деле	4	1
219	ни на какие	1	1
220	начинаем говорить о	1	1
221	том что он	1	1
222	нечего и говорить	1	1
223	т д в	1	1
224	к тому же	1	1
225	не содержащий в	1	1
226	по себе а	3	1
227	как и та	1	1
228	и все его	1	1
229	мы только что	1	1
