N	2gram	Bakhtin_Fr_8	VrazhdaK
1	в году	3	18
2	не только	8	9
3	в этом	14	8
4	и в	56	8
5	и что	1	8
6	но и	9	7
7	и все	6	7
8	то что	3	7
9	что в	5	7
10	все же	2	6
11	но в	6	6
12	в нем	8	6
13	как и	5	6
14	в котором	2	6
15	и с	8	6
16	в начале	1	6
17	и даже	8	6
18	в романе	21	6
19	то же	11	5
20	в то	12	5
21	же время	10	5
22	между тем	3	5
23	у него	7	5
24	не было	5	5
25	и не	9	5
26	в ней	4	4
27	что он	2	4
28	целый ряд	2	4
29	при этом	4	4
30	это не	2	4
31	несмотря на	2	4
32	все это	8	4
33	в виду	1	4
34	во многом	2	4
35	с ним	2	4
36	о том	4	4
37	для нас	1	4
38	уже в	2	4
39	может быть	3	4
40	он считал	1	4
41	как бы	11	4
42	в своих	4	4
43	так же	2	4
44	речь идет	1	3
45	одним из	5	3
46	он был	12	3
47	в чем	1	3
48	с его	5	3
49	в своем	3	3
50	и как	2	3
51	в этот	1	3
52	его в	2	3
53	он не	5	3
54	далеко не	2	3
55	том что	8	3
56	но он	3	3
57	и его	12	3
58	связи с	6	3
59	и о	3	3
60	и во	2	3
61	в его	18	3
62	в том	13	3
63	и у	1	3
64	тем что	1	3
65	в связи	3	3
66	в те	3	3
67	о себе	2	3
68	эти слова	1	3
69	имел в	1	3
70	к этому	2	3
71	и то	2	2
72	и он	1	2
73	в эти	1	2
74	в известном	2	2
75	в той	6	2
76	в этой	6	2
77	в себе	4	2
78	их в	4	2
79	таким образом	17	2
80	в мире	2	2
81	мне и	1	2
82	те годы	1	2
83	в них	11	2
84	рядом с	3	2
85	а с	1	2
86	мы знаем	1	2
87	не мог	3	2
88	в эту	2	2
89	во время	5	2
90	точки зрения	6	2
91	в своей	2	2
92	и ее	4	2
93	с точки	2	2
94	место в	1	2
95	том же	1	2
96	одна из	4	2
97	никогда не	5	2
98	и далее	1	2
99	его с	1	2
100	и это	1	2
101	же не	1	2
102	так в	1	2
103	еще не	10	2
104	году и	1	2
105	а также	3	2
106	там же	1	2
107	этот момент	2	2
108	тем более	1	2
109	после смерти	1	2
110	по мнению	1	2
111	с нею	1	2
112	уже не	3	2
113	из них	2	2
114	его и	1	2
115	для него	2	2
116	к ним	2	2
117	как раз	2	2
118	и т.п	11	2
119	начиная с	2	2
120	не может	2	2
121	вместе с	2	2
122	но это	2	2
123	же в	1	2
124	а в	2	2
125	в период	1	2
126	это в	2	2
127	как известно	1	1
128	этого в	1	1
129	также и	2	1
130	у гоголя	5	1
131	человека и	2	1
132	и борьбы	1	1
133	того же	1	1
134	находил в	1	1
135	этот характер	1	1
136	идет о	1	1
137	был врагом	1	1
138	по преимуществу	2	1
139	он придал	1	1
