N	2gram	Losev_Vlad_2	NovoeSre
1	а не	7	17
2	и в	30	16
3	не может	9	16
4	совсем не	4	12
5	и не	18	11
6	и есть	2	10
7	что в	12	9
8	в том	18	8
9	жизни и	6	8
10	он не	4	8
11	в этом	20	7
12	может быть	7	7
13	не будет	1	7
14	как и	5	7
15	это есть	1	7
16	высшей степени	1	6
17	с его	4	6
18	не в	9	6
19	ни в	7	6
20	в высшей	1	6
21	никогда не	7	6
22	лишь в	1	6
23	но это	4	6
24	в ней	4	5
25	истории в	1	5
26	и к	6	5
27	не только	12	5
28	в жизни	1	5
29	xix века	1	5
30	все это	5	5
31	в нем	4	5
32	быть может	1	4
33	о том	4	4
34	и мы	4	4
35	жизни к	1	4
36	в них	3	4
37	то что	20	4
38	это не	2	4
39	прежде всего	6	4
40	не было	10	4
41	должно быть	3	4
42	и потому	2	4
43	по своему	2	4
44	значит что	1	4
45	не менее	7	4
46	и для	3	4
47	не имеет	2	4
48	и все	7	4
49	потому что	9	4
50	смысле слова	1	3
51	верить в	1	3
52	и начало	1	3
53	еще не	1	3
54	во всех	3	3
55	наряду с	2	3
56	как в	3	3
57	духа и	1	3
58	конечно не	4	3
59	к ним	1	3
60	возвращение к	1	3
61	но и	8	3
62	это было	4	3
63	не есть	4	3
64	стремится к	2	3
65	с тем	2	3
66	бога и	1	3
67	в своей	5	3
68	в россии	3	3
69	в прошлом	1	3
70	она не	2	3
71	что такое	1	3
72	жизни не	1	3
73	жизни в	2	3
74	к тому	2	3
75	сказать что	11	3
76	и это	3	2
77	время как	2	2
78	на путях	1	2
79	можно было	2	2
80	так и	5	2
81	времени и	1	2
82	мы не	2	2
83	мира и	1	2
84	и с	14	2
85	для этого	1	2
86	но она	1	2
87	я не	4	2
88	жизни как	1	2
89	и должно	1	2
90	и что	5	2
91	и на	4	2
92	быть в	3	2
93	но не	3	2
94	к богу	1	2
95	в новом	2	2
96	образ мыслей	1	2
97	жизни все	1	2
98	с этим	5	2
99	ни к	1	2
100	хотя и	6	2
101	но в	8	2
102	все эти	5	2
103	себя в	2	2
104	думать что	1	2
105	в себе	6	2
106	уже не	3	2
107	не могла	2	2
108	стремиться к	1	2
109	не к	1	2
110	том чтобы	2	2
111	у него	19	2
112	что она	1	2
113	что все	1	2
114	нет и	1	2
115	и даже	10	2
116	этом смысле	1	2
117	бытия в	2	2
118	в природе	1	2
119	к более	1	2
120	и творчества	1	2
121	но я	1	2
122	том что	12	2
123	вместе с	8	2
124	так же	4	2
125	место в	1	2
126	мысли и	2	2
127	такого рода	2	2
128	мир и	1	2
129	по существу	3	2
130	не могли	3	2
131	как будто	2	2
132	как это	7	2
133	будет и	1	2
134	такой же	1	2
135	но для	1	2
136	равно как	1	2
137	в смысле	1	2
138	в то	9	2
139	того чтобы	2	2
140	и от	2	2
141	и весь	1	2
142	в русском	2	2
143	хотя бы	3	2
144	а в	11	2
145	от всякого	1	2
146	в будущем	2	2
147	когда мы	3	2
148	можно назвать	2	2
149	от этой	1	1
150	духовные основы	1	1
151	центром он	1	1
152	также что	2	1
153	оно может	1	1
154	не хочу	1	1
155	не имел	2	1
156	людей в	2	1
157	и критических	1	1
158	бытия а	1	1
159	для себя	5	1
160	будет сказать	1	1
161	россию и	1	1
162	характер и	1	1
163	чтобы быть	1	1
164	он требует	1	1
165	по преимуществу	1	1
166	как результат	1	1
167	и до	2	1
168	слова а	1	1
169	был и	3	1
170	времени он	1	1
171	теократии не	1	1
172	и этот	1	1
173	с собой	1	1
174	на нее	1	1
175	мы уже	2	1
176	не с	1	1
177	во многом	1	1
178	еще в	2	1
179	совершенно невозможно	1	1
180	с ним	5	1
181	можно сказать	4	1
182	говорить о	1	1
183	о самом	1	1
184	оно есть	1	1
185	как я	2	1
186	до последних	1	1
187	то это	4	1
188	не был	2	1
189	разобраться в	1	1
190	в виду	2	1
191	это время	4	1
192	думаю что	1	1
193	освобождения от	1	1
194	на их	1	1
195	в какие	1	1
196	что его	4	1
197	в чем	2	1
198	не могу	2	1
199	и во	2	1
200	не могут	1	1
201	своего рода	1	1
202	к нему	2	1
203	россии и	2	1
204	то он	1	1
205	вопросу о	1	1
206	также еще	2	1
207	в его	11	1
208	в эти	7	1
209	менее всего	1	1
210	себе и	2	1
211	отличие от	3	1
212	движение вперед	1	1
213	уже во	1	1
214	нужно признать	1	1
215	и она	2	1
216	нет надобности	1	1
217	но тут	1	1
218	в своем	8	1
219	как например	1	1
220	что нет	1	1
221	философии и	3	1
222	возможно было	1	1
223	что он	13	1
224	только в	6	1
225	во всем	1	1
226	в этот	1	1
227	время нужно	1	1
228	в самом	2	1
229	к чему	1	1
230	этот конец	1	1
231	то время	6	1
232	он в	1	1
233	и жизни	2	1
234	из этих	3	1
235	тоже не	1	1
236	что ничего	1	1
237	же и	2	1
238	для всех	1	1
239	к идее	1	1
240	и хочет	1	1
241	но во	1	1
242	истории человечества	1	1
243	уже в	3	1
244	человек не	2	1
245	существу своему	1	1
246	человеческого духа	1	1
247	все ее	1	1
248	раньше чем	1	1
249	него и	2	1
250	в статье	2	1
251	вера в	2	1
252	из них	1	1
253	одному из	1	1
254	все еще	1	1
255	для того	2	1
256	и их	1	1
257	всяком случае	6	1
258	к одному	1	1
259	жизнью и	1	1
260	в существе	1	1
261	по всем	1	1
262	в конце	13	1
263	никакого ответа	1	1
264	последние годы	3	1
265	друг друга	2	1
266	бытия и	2	1
267	всех своих	1	1
268	тем что	1	1
269	в глубину	1	1
270	к той	2	1
271	от того	1	1
272	вот что	4	1
273	но все	2	1
274	это конечно	1	1
275	и природа	1	1
276	от нее	1	1
277	это значит	2	1
278	в последние	2	1
279	чего он	1	1
280	не были	1	1
281	возможно что	2	1
282	них не	1	1
283	а по	1	1
284	и из	2	1
285	чем думают	1	1
286	на ее	1	1
287	всех народов	1	1
288	был в	2	1
289	нельзя сказать	1	1
290	было бы	9	1
291	в каких	2	1
292	он есть	1	1
293	а это	3	1
294	и быть	1	1
295	было и	1	1
296	в отличие	3	1
297	что не	2	1
298	обратиться к	1	1
299	с богом	3	1
300	для них	1	1
301	процесс в	1	1
302	а на	1	1
303	они не	1	1
304	в этой	4	1
305	ничем не	1	1
306	не на	2	1
307	этого не	2	1
308	всю жизнь	1	1
309	о кризисе	1	1
310	отказаться от	1	1
311	ночь и	1	1
312	может сам	1	1
313	человеческой жизни	1	1
314	ее на	2	1
315	бог и	2	1
316	философской мысли	1	1
317	что мы	1	1
318	и того	1	1
319	он и	3	1
320	он конечно	1	1
321	во франции	1	1
322	и еще	1	1
323	в этих	4	1
324	во время	1	1
325	уже давно	2	1
326	есть бог	1	1
327	но если	1	1
328	будет в	1	1
329	и особенно	3	1
330	до этого	1	1
331	в такой	1	1
332	в котором	5	1
333	духу и	1	1
334	нужно отнести	1	1
335	не столько	3	1
336	у нас	6	1
337	мы опять	1	1
338	жизни с	2	1
339	но сам	1	1
340	не удалось	1	1
341	нужно считать	1	1
342	времени не	1	1
343	но он	3	1
344	в мир	1	1
345	мы должны	4	1
346	есть еще	1	1
347	их в	2	1
