N	4gram	Potebnia_M_1	Problemy
1	в то же время	3	9
2	то же время не	1	3
3	и в этом отношении	1	2
4	и в этом смысле	3	2
5	но с другой стороны	2	2
6	по себе еще не	1	2
7	дело в том что	2	1
8	что бы то ни	1	1
9	не в том что	2	1
10	бы то ни было	1	1
11	как бы ни были	1	1
12	во всяком случае не	1	1
13	с другой стороны и	1	1
14	ни в одном из	1	1
15	во что бы то	1	1
16	а в том что	2	1
17	заключается в том что	1	1
18	зрения на мир такой	1	1
19	с самого начала все	1	1
20	в том и другом	2	1
21	бы то ни стало	1	1
22	зависит от того как	1	1
23	и не могут быть	1	1
24	можно было бы сказать	1	1
