N	3gram	Bakhtin_Pr_2	Dialekti
1	с точки зрения	9	9
2	в том что	4	9
3	по крайней мере	2	7
4	не может быть	6	6
5	то же время	3	6
6	в то же	3	6
7	сама по себе	5	5
8	для того чтобы	1	5
9	в этом смысле	5	4
10	само по себе	2	4
11	что он есть	1	4
12	подобно тому как	2	4
13	ни в каком	1	4
14	и той же	1	3
15	свободы и необходимости	1	3
16	одной и той	1	3
17	и в этом	6	3
18	на то что	2	3
19	же что и	1	3
20	то же что	2	3
21	в чем же	2	2
22	имеет ничего общего	1	2
23	же время и	1	2
24	хотя бы и	2	2
25	я говорю о	1	2
26	тем или другим	1	2
27	ничего общего с	1	2
28	но в то	3	2
29	ничего общего не	1	2
30	этой точки зрения	2	2
31	один из возможных	1	2
32	по сравнению с	2	2
33	не имеет ничего	1	2
34	мы видим что	1	2
35	тем не менее	1	2
36	но прежде всего	1	1
37	и неотделим от	1	1
38	что она не	1	1
39	от себя и	1	1
40	сказать что в	1	1
41	прежде всего в	1	1
42	дело в том	1	1
43	в нем только	3	1
44	что в данном	1	1
45	именно в ней	1	1
46	в частности и	1	1
47	мыслится и воспринимается	1	1
48	же как и	2	1
49	он не может	1	1
50	может быть только	2	1
51	вполне понятно что	1	1
52	бы не только	1	1
53	что с точки	1	1
54	в лучшем случае	1	1
55	в романе достоевского	1	1
56	в зависимости от	3	1
57	и что с	1	1
58	не входит в	2	1
59	он видит и	1	1
60	в отличие от	1	1
61	не есть и	1	1
62	можно сказать что	2	1
63	не было бы	1	1
64	то что я	1	1
65	в свете этого	1	1
66	вы говорите что	1	1
67	в соприкосновение с	1	1
68	в жизни и	1	1
69	был бы не	1	1
70	а не только	2	1
71	в данном случае	1	1
72	не только в	1	1
73	в конце концов	3	1
74	и в сущности	1	1
75	идея как принцип	1	1
76	и как бы	2	1
77	по природе своей	1	1
78	как бы и	1	1
79	что он сам	1	1
80	а не как	1	1
81	только войдя в	1	1
82	но только в	1	1
83	уходит своими корнями	1	1
84	я не могу	1	1
85	своими корнями в	1	1
86	как бы в	2	1
87	по себе не	1	1
88	в нем нет	1	1
89	все те же	1	1
90	но тем не	1	1
91	в этом случае	1	1
92	о том что	3	1
93	мы можем сказать	2	1
94	не имеет с	1	1
95	как бы ни	1	1
96	и не может	2	1
97	а что если	2	1
98	по отдельным пунктам	1	1
99	того кто является	1	1
100	он как бы	1	1
101	но все же	2	1
102	это как и	1	1
103	нужно сказать что	1	1
104	с другой стороны	1	1
105	друг от друга	2	1
106	в каком смысле	1	1
107	этом смысле она	1	1
108	тех или иных	1	1
109	общего не имеет	1	1
110	может быть в	1	1
111	можем сказать что	2	1
112	и не входит	1	1
113	видит и знает	1	1
114	той или иной	3	1
