N	2gram	Vinokur_St_2	Psycholo
1	в том	27	37
2	и в	29	32
3	и что	6	22
4	том что	27	21
5	потому что	9	21
6	таким образом	10	21
7	то что	11	21
8	что в	19	20
9	может быть	2	18
10	так же	3	18
11	точки зрения	5	17
12	что и	2	17
13	не может	2	17
14	самом деле	3	16
15	что она	1	16
16	того чтобы	6	14
17	то же	2	13
18	в этом	21	13
19	при этом	2	13
20	для того	7	13
21	что он	13	13
22	в самом	7	12
23	заключается в	1	12
24	не только	19	12
25	по себе	3	12
26	с и	2	12
27	так как	2	12
28	на то	2	11
29	было бы	5	11
30	с тем	7	11
31	в основе	1	11
32	и т	9	10
33	когда он	1	10
34	с точки	2	10
35	при помощи	4	10
36	но и	19	10
37	как и	2	10
38	и не	9	10
39	как в	3	9
40	никогда не	3	9
41	что при	1	9
42	искусства и	2	9
43	тем что	3	9
44	что все	1	9
45	в своих	1	9
46	той же	1	8
47	что это	3	8
48	не в	4	8
49	не менее	3	8
50	т п	3	8
51	того что	5	8
52	поэзии и	2	7
53	в сущности	1	7
54	что они	2	7
55	и как	2	7
56	говорит что	1	7
57	все эти	2	7
58	такой же	1	7
59	и его	6	7
60	как будто	1	7
61	к тому	10	7
62	можно было	1	7
63	только в	2	7
64	что для	1	7
65	а не	5	7
66	сказать что	2	7
67	в этой	2	6
68	целый ряд	1	6
69	он не	9	6
70	если бы	2	6
71	те же	1	6
72	о том	17	6
73	все время	1	6
74	тот же	1	6
75	как бы	5	6
76	на самом	3	5
77	и на	6	5
78	только на	1	5
79	что у	4	5
80	на все	1	5
81	все это	11	5
82	в то	2	5
83	в ней	7	5
84	и даже	3	5
85	до сих	6	5
86	сих пор	5	5
87	как раз	8	5
88	этом отношении	9	5
89	как на	9	5
90	ту же	1	4
91	же как	3	4
92	сам по	1	4
93	едва ли	1	4
94	столь же	1	4
95	в чем	1	4
96	с этим	3	4
97	все же	6	4
98	с той	2	4
99	и те	2	4
100	в нем	4	4
101	к одному	1	4
102	и по	3	4
103	и с	4	4
104	и тем	1	4
105	несмотря на	2	4
106	в данном	2	4
107	и той	1	4
108	и более	2	4
109	сущности говоря	1	4
110	тому что	7	4
111	не имеет	2	4
112	того как	7	4
113	но только	1	4
114	совершенно правильно	1	4
115	ничего не	4	4
116	как она	1	4
117	и до	1	4
118	что на	3	4
119	и для	1	4
120	тем не	2	4
121	утверждать что	2	4
122	и это	2	4
123	данном случае	1	4
124	и сам	2	4
125	никак не	2	4
126	между тем	5	4
127	в языке	5	4
128	из них	3	4
129	таким путем	1	4
130	а на	1	4
131	в творчестве	1	4
132	как это	2	4
133	материал для	3	4
134	с этой	2	4
135	и все	1	4
136	а в	1	4
137	совершенно не	2	4
138	из этого	1	4
139	жизни и	1	4
140	например в	3	3
141	отношении к	3	3
142	и то	1	3
143	на тех	1	3
144	мы не	1	3
145	или же	1	3
146	и он	3	3
147	столько же	3	3
148	но как	1	3
149	если оно	1	3
150	в общем	3	3
151	которые не	3	3
152	как говорит	2	3
153	что именно	2	3
154	и к	4	3
155	но в	8	3
156	формы в	1	3
157	в поэзии	1	3
158	не к	2	3
159	не как	1	3
160	евгения онегина	1	3
161	на этом	1	3
162	об этом	6	3
163	это было	2	3
164	к которым	1	3
165	и сейчас	3	3
166	в своей	7	3
167	в их	3	3
168	представление о	1	3
169	но он	3	3
170	том чтобы	1	3
171	не могли	2	3
172	в отношении	2	3
173	что с	2	3
174	мы можем	1	3
175	в каком	2	3
176	свое собственное	1	3
177	не могут	1	3
178	отказаться от	1	3
179	на это	2	3
180	в виду	7	3
181	то время	1	3
182	и совершенно	1	3
183	так и	9	3
184	образом в	1	3
