N	2gram	Vygotskiy__6	Literetu
1	а не	3	20
2	и в	28	19
3	может быть	13	17
4	то же	7	12
5	и не	11	11
6	как и	6	10
7	в том	28	10
8	но и	10	10
9	в этом	27	9
10	состоит в	2	9
11	в то	6	9
12	не может	19	9
13	пути в	1	8
14	не только	16	8
15	и даже	1	8
16	с другой	2	8
17	том что	19	7
18	так и	6	7
19	и т.д	3	7
20	с одной	1	7
21	то что	28	7
22	и на	5	6
23	в себе	4	6
24	при этом	3	6
25	не менее	2	6
26	одной стороны	1	6
27	я не	4	5
28	но не	10	5
29	он не	7	5
30	одна из	1	5
31	в качестве	4	5
32	для всех	2	5
33	у нас	2	5
34	на фоне	3	5
35	того что	24	5
36	вместе с	7	5
37	в сфере	12	4
38	мы не	6	4
39	того же	7	4
40	по отношению	10	4
41	так что	6	4
42	отнюдь не	1	4
43	едва ли	1	4
44	человека в	1	4
45	для него	6	4
46	точки зрения	13	4
47	не в	4	4
48	даже в	1	4
49	в области	6	4
50	ли не	1	4
51	еще в	2	4
52	в его	3	4
53	один из	3	4
54	и других	7	4
55	тем что	8	4
56	прежде всего	2	4
57	в частности	4	4
58	другой стороны	2	4
59	что в	17	4
60	одним из	2	3
61	и то	4	3
62	тем же	1	3
63	в сущности	7	3
64	и он	1	3
65	во всех	4	3
66	как к	1	3
67	в этой	5	3
68	то и	1	3
69	в нем	7	3
70	в их	3	3
71	с точки	10	3
72	тем самым	8	3
73	не столько	1	3
74	никогда не	8	3
75	и его	3	3
76	этот путь	2	3
77	данном случае	1	3
78	в себя	3	3
79	не с	2	3
80	и с	1	3
81	в другом	2	3
82	но с	2	3
83	а в	2	3
84	так как	10	3
85	себе и	2	3
86	этом отношении	3	3
87	и др	2	3
88	в равной	1	3
89	в данном	2	3
90	по существу	2	3
91	но это	2	3
92	в начале	1	3
93	и как	6	3
94	что он	18	3
95	отношению к	10	3
96	от слова	1	3
97	как на	3	3
98	ту же	3	2
99	же как	6	2
100	принципиальное различие	1	2
101	и до	1	2
102	и за	1	2
103	той же	4	2
104	в первый	1	2
105	что нам	2	2
106	из того	5	2
107	в каждой	4	2
108	слово не	2	2
109	к своему	1	2
110	но как	3	2
111	очевидно что	3	2
112	в истории	1	2
113	все же	2	2
114	и наконец	2	2
115	и к	6	2
116	но в	5	2
117	то в	5	2
118	в целом	3	2
119	представляет собой	3	2
120	в нашем	4	2
121	как он	1	2
122	подобно тому	1	2
123	на этом	4	2
124	одно и	1	2
