N	2gram	Bakhtin_Fr_6	Dialekti
1	и не	3	30
2	а не	2	18
3	ничего не	1	17
4	может быть	2	17
5	то что	10	16
6	и в	41	15
7	как бы	7	14
8	точки зрения	2	14
9	не имеет	1	14
10	так как	10	14
11	что это	5	13
12	по себе	1	13
13	это есть	1	13
14	того что	3	13
15	это не	1	12
16	в этом	12	11
17	и вот	1	11
18	говорить о	2	11
19	ясно что	1	11
20	в том	2	11
21	прежде всего	10	11
22	не может	4	11
23	и все	9	11
24	том что	7	10
25	в основе	4	10
26	потому что	3	10
27	это и	2	9
28	то же	5	9
29	мы не	2	9
30	было бы	3	9
31	с точки	2	9
32	и что	5	9
33	уже не	1	9
34	все это	11	9
35	в чем	3	8
36	не в	4	8
37	в себе	5	8
38	не только	10	8
39	ни в	1	8
40	и это	1	8
41	и о	1	8
42	должна быть	2	7
43	не просто	1	7
44	что именно	2	7
45	он есть	1	7
46	как и	7	7
47	и вообще	4	7
48	ровно ничего	1	7
49	и его	13	7
50	только в	3	7
51	что мы	2	7
52	или в	6	7
53	что он	6	7
54	что в	7	7
55	есть просто	1	6
56	перед нами	3	6
57	хотя и	2	6
58	и тем	1	6
59	в то	6	6
60	же время	5	6
61	что и	1	6
62	так что	2	6
63	вовсе не	7	6
64	и даже	4	6
65	а именно	2	6
66	в результате	4	6
67	тем более	2	6
68	сказать что	6	6
69	в сфере	1	5
70	той же	5	5
71	в сущности	8	5
72	и на	9	5
73	с его	5	5
74	в своем	5	5
75	то в	1	5
76	в нем	16	5
77	в жизни	1	5
78	в ней	4	5
79	но только	1	5
80	того чтобы	4	5
81	тогда когда	2	5
82	таким образом	17	5
83	о том	9	5
84	в себя	1	5
85	так и	5	5
86	можно сказать	1	5
87	именно в	4	5
88	если мы	2	5
89	для того	1	5
90	в смысле	1	5
91	и для	3	5
92	но если	2	5
93	также и	6	4
94	что они	2	4
95	в этой	8	4
96	и как	4	4
97	бы только	1	4
98	и стало	1	4
99	не как	1	4
100	и с	16	4
101	с тем	1	4
102	мир и	1	4
103	видим что	1	4
104	той или	1	4
105	что все	2	4
106	еще не	1	4
107	в его	7	4
108	мы видим	6	4
109	с ними	1	4
110	есть в	3	4
111	в одном	5	4
112	как раз	2	4
113	так же	5	4
114	в особенности	7	4
115	но это	3	4
116	один из	6	4
117	бы в	2	4
118	жизни и	3	4
119	но и	13	4
120	и то	2	3
121	что если	2	3
122	так чтобы	1	3
123	в истории	2	3
124	как в	4	3
125	с этим	3	3
126	и нет	1	3
127	и наконец	4	3
128	но в	8	3
129	та же	4	3
130	все эти	11	3
131	и если	1	3
132	на этом	2	3
133	об этом	1	3
134	мы уже	18	3
135	в данном	3	3
136	в своей	2	3
137	в их	1	3
138	только для	1	3
139	мы можем	1	3
140	та или	1	3
141	есть только	3	3
142	могут быть	1	3
143	более не	1	3
144	этот момент	1	3
145	и об	1	3
146	для всех	1	3
147	об его	1	3
148	знали что	1	3
149	в области	2	3
150	за пределы	2	3
151	в природе	1	3
152	себя и	1	3
153	что не	3	3
154	говорит о	1	3
155	у нас	4	3
156	на основании	1	3
157	ни о	1	3
158	когда она	1	3
159	и потому	2	3
160	что здесь	1	3
161	от него	2	3
162	и события	1	3
163	с ним	4	3
164	есть и	2	3
165	человека и	2	2
166	тех же	2	2
167	мы говорим	1	2
168	ведь и	2	2
169	и само	2	2
170	что уже	1	2
171	есть нечто	2	2
172	совпадает с	1	2
173	из ее	1	2
174	сам по	1	2
175	произведение и	1	2
176	во всех	17	2
177	бы не	1	2
178	природы и	2	2
179	мы будем	3	2
180	себе и	1	2
181	нет и	1	2
182	чем же	1	2
183	все же	4	2
184	кроме того	9	2
185	что по	1	2
186	в этот	1	2
187	в самом	10	2
188	в которой	1	2
189	чем больше	1	2
190	из этих	2	2
191	думать что	1	2
192	что даже	2	2
193	при этом	3	2
194	по общему	1	2
195	с этой	3	2
196	но все	1	2
197	есть все	1	2
198	на все	3	2
199	лишь в	2	2
200	это было	2	2
201	заключается в	2	2
202	есть также	1	2
203	весь мир	3	2
204	в них	7	2
205	между собою	5	2
206	нисколько не	1	2
207	том как	1	2
208	в котором	4	2
209	представление о	2	2
210	далее в	1	2
211	не понимает	1	2
212	не могли	1	2
213	для нее	1	2
214	что с	1	2
215	в отношении	1	2
216	не менее	1	2
217	не раз	1	2
218	но они	4	2
219	или что	1	2
220	как о	2	2
221	того как	1	2
222	и именно	1	2
223	можно судить	1	2
224	никогда не	8	2
225	или иная	1	2
226	и по	1	2
227	во всем	5	2
228	ничто не	1	2
229	как будто	1	2
230	страшный суд	1	2
231	не могут	2	2
232	по характеру	1	2
233	и тогда	1	2
234	в ее	5	2
235	совершенно ясно	1	2
236	и когда	2	2
237	мог бы	1	2
238	жизнь и	1	2
239	на что	1	2
240	для этого	2	2
241	о нем	1	2
242	никак не	3	2
243	как чисто	1	2
244	и во	2	2
245	говорить об	1	2
246	одной из	3	2
247	как нечто	1	2
248	и так	1	2
249	себя в	2	2
250	конечно не	3	2
251	да еще	2	2
252	не дает	1	2
253	из них	5	2
254	был бы	2	2
255	и их	3	2
256	никто не	2	2
257	мы находим	2	2
258	тем что	5	2
259	самом же	1	2
260	в целях	3	2
261	не было	1	2
262	и из	1	2
263	что человек	2	2
264	другой стороны	2	2
265	его как	1	2
266	в частности	2	2
267	вместе с	6	2
268	как это	2	2
269	только его	2	2
270	к своему	1	2
271	что же	1	2
272	да и	1	2
273	мы еще	2	2
274	и слово	1	2
275	не мог	3	2
276	и часто	2	2
277	это как	1	2
278	тот кто	1	2
279	солнца и	2	2
280	гл v	1	2
281	это все	2	2
282	природе и	1	2
