N	2gram	Nazirov_Tv_2	Istorich
1	что он	6	24
2	и т	13	19
3	не только	13	18
4	т д	11	18
5	может быть	8	17
6	и в	20	15
7	никогда не	11	15
8	так как	3	14
9	но и	8	14
10	так же	5	13
11	знаем что	1	12
12	что в	7	12
13	то что	3	12
14	а в	4	12
15	в этом	8	11
16	об этом	4	11
17	в этих	1	11
18	мы знаем	1	11
19	и не	9	11
20	то же	7	10
21	что они	4	10
22	его в	3	10
23	еще не	5	9
24	все же	5	9
25	в другом	1	9
26	и здесь	1	9
27	потому что	7	9
28	должны были	1	8
29	он не	3	8
30	связи с	1	8
31	один из	3	8
32	мы видим	4	8
33	в нем	3	7
34	таким образом	10	7
35	том что	4	7
36	не в	4	7
37	ничего не	4	7
38	смерти и	1	7
39	вместе с	3	7
40	сих пор	3	7
41	связана с	1	6
42	то это	1	6
43	но в	4	6
44	что это	1	6
45	и что	2	6
46	в его	10	6
47	что и	1	6
48	мы уже	1	6
49	так что	2	6
50	до сих	3	6
51	наряду с	7	6
52	как бы	11	6
53	в том	8	6
54	только в	2	6
55	точно так	1	6
56	же как	3	5
57	и есть	2	5
58	представляет собой	1	5
59	как в	4	5
60	с этим	1	5
61	и наконец	2	5
62	что она	4	5
63	было бы	1	5
64	в котором	3	5
65	в русской	2	5
66	на него	2	5
67	можно было	1	5
68	так и	6	5
69	связан с	1	5
70	говорят что	1	5
71	она не	1	5
72	в одном	2	5
73	прежде всего	8	5
74	к которому	2	5
75	а не	6	5
76	в связи	1	5
77	не может	7	5
78	к тому	1	5
79	со всех	1	4
80	всех сторон	1	4
81	и на	5	4
82	в одной	3	4
83	в себе	3	4
84	не видят	1	4
85	все эти	4	4
86	в этой	5	4
87	при этом	8	4
88	после этого	1	4
89	и с	8	4
90	показывает что	4	4
91	но он	1	4
92	для нас	1	4
93	о нем	1	4
94	с одной	1	4
95	здесь герой	1	4
96	его и	2	4
97	руки и	1	4
98	у нее	3	4
99	у него	6	4
100	тем что	3	4
101	и др	3	4
102	связь с	2	4
103	власть над	1	4
104	но это	5	4
105	в область	3	4
106	как она	1	4
107	не должен	1	4
108	одной из	3	4
109	и другие	1	4
110	в доме	1	3
111	мы не	4	3
112	он был	1	3
113	когда он	4	3
114	из этих	1	3
115	на стадии	1	3
116	на то	1	3
117	в работе	1	3
118	говорит что	1	3
119	ты мне	1	3
120	должен был	1	3
121	не мог	1	3
122	я его	1	3
123	в их	3	3
124	выше мы	1	3
125	что этот	2	3
126	я буду	2	3
127	и его	9	3
128	как будто	1	3
129	встречается в	1	3
130	и это	3	3
131	в себя	1	3
132	так в	2	3
133	роль в	2	3
134	мог бы	1	3
135	по мере	1	3
136	о том	5	3
137	раньше чем	1	3
138	и она	1	3
139	герой в	1	3
140	по отношению	3	3
141	представляют собой	1	3
142	эти слова	1	3
143	как это	1	3
144	предположить что	1	3
145	все это	6	3
146	но если	2	3
147	отношению к	3	3
148	например в	5	2
149	самом деле	2	2
150	и для	1	2
151	я не	2	2
152	в которых	3	2
153	во всех	1	2
154	то мы	1	2
155	но не	5	2
156	не все	1	2
157	не просто	1	2
158	дает нам	1	2
159	перед нами	1	2
160	третий раз	1	2
161	но его	1	2
162	в которой	2	2
163	возможно что	1	2
164	или его	1	2
165	тому же	2	2
166	на его	4	2
167	главным образом	1	2
168	так сказать	2	2
169	в силу	1	2
170	и если	2	2
171	и по	2	2
172	человека в	3	2
173	а затем	3	2
174	из них	2	2
175	той же	1	2
176	с другими	2	2
177	это не	7	2
178	в жизни	1	2
179	ни в	1	2
180	как и	6	2
181	мы видели	1	2
182	такой же	2	2
183	в эту	1	2
184	во время	1	2
185	и ее	2	2
186	в третий	1	2
187	не столько	2	2
188	представление о	7	2
189	он дает	1	2
190	и эти	1	2
191	и более	1	2
192	их в	2	2
193	в таких	1	2
194	тем самым	4	2
195	самого начала	1	2
196	одна из	3	2
197	материалы и	1	2
198	но очень	1	2
199	в русском	1	2
200	другой стороны	2	2
201	только с	2	2
202	был бы	1	2
203	мифов и	1	2
204	к себе	1	2
205	могут быть	2	2
206	и вполне	1	2
207	он видит	1	2
208	в виду	1	2
209	на другой	1	2
210	с самого	1	2
211	говорили что	1	2
212	приводит к	2	2
213	что у	4	2
214	живет в	1	2
215	другом месте	1	2
216	на вопрос	1	2
217	с другой	2	2
218	на образ	1	2
219	в свете	3	2
220	к ней	1	2
221	д и	2	2
222	он стал	1	2
223	с ними	2	2
224	пришел к	1	2
225	или матери	1	2
226	очень рано	1	2
227	уже в	2	2
228	не знал	2	2
229	является не	1	2
230	при помощи	2	2
231	и их	1	2
232	тут же	2	2
233	в руки	2	2
234	и только	2	2
235	не было	2	2
236	о своей	1	2
237	именно в	6	2
238	а с	3	2
239	когда герой	1	2
240	его из	1	2
241	превращается в	3	2
242	зависит от	2	2
243	нет ничего	3	2
244	что весь	1	2
245	в основном	6	2
246	которые были	1	2
247	это явление	1	2
248	под названием	1	2
249	будто бы	1	2
250	не знает	1	2
251	сказать что	1	2
252	говорили о	1	1
253	можно говорить	1	1
254	но кто	1	1
255	относится и	2	1
256	отметим что	1	1
257	в стороне	2	1
258	это и	1	1
259	перед лицом	1	1
260	свою жену	1	1
261	можно в	1	1
262	из его	1	1
263	почти всегда	1	1
264	высшей степени	1	1
265	едва ли	2	1
266	почему же	1	1
267	и за	1	1
268	и о	1	1
269	большую роль	1	1
270	из своих	1	1
271	если герой	1	1
272	этом не	1	1
273	в бешенство	1	1
274	говорить о	2	1
275	на себя	1	1
276	здесь необходимо	1	1
277	же что	1	1
278	из действительности	1	1
279	и он	2	1
280	это наблюдение	1	1
281	становиться на	1	1
282	в отличие	2	1
283	он сам	3	1
284	не приходит	1	1
285	что его	2	1
286	это означало	1	1
287	с его	1	1
288	и легенд	1	1
289	должна была	1	1
290	а тем	1	1
291	на основе	1	1
292	но как	1	1
293	а только	1	1
294	не то	1	1
295	к которой	1	1
296	ответ на	1	1
297	отличие от	2	1
298	платье и	1	1
299	отнюдь не	4	1
300	в истории	2	1
301	в гости	1	1
302	другой день	1	1
303	не видно	1	1
304	что дает	1	1
305	в течение	1	1
306	в душу	1	1
307	этой стороны	1	1
308	однако не	1	1
309	встрече с	1	1
310	и как	1	1
311	не зная	1	1
312	в трудах	1	1
313	и к	1	1
314	себе не	1	1
315	в этот	2	1
316	за собой	4	1
317	для которого	2	1
318	еще на	1	1
319	разве я	1	1
320	в целом	6	1
321	и и	1	1
322	его но	1	1
323	образ и	2	1
324	о смерти	1	1
325	к миру	2	1
326	интересно и	1	1
327	после его	1	1
328	бог или	1	1
329	этого вопроса	1	1
330	на земле	1	1
