N	3gram	Bakhtin_Fr_7	Dialekti
1	с точки зрения	3	14
2	что иное как	1	6
3	не что иное	1	6
4	сам по себе	1	5
5	о том что	1	5
6	на первый план	1	4
7	в том что	3	3
8	что он есть	1	3
9	есть не что	1	3
10	не есть нечто	1	3
11	как и в	2	3
12	и прежде всего	1	3
13	отца и сына	1	2
14	как и все	1	2
15	и в чем	1	2
16	и в этом	1	2
17	во всяком случае	1	2
18	есть не только	1	2
19	это и есть	1	2
20	к тому же	1	2
21	и есть то	2	1
22	а следовательно и	2	1
23	в этом мире	1	1
24	чем в других	1	1
25	от этого у	1	1
26	и во всяком	1	1
27	кроме того и	1	1
28	имеем в виду	2	1
29	мы уже сказали	1	1
30	на самом деле	1	1
31	так что в	1	1
32	то же самое	1	1
33	в чем его	1	1
34	по себе и	1	1
35	в этом отношении	2	1
36	о том какую	1	1
37	уже сказали что	1	1
38	в другой раз	1	1
39	одно от другого	1	1
40	на небе и	1	1
41	в применении к	1	1
42	включают в себя	1	1
43	в данном случае	1	1
44	так и к	1	1
45	и в отношении	1	1
46	я не мог	1	1
47	он может и	1	1
48	не в силах	1	1
49	и в том	1	1
50	содержит в себе	1	1
51	в историческом процессе	1	1
52	не имеет определенного	1	1
53	более или менее	2	1
54	то же время	9	1
55	точки зрения совершенно	1	1
56	о природе в	1	1
57	все эти факты	1	1
58	в одном из	1	1
59	и все это	1	1
60	к нему и	1	1
61	в этом ничего	1	1
62	что у него	2	1
63	с полной очевидностью	1	1
64	в особенности с	1	1
65	мы имеем в	2	1
66	не только бытие	1	1
67	в то же	9	1
68	в связи с	1	1
69	со всеми ее	1	1
70	страшного суда и	1	1
71	никакого отношения к	1	1
72	оно и не	1	1
73	в таком же	1	1
