N	2gram	Kanaev_Sov_1	Myslijsy
1	в том	4	32
2	и в	7	30
3	может быть	12	28
4	то же	3	23
5	не только	4	21
6	только в	1	21
7	для нас	3	20
8	том что	1	18
9	что в	2	17
10	в себе	3	16
11	по себе	1	16
12	и не	6	15
13	не в	3	15
14	а не	3	15
15	таким образом	11	14
16	так как	4	13
17	если бы	1	12
18	вместе с	4	12
19	а в	4	12
20	в этом	7	10
21	как и	6	10
22	в то	1	10
23	и что	2	10
24	мы не	9	9
25	из этих	2	9
26	в нем	3	9
27	было бы	3	9
28	в ней	1	8
29	в самом	2	8
30	есть не	1	7
31	с одной	2	7
32	но не	1	7
33	как мы	2	7
34	вовсе не	1	7
35	с другой	1	7
36	с этим	2	6
37	с ним	1	6
38	не имеет	1	6
39	те же	1	6
40	уже не	2	6
41	то и	2	6
42	из них	4	6
43	а потому	1	6
44	не может	17	6
45	но это	1	6
46	человека и	1	5
47	еще не	3	5
48	по отношению	1	5
49	независимо от	1	5
50	в своем	1	5
51	к одному	1	5
52	заключает в	1	5
53	по крайней	1	5
54	же время	1	5
55	не могут	2	5
56	сравнительно с	1	5
57	не менее	2	5
58	крайней мере	1	5
59	уже в	3	5
60	отношению к	1	5
61	должно быть	1	5
62	сказать что	1	5
63	в действительности	1	5
64	тем же	2	4
65	или же	2	4
66	не было	1	4
67	что это	2	4
68	он не	1	4
69	одной и	1	4
70	и по	2	4
71	мы видели	4	4
72	в один	2	4
73	и при	1	4
74	и его	1	4
75	на это	1	4
76	и это	1	4
77	в его	2	4
78	один из	1	4
79	все равно	1	4
80	быть только	1	4
81	с какою	1	4
82	и потому	3	4
83	форма в	2	4
84	все это	3	4
85	и от	1	4
86	мы должны	4	4
87	все что	1	4
88	и есть	2	3
89	в первом	3	3
90	говорить о	2	3
91	дает нам	2	3
92	не можем	7	3
93	в целом	4	3
94	что она	3	3
95	при этом	3	3
96	в каждом	8	3
97	не будет	1	3
98	что все	2	3
99	и может	1	3
100	его в	1	3
101	этого не	1	3
102	оно имеет	1	3
103	и тогда	1	3
104	как бы	4	3
105	что при	2	3
106	тем не	2	3
107	с и	1	3
108	не составляют	1	3
109	ни о	1	3
110	могут быть	2	3
111	свою очередь	2	3
112	из двух	3	3
113	или в	1	3
114	том как	1	3
115	и вообще	1	3
116	жизни не	1	3
117	к нему	1	3
118	и следовательно	1	3
119	на которой	1	3
120	только на	1	3
121	в начале	1	3
122	прежде всего	5	3
123	мы можем	6	3
124	до сих	1	3
125	нельзя сказать	1	3
126	именно в	1	3
127	такое же	1	3
128	от другого	1	3
129	одной стороны	1	3
130	там где	1	3
131	так же	1	3
132	сих пор	1	3
133	не знаем	2	3
134	и все	3	3
135	в свою	2	3
136	не знает	1	3
137	в которой	2	3
138	к этому	1	3
139	в таком	2	3
140	самом деле	2	2
141	это и	1	2
142	но тем	1	2
143	первое время	1	2
144	и до	1	2
145	входящих в	1	2
146	мы уже	1	2
147	той же	2	2
148	что уже	1	2
149	мы ее	1	2
150	именно эти	1	2
151	то он	1	2
152	явлений и	1	2
153	это сравнение	1	2
154	все же	3	2
155	и той	1	2
156	та же	1	2
157	в этой	3	2
158	и тот	1	2
159	так сказать	2	2
160	и если	1	2
161	на его	2	2
162	но все	2	2
163	не дает	2	2
164	ни в	1	2
165	несмотря на	1	2
166	понятия и	1	2
167	точки зрения	12	2
168	что такое	2	2
169	в первое	1	2
170	их в	4	2
171	что эта	1	2
172	она не	1	2
173	что с	1	2
174	на котором	2	2
175	но только	1	2
176	только не	1	2
177	в живой	1	2
178	когда мы	3	2
179	для развития	2	2
180	его с	1	2
181	в области	3	2
182	ничего общего	1	2
183	так в	1	2
184	каждого из	2	2
185	во многом	1	2
186	когда в	1	2
187	смысле то	1	2
188	каждый раз	6	2
189	о том	1	2
190	и та	1	2
191	но мы	3	2
192	природы и	1	2
193	может стать	1	2
194	и мы	3	2
195	например при	1	2
196	мы видим	2	2
197	одной из	1	2
198	в какой	1	2
199	из многих	1	2
200	но как	1	2
201	в природе	1	2
202	связи с	1	2
203	в виде	2	2
204	в одном	3	2
205	но что	1	2
206	у него	2	2
207	с общим	2	2
208	и даже	2	2
209	развития в	2	2
210	от другой	1	2
211	будет ли	1	2
212	только один	2	2
213	что же	5	2
214	зрения и	1	2
215	еще раз	1	2
216	это последнее	1	2
217	уже на	1	2
218	не подлежит	3	2
219	с понятием	1	2
220	и наконец	5	2
221	же в	1	2
222	в системе	3	2
223	в свое	1	2
224	есть то	1	2
225	только одну	2	2
226	жизни и	4	2
227	которая не	1	2
228	и наиболее	1	1
229	на самом	1	1
230	искать в	1	1
231	ли мы	3	1
232	по преимуществу	1	1
233	значение но	1	1
234	по его	1	1
235	их и	1	1
236	он уже	1	1
237	нуждаются в	1	1
238	в первый	1	1
239	вопрос о	4	1
240	мы называем	3	1
241	оно вообще	1	1
242	того же	1	1
243	то конечно	1	1
244	принадлежит и	1	1
245	на них	1	1
246	он сам	1	1
247	бы то	1	1
248	внешний и	1	1
249	с его	1	1
250	от его	1	1
251	данном случае	1	1
252	он может	3	1
253	совсем не	1	1
254	если в	1	1
255	отличие от	2	1
256	нет и	4	1
257	один и	1	1
258	чем же	1	1
259	некоторое время	2	1
260	стороны и	1	1
261	о жизни	2	1
262	для науки	1	1
263	хотя и	1	1
264	увидим что	1	1
265	но в	3	1
266	роль играет	1	1
267	но эта	1	1
268	на ней	1	1
269	к чему	2	1
270	все эти	5	1
271	более в	1	1
272	если мы	4	1
273	мира но	1	1
274	как он	3	1
275	в наших	3	1
276	в первых	1	1
277	и таких	1	1
278	что сказать	1	1
279	он должен	2	1
280	в корне	1	1
281	нам только	1	1
282	важную роль	1	1
283	свое время	1	1
284	общего и	1	1
285	в совершенно	1	1
286	в мире	1	1
287	и сделал	1	1
288	конечно в	2	1
289	том случае	1	1
290	и навсегда	1	1
291	те или	1	1
292	образом если	1	1
293	это не	4	1
294	форму и	1	1
295	только одно	1	1
296	само собою	3	1
297	она и	1	1
298	которой он	2	1
299	одна и	1	1
300	для чего	1	1
301	но если	1	1
302	таким же	1	1
303	заключать в	1	1
304	в такой	1	1
305	с точки	5	1
306	знаем что	2	1
307	не будем	2	1
308	которые в	1	1
309	образом из	1	1
310	без всяких	1	1
311	и более	1	1
312	если нет	1	1
313	всей совокупности	1	1
314	она по	1	1
315	с №	1	1
316	о значении	2	1
317	только из	1	1
318	в процессе	1	1
319	и именно	2	1
320	а может	1	1
321	он с	1	1
322	все свои	1	1
323	на язык	1	1
324	ничего не	6	1
325	это то	1	1
326	явлений как	1	1
327	но очень	2	1
328	находиться в	1	1
329	быть в	1	1
330	эти сравнения	1	1
331	с другом	2	1
332	мы этого	2	1
333	к очень	1	1
334	отличается от	3	1
335	же самое	2	1
336	для его	2	1
337	с тою	1	1
338	но каким	1	1
339	должен быть	1	1
340	можем назвать	3	1
341	своего развития	1	1
342	на предметы	1	1
343	с самого	3	1
344	то нужно	1	1
345	времени и	2	1
346	ясно что	3	1
347	в результате	6	1
348	это только	1	1
349	совершенно невозможно	1	1
350	из одного	2	1
351	в отдельном	1	1
352	если как	1	1
353	видим не	1	1
354	мы всегда	1	1
355	и т.д	3	1
356	и т.п	1	1
357	одного из	1	1
358	все его	1	1
359	таком направлении	1	1
360	подлежит сомнению	2	1
361	раз и	1	1
362	в которую	2	1
363	во всех	1	1
364	в ту	1	1
365	значит что	1	1
366	каждая группа	1	1
367	есть такой	1	1
368	тот же	2	1
369	целого и	1	1
370	конечно не	1	1
371	и чисто	1	1
372	а это	1	1
373	его и	1	1
374	мы знаем	2	1
375	пока не	1	1
376	сами по	1	1
377	случае когда	1	1
378	может находиться	1	1
379	как его	1	1
380	должен был	1	1
381	мало для	1	1
382	не хотим	1	1
383	в очень	1	1
384	не является	1	1
385	известных нам	2	1
386	жизни в	1	1
387	как у	1	1
388	на ее	1	1
389	по своим	1	1
390	бы эти	1	1
391	на которые	1	1
392	может ли	1	1
393	на этот	2	1
394	необходимость в	1	1
395	но можно	1	1
396	а но	1	1
397	жизнь человека	1	1
398	в область	1	1
399	в данном	1	1
400	не отнимает	1	1
401	научной мысли	1	1
402	форму этого	1	1
403	а потом	1	1
404	предмета ни	1	1
405	друг с	2	1
406	это значит	1	1
407	если уже	1	1
408	как например	1	1
409	нашего знания	1	1
410	случае он	1	1
411	формы с	1	1
412	может но	1	1
413	а все	3	1
414	человек и	1	1
415	с при	1	1
416	развития и	1	1
417	в эту	1	1
418	на такой	1	1
419	или нет	1	1
420	в одинаковой	1	1
421	ни было	1	1
422	между ними	1	1
423	равно как	1	1
424	каждом отдельном	5	1
425	и эта	1	1
426	можно назвать	2	1
427	во всяком	2	1
428	существовал для	1	1
