N	2gram	Potebnia_M_4	Istorich
1	и в	23	26
2	так как	14	18
3	мы имеем	4	14
4	никогда не	3	13
5	потому что	33	13
6	и на	3	12
7	в этом	23	12
8	таким образом	24	12
9	в том	23	12
10	что в	17	12
11	мы видели	1	11
12	может быть	26	11
13	связь с	1	11
14	и т	7	10
15	не только	10	10
16	том что	12	10
17	в образе	2	10
18	с другой	2	10
19	и не	18	10
20	еще не	3	9
21	а именно	4	9
22	что он	4	9
23	но и	11	9
24	и это	2	8
25	все эти	3	8
26	все же	1	8
27	в нем	7	8
28	т д	3	8
29	на том	2	8
30	с ним	5	8
31	вместе с	6	8
32	другой стороны	1	8
33	например в	3	7
34	но в	8	7
35	здесь можно	1	7
36	мы можем	10	7
37	и его	2	7
38	о том	8	7
39	с одной	1	7
40	уже не	3	7
41	у него	1	7
42	превращается в	2	7
43	одной стороны	1	7
44	власть над	1	7
45	мы уже	3	6
46	мы не	8	6
47	эта связь	2	6
48	как в	7	6
49	в греции	1	6
50	так в	3	6
51	и с	4	6
52	в виде	2	6
53	то что	29	6
54	этом случае	5	6
55	в более	2	6
56	ее в	1	6
57	не может	11	6
58	то же	14	5
59	в ней	2	5
60	не будет	3	5
61	как и	14	5
62	и что	7	5
63	же мы	2	5
64	в то	4	5
65	то это	8	5
66	так и	6	5
67	в его	5	5
68	показывают что	1	5
69	мы видим	2	5
70	только в	15	5
71	тем что	10	5
72	у нас	2	5
73	там где	3	5
74	как это	1	5
75	его в	4	5
76	как мы	2	4
77	но как	1	4
78	из этих	2	4
79	имеем в	1	4
80	на его	3	4
81	и по	3	4
82	здесь мы	2	4
83	это не	7	4
84	и тем	4	4
85	с тем	7	4
86	не всегда	3	4
87	не имели	2	4
88	а также	1	4
89	что и	7	4
90	что между	3	4
91	себе в	3	4
92	в других	2	4
93	до сих	4	4
94	прежде всего	1	4
95	как бы	5	4
96	в это	2	4
97	сих пор	4	4
98	у них	1	4
99	но это	3	4
100	есть и	2	4
101	все что	2	4
102	и через	1	3
103	связана с	1	3
104	и то	5	3
105	там же	3	3
106	должна быть	1	3
107	на островах	1	3
108	из которых	2	3
109	видели что	1	3
110	независимо от	6	3
111	та же	1	3
112	в себе	14	3
113	если он	1	3
114	вообще не	1	3
115	что она	2	3
116	главным образом	1	3
117	при этом	15	3
118	если бы	13	3
119	особенно ясно	1	3
120	входом в	1	3
121	в них	3	3
122	нет в	1	3
123	в своей	1	3
124	таким же	5	3
125	в одном	4	3
126	не в	11	3
127	их в	3	3
128	она не	2	3
129	на котором	4	3
130	того как	6	3
131	не потому	1	3
132	могут быть	7	3
133	его с	1	3
134	меня в	1	3
135	данном случае	2	3
136	то время	1	3
137	показывает что	1	3
138	другими словами	8	3
139	от него	2	3
140	но так	2	3
141	один из	2	3
142	том как	1	3
143	в качестве	1	3
144	так что	5	3
145	при помощи	3	3
146	и других	3	3
147	эти три	1	3
148	ее не	3	3
149	от того	4	3
150	и только	3	3
151	со стороны	3	3
152	далеко не	1	3
153	но есть	4	3
154	больше и	1	3
155	не было	12	3
156	в частности	1	3
157	к своему	1	3
158	предположить что	4	3
159	в данном	4	3
160	как будто	1	3
161	что здесь	1	3
162	кроме того	3	3
163	или в	1	3
164	вопрос о	2	3
165	на первый	1	3
166	а в	5	3
167	и эта	1	3
168	сказать что	8	3
169	из этого	2	3
170	как на	1	3
171	в своих	2	3
172	во сне	2	3
173	ту же	3	2
174	того же	1	2
175	нам кажется	2	2
176	что эти	3	2
177	то самое	1	2
178	дома здесь	1	2
179	отсюда видно	1	2
180	такое количество	2	2
181	что иное	2	2
182	но не	1	2
183	могло быть	1	2
184	то он	2	2
185	по отношению	10	2
186	тогда как	4	2
187	на то	7	2
188	относится к	1	2
189	с этим	7	2
190	дает нам	1	2
191	в своем	8	2
192	перед нами	1	2
193	и как	2	2
194	более древняя	1	2
195	увидим что	1	2
196	и хотя	3	2
197	что это	7	2
198	в этой	1	2
199	и они	2	2
200	то и	4	2
201	и до	3	2
202	но он	1	2
203	и те	1	2
204	враг и	1	2
205	он не	2	2
206	это явление	1	2
207	с представлением	1	2
208	из него	2	2
209	можно было	2	2
210	но все	1	2
211	человека в	2	2
212	его не	1	2
213	было бы	8	2
