N	3gram	Losev_Prob_3	slovoVRo
1	не может быть	5	15
2	в отличие от	2	12
3	в этом случае	5	6
4	с одной стороны	1	5
5	той или иной	8	5
6	в то же	4	4
7	в том что	9	4
8	в той или	2	3
9	с точки зрения	2	3
10	сама по себе	8	3
11	в собственном смысле	1	3
12	может быть очень	5	3
13	так и в	1	3
14	в чем не	2	2
15	и связанные с	1	2
16	а вовсе не	2	2
17	более или менее	1	2
18	требует от нас	1	2
19	до сих пор	2	2
20	может быть и	3	2
21	как мы сказали	1	2
22	не только в	2	2
23	тот факт что	1	2
24	во всяком случае	6	2
25	то есть на	1	2
26	то есть от	2	2
27	ни в чем	2	2
28	в связи с	7	2
29	для того чтобы	1	2
30	и т д	13	2
31	и может быть	1	1
32	кроме того еще	1	1
33	не менее в	1	1
34	точка зрения на	1	1
35	хотя и не	2	1
36	образ может быть	1	1
37	и не в	1	1
38	отнюдь не исчерпывается	1	1
39	мы говорим о	2	1
40	в чем же	1	1
41	иметь в виду	1	1
42	далеко не все	1	1
43	хотя бы только	1	1
44	но оно не	1	1
45	xix и начала	1	1
46	в этих случаях	1	1
47	бы она ни	2	1
48	том что он	1	1
49	уже не в	1	1
50	он не только	1	1
51	и не только	1	1
52	на первый план	2	1
53	то есть именно	1	1
54	сами по себе	6	1
55	и ни в	2	1
56	но и в	2	1
57	как бы она	2	1
58	именно так как	1	1
59	перед нами не	1	1
60	на то что	1	1
61	как он сам	1	1
62	точки зрения на	1	1
63	по себе а	3	1
64	как мог бы	1	1
65	даже и не	4	1
66	и могут быть	1	1
67	и значение это	1	1
68	условия для ее	1	1
69	в той же	1	1
70	что он не	1	1
71	в себе как	1	1
72	в евгении онегине	1	1
73	настолько велико что	1	1
74	всяком случае не	1	1
75	в нем так	1	1
76	и без всякого	1	1
77	но может быть	1	1
78	это не значит	1	1
79	в нем не	1	1
80	мы понимаем не	1	1
81	лежащий в основе	1	1
82	а не в	1	1
83	то есть чисто	1	1
84	с другой стороны	5	1
85	хотя и в	1	1
86	тем не менее	10	1
87	о том что	3	1
88	того или иного	3	1
89	во всех этих	1	1
90	здесь не только	1	1
91	друг к другу	1	1
92	с той или	5	1
93	таким образом в	1	1
94	вовсе не в	2	1
95	мы не можем	1	1
96	для нас и	1	1
97	как и в	1	1
98	она ни была	2	1
99	это и не	3	1
100	до конца и	1	1
101	не только не	1	1
102	от автора и	1	1
103	и особенно в	1	1
104	речь идет о	1	1
105	и начала xx	1	1
106	для этого необходимо	1	1
107	тех или иных	4	1
108	до некоторой степени	1	1
109	от нас признания	1	1
110	как мы видели	2	1
111	мы еще не	1	1
