N	2gram	Tiupa_Anal_2	StatiiOP
1	и в	16	44
2	в том	12	36
3	и т	1	30
4	что в	2	30
5	том что	12	29
6	в этом	18	21
7	вовсе не	2	19
8	не только	16	18
9	то что	7	18
10	было бы	3	17
11	о том	7	17
12	а в	3	17
13	а не	10	16
14	и не	12	16
15	может быть	6	15
16	т е	2	15
17	в данном	8	14
18	как в	4	13
19	можно было	3	13
20	не в	4	12
21	в тексте	24	12
22	в первой	3	12
23	самом деле	1	11
24	в этой	9	11
25	у нас	1	11
26	точки зрения	4	11
27	но в	6	10
28	только в	4	10
29	но и	12	10
30	также и	1	9
31	как и	14	9
32	в отношении	1	9
33	в то	2	9
34	так и	15	9
35	во второй	4	9
36	если бы	3	9
37	того что	2	9
38	в его	2	9
39	с другой	6	9
40	во всех	4	8
41	но ведь	1	8
42	это не	1	8
43	из них	3	8
44	с точки	2	8
45	и его	4	8
46	не может	4	8
47	я не	1	7
48	в самом	6	7
49	в статье	1	7
50	так например	2	7
51	таким образом	2	7
52	другой стороны	2	7
53	для нас	1	7
54	этом отношении	3	7
55	прежде всего	3	7
56	сказать что	2	7
57	по поводу	3	7
58	со стороны	3	6
59	из этих	1	6
60	в своей	2	6
61	потому что	1	6
62	данном случае	5	6
63	что и	3	6
64	так что	3	6
65	для него	4	6
66	именно в	3	6
67	что же	1	6
68	но это	1	6
69	хотя бы	1	6
70	и то	3	5
71	то же	4	5
72	той же	2	5
73	в целом	8	5
74	все эти	1	5
75	в нем	1	5
76	евгения онегина	1	5
77	и по	1	5
78	такой же	1	5
79	в котором	2	5
80	не менее	4	5
81	вплоть до	1	5
82	никогда не	3	5
83	могут быть	10	5
84	так как	1	5
85	тем что	3	5
86	и даже	9	5
87	текста в	6	5
88	все это	4	5
89	была бы	2	5
90	совершенно не	1	5
91	так же	2	5
92	речь идет	2	4
93	как это	6	4
94	в которой	1	4
95	столь же	4	4
96	бы и	1	4
97	на то	2	4
98	что она	2	4
99	по словам	1	4
100	всё это	1	4
101	но я	1	4
102	но если	1	4
103	случае в	3	4
104	времени не	1	4
105	дело не	2	4
106	не имеет	2	4
107	же время	2	4
108	это слово	1	4
109	как будто	3	4
110	в ее	1	4
111	языка и	2	4
112	на вопрос	1	4
113	и что	1	4
114	заключается в	1	4
115	этот вопрос	1	4
116	в качестве	11	4
117	же и	1	4
118	как раз	4	4
119	даже не	1	4
120	должна была	2	4
121	в частности	16	4
122	как бы	10	4
123	тем более	1	4
124	еще более	2	4
125	или иного	3	4
126	того или	3	4
127	это в	1	4
128	того же	4	3
129	тем же	1	3
130	и за	3	3
131	конечно и	1	3
132	еще не	2	3
133	он был	2	3
134	в чем	1	3
135	своего рода	12	3
136	но не	4	3
137	не все	1	3
138	ответ на	3	3
139	по отношению	4	3
140	и я	2	3
141	так называемая	1	3
142	что касается	3	3
143	ведь и	2	3
144	в каждом	1	3
145	в другом	1	3
146	лишь в	9	3
147	и тем	4	3
148	даже в	2	3
149	ни в	1	3
150	тому что	1	3
151	что о	1	3
152	в конце	4	3
153	этих двух	1	3
154	здесь совершенно	1	3
155	должны быть	1	3
156	в применении	1	3
157	для себя	1	3
158	об этом	1	3
