N	3gram	Bakhtin_Pr_2	Problema
1	и т д	4	13
2	тем не менее	2	10
3	в том что	1	9
4	сама по себе	4	8
5	той или иной	3	8
6	то же самое	1	7
7	в связи с	1	7
8	сам по себе	5	6
9	сами по себе	1	6
10	во всяком случае	1	6
11	по крайней мере	1	5
12	с другой стороны	3	5
13	не может быть	4	5
14	как раз и	2	4
15	в таком случае	1	4
16	бы то ни	1	4
17	в то же	5	4
18	это вовсе не	2	4
19	то время как	2	4
20	и то же	2	4
21	в то время	2	4
22	он не есть	1	4
23	дело в том	1	3
24	можно было бы	3	3
25	здесь не в	1	3
26	может быть даже	1	3
27	может быть и	2	3
28	одно и то	2	3
29	то ни было	1	3
30	в конце концов	2	3
31	то что у	1	3
32	смысле слова и	1	3
33	само по себе	1	3
34	о том что	1	3
35	на этот раз	1	3
36	хотя и не	2	2
37	в той или	3	2
38	а вовсе не	1	2
39	здесь перед нами	1	2
40	в настоящее время	2	2
41	никак не может	3	2
42	о том как	1	2
43	так что он	1	2
44	же как и	1	2
45	и если мы	1	2
46	с точки зрения	8	2
47	до сих пор	7	2
48	в отличие от	4	2
49	но и в	1	2
50	том или ином	1	2
51	в том или	2	2
52	этой точки зрения	1	2
53	как мы говорили	1	2
54	на самом деле	1	2
55	можно сказать что	1	2
56	друг от друга	2	2
57	если бы он	1	1
58	в самой этой	2	1
59	вполне понятно что	1	1
60	то это вовсе	1	1
61	по существу своему	1	1
62	иметь в виду	1	1
63	связи с теми	1	1
64	более или менее	3	1
65	как мы это	1	1
66	есть прежде всего	1	1
67	в том и	1	1
68	том что он	2	1
69	он не только	1	1
70	что все указанные	1	1
71	в литературной речи	2	1
72	как мы сказали	2	1
73	в той же	1	1
74	что он не	1	1
75	по себе и	1	1
76	того и другого	2	1
77	в собственном смысле	1	1
78	и от автора	1	1
79	с самим собою	5	1
80	на этот вопрос	2	1
81	не в содержании	1	1
82	и не в	1	1
83	ни на какое	1	1
84	как и в	3	1
85	том или другом	2	1
86	до конца и	1	1
87	себе и не	1	1
88	образом как и	1	1
89	с одной стороны	1	1
90	смысле этого слова	1	1
91	ничего общего не	1	1
92	но при этом	2	1
93	каких бы то	1	1
94	то мы не	1	1
95	целей и тем	1	1
96	до некоторой степени	1	1
97	так или иначе	1	1
98	все же не	1	1
99	в нем не	1	1
100	ведь в конце	1	1
101	не есть и	1	1
102	друг к другу	2	1
103	и в литературной	1	1
104	собственном смысле слова	1	1
105	таким образом и	1	1
106	вовсе не с	1	1
107	а может быть	1	1
108	с собой не	1	1
109	крайней мере не	1	1
110	в глаза и	1	1
111	так и в	1	1
112	в такой форме	1	1
113	особой точки зрения	1	1
114	не только не	1	1
115	что в нем	1	1
116	от автора и	2	1
117	в самом деле	4	1
118	не менее в	1	1
119	указывает на какой-то	1	1
120	и с полным	1	1
121	на то что	2	1
122	уже сама по	1	1
123	в этих случаях	2	1
124	по себе но	2	1
125	общего не имеет	1	1
126	здесь не только	1	1
127	к тому же	3	1
128	для чего же	1	1
129	для себя не	1	1
