N	2gram	Berdyaev_N_1	FransuaR
1	и в	16	49
2	прежде всего	4	19
3	в его	1	18
4	и на	2	17
5	не только	5	17
6	и его	1	17
7	в этом	7	15
8	и не	11	15
9	в них	4	13
10	в эпоху	9	13
11	только в	1	13
12	но и	3	13
13	во время	1	12
14	как и	7	11
15	и т.п	2	11
16	в этой	1	10
17	в средние	3	9
18	в нем	5	9
19	все это	5	9
20	в сущности	1	8
21	во франции	1	8
22	средние века	7	8
23	все эти	2	7
24	на протяжении	2	7
25	не может	16	7
26	жизни и	8	7
27	мы уже	1	6
28	во всех	3	6
29	в истории	3	6
30	с их	2	6
31	так и	2	6
32	и с	2	6
33	времени и	2	6
34	но он	1	6
35	xviii века	2	6
36	в то	2	6
37	то что	4	6
38	так как	1	6
39	сказать что	3	6
40	с его	6	5
41	из этих	1	5
42	но не	2	5
43	в своем	1	5
44	в эту	1	5
45	в своей	3	5
46	никогда не	6	5
47	роль в	2	5
48	уже в	1	5
49	может быть	7	5
50	и потому	4	5
51	и до	1	4
52	и к	5	4
53	но в	2	4
54	в себе	2	4
55	но все	1	4
56	лишь в	6	4
57	в жизни	5	4
58	в этих	1	4
59	и более	1	4
60	с ним	1	4
61	одна из	2	4
62	в области	1	4
63	характер и	1	4
64	с другой	3	4
65	и во	1	4
66	а в	2	4
67	тем что	1	4
68	до сих	1	4
69	не было	4	4
70	эту эпоху	1	4
71	сих пор	1	4
72	том что	2	4
73	в духе	3	4
74	нового времени	12	4
75	значение в	1	4
76	как на	1	4
77	человека и	3	3
78	связана с	2	3
79	в самом	1	3
80	место в	2	3
81	жизни это	1	3
82	не был	1	3
83	менее всего	1	3
84	духа и	3	3
85	можно было	2	3
86	было бы	1	3
87	из них	1	3
88	ни в	6	3
89	был и	1	3
90	во всем	1	3
91	их в	1	3
92	культура средневековья	2	3
93	и это	2	3
94	с ее	5	3
95	в ее	3	3
96	культуры и	7	3
97	в xix	1	3
98	в виду	1	3
99	о том	4	3
100	в значительной	1	3
101	к нему	1	3
102	века и	2	3
103	что он	1	3
104	с одной	2	3
105	и нового	1	3
106	и особенно	1	3
107	средневековья в	1	3
108	превращается в	1	3
109	одной стороны	2	3
110	средневековья и	2	3
111	и все	4	3
112	в том	8	3
113	жизни в	3	3
114	другой стороны	2	3
115	века но	2	2
116	перед лицом	1	2
117	по преимуществу	1	2
118	в ней	5	2
119	еще не	3	2
120	себе и	1	2
121	это и	2	2
122	за пределы	3	2
123	думать что	2	2
124	перестает быть	4	2
125	и еще	1	2
126	века были	2	2
127	подобно тому	3	2
128	значительной степени	1	2
