N	2gram	Tiupa_Hudo_1	Dialekti
1	не есть	1	40
2	и не	15	30
3	по себе	2	25
4	и в	19	18
5	точки зрения	10	17
6	может быть	14	17
7	и есть	1	16
8	в нем	5	16
9	ни в	5	15
10	не имеет	1	15
11	так что	1	15
12	потому что	3	14
13	а не	9	14
14	не только	16	13
15	и даже	1	13
16	то что	4	13
17	что в	6	13
18	в этом	11	12
19	было бы	1	12
20	с точки	3	12
21	если бы	3	12
22	и что	3	12
23	не может	7	12
24	что это	1	11
25	в себе	9	11
26	что он	3	11
27	так как	1	11
28	как бы	9	11
29	все это	2	11
30	то же	10	10
31	что такое	1	10
32	прежде всего	4	10
33	сказать что	4	10
34	и то	4	9
35	отнюдь не	2	9
36	так и	11	9
37	это не	2	9
38	том что	8	9
39	никогда не	2	9
40	в том	18	9
41	сама по	2	8
42	в каком	2	8
43	к нему	3	8
44	также и	1	7
45	и как	3	7
46	то в	2	7
47	что она	2	7
48	что не	1	7
49	той или	4	7
50	не существует	1	7
51	мы находим	1	7
52	вовсе не	2	7
53	но и	10	7
54	в чем	2	6
55	но в	7	6
56	с другой	7	6
57	не в	7	6
58	в то	6	6
59	с ним	2	6
60	можно сказать	5	6
61	не было	1	6
62	и внешнего	1	6
63	говорить о	3	5
64	я не	2	5
65	отношение к	5	5
66	в своем	2	5
67	в противоположность	3	5
68	на то	1	5
69	внутреннее и	1	5
70	в этих	3	5
71	но если	1	5
72	в отношении	3	5
73	в виду	5	5
74	не с	2	5
75	в особенности	1	5
76	говорит о	1	5
77	и пр	1	5
78	а в	12	5
79	это и	1	4
80	мы говорим	1	4
81	то я	1	4
82	одно и	3	4
83	об этом	2	4
84	по крайней	1	4
85	и более	2	4
86	и притом	3	4
87	только и	1	4
88	же время	5	4
89	к тому	4	4
90	как мы	1	4
91	только то	1	4
92	быть может	1	4
93	о том	2	4
94	от него	1	4
95	крайней мере	1	4
96	быть и	2	4
97	мы видим	1	4
98	но не	11	4
99	и жизни	1	4
100	в котором	1	4
101	в конце	1	4
102	для меня	2	4
103	не говорит	1	4
104	как раз	3	4
105	как это	5	4
106	хотя и	3	4
107	собственно говоря	2	4
108	так же	2	4
109	другой стороны	5	4
110	отношения к	2	3
111	действительности и	1	3
112	есть не	1	3
113	но она	2	3
114	как смысл	1	3
115	а только	4	3
116	если в	1	3
117	или иное	1	3
118	что они	1	3
119	то или	1	3
120	реальности но	1	3
121	говорит что	2	3
122	более или	5	3
123	в самом	5	3
124	из мифа	1	3
125	он не	4	3
