N	4gram	Potebnia_M_3	StatiiOP
1	в то же время	5	4
2	и в самом деле	1	2
3	заключается в том что	1	2
4	одним и тем же	3	2
5	с одной точки зрения	1	1
6	по отношению к своему	1	1
7	только в том что	2	1
8	и та и другая	1	1
9	заключается именно в том	1	1
10	только в том случае	1	1
11	в то время как	1	1
12	именно в том что	1	1
13	не только в том	1	1
14	до сих пор еще	1	1
15	в том что он	2	1
16	в том смысле что	1	1
17	в том что этот	1	1
18	в том что и	1	1
19	вовсе не в том	1	1
20	потому что он не	2	1
21	не говоря уже о	1	1
22	что в то время	3	1
23	что он не знает	1	1
24	и о том что	1	1
