N	4gram	Vygotskiy__1	Problema
1	с одной стороны и	1	3
2	но в таком случае	1	3
3	не что иное как	1	3
4	если мы скажем что	1	3
5	один и тот же	1	2
6	только в том случае	1	2
7	в том числе и	1	2
8	заключается в том что	3	2
9	одной и той же	3	2
10	и тем не менее	1	1
11	для нас не существует	1	1
12	вопрос о том что	1	1
13	в таком случае в	1	1
14	о том что и	1	1
15	точно так же и	1	1
16	остается одной и той	1	1
17	в какой мере не	1	1
18	которых мы не можем	1	1
19	и тот же предмет	1	1
20	ни в какой мере	2	1
21	в том или ином	1	1
22	в то время как	5	1
23	в том случае если	1	1
24	все больше и больше	1	1
25	так же как и	1	1
26	во всяком случае так	1	1
27	несмотря на то что	2	1
28	одним и тем же	1	1
29	в том случае когда	1	1
