N	4gram	Vygotskiy__1	EvropaiE
1	с одной стороны и	1	6
2	с этой точки зрения	4	5
3	так же как и	1	3
4	само по себе не	1	2
5	заключается в том что	3	2
6	дело в том что	1	1
7	с другой стороны в	1	1
8	одного и того же	1	1
9	заключает в себе ничего	1	1
10	в том числе и	1	1
11	и для того чтобы	1	1
12	один и тот же	1	1
13	то мы увидим что	1	1
14	только в том случае	1	1
15	в то время как	5	1
16	в том случае если	1	1
17	что само по себе	1	1
18	может быть сведена к	2	1
19	одну и ту же	1	1
20	не заключает в себе	1	1
21	роль которая выпадает на	1	1
22	несмотря на то что	2	1
23	которая выпадает на долю	1	1
24	ту или иную идеологию	1	1
25	поскольку речь идет о	1	1
