N	3gram	Bakhtin_Fr_2	Analitik
1	не может быть	4	16
2	в том что	1	9
3	в то же	6	8
4	в том чтобы	1	7
5	то же время	6	6
6	по отношению к	1	5
7	большей или меньшей	3	4
8	с точки зрения	5	4
9	и не может	1	4
10	о том что	3	3
11	подобно тому как	2	3
12	того или иного	1	3
13	для того чтобы	1	3
14	с одной стороны	3	3
15	это означает что	1	2
16	именно в этом	1	2
17	ни в коем	1	2
18	но и в	4	2
19	в этом отношении	3	2
20	в коем случае	1	2
21	далеко не всегда	1	2
22	но в то	3	2
23	не могут быть	1	2
24	с другой стороны	3	2
25	в свое время	3	2
26	но прежде всего	3	1
27	самом деле в	1	1
28	в художественном творчестве	1	1
29	и той же	1	1
30	имеем в виду	2	1
31	также и в	1	1
32	один и тот	1	1
33	выходит за пределы	1	1
34	до сих пор	4	1
35	на точку зрения	1	1
36	и та же	1	1
37	так как если	1	1
38	на самом же	1	1
39	в собственном смысле	2	1
40	смысл и значение	2	1
41	как если бы	1	1
42	не подлежит никакому	1	1
43	все эти три	1	1
44	еще раз что	1	1
45	не только в	5	1
46	в художественном произведении	1	1
47	в себе в	1	1
48	том же году	1	1
49	в большей или	3	1
50	или меньшей степени	3	1
51	ни на что	1	1
52	прежде всего в	1	1
53	только в его	1	1
54	во всяком случае	2	1
55	одна и та	1	1
56	на что не	1	1
57	самом же деле	1	1
58	включает в себя	2	1
59	может быть ничего	1	1
60	во всех своих	1	1
61	но никто не	1	1
62	в этом последнем	1	1
63	начало и конец	1	1
64	о мире и	3	1
65	только тогда когда	1	1
66	или во всяком	1	1
67	мы имеем в	1	1
68	в какой-то степени	1	1
69	одной и той	1	1
70	друг с другом	1	1
71	как и в	1	1
72	в том же	1	1
73	и тот же	1	1
