N	3gram	Vygotskiy__4	UchenyiS
1	в конечном счете	1	4
2	не может быть	1	4
3	с другой стороны	2	3
4	то же время	1	3
5	бы то ни	1	3
6	в то же	1	3
7	то ни было	1	3
8	и в этой	1	2
9	в самом деле	7	2
10	в этом смысле	1	2
11	материала и формы	1	2
12	то же самое	6	2
13	до сих пор	3	2
14	в художественном произведении	1	2
15	в том что	12	2
16	и в частности	2	2
17	в конце концов	3	2
18	так много в	1	1
19	том что она	1	1
20	чем то что	1	1
21	было бы ни	1	1
22	и в конце	2	1
23	содержания и формы	1	1
24	так или иначе	1	1
25	не все и	1	1
26	роль не только	1	1
27	то что все	1	1
28	это то же	1	1
29	равно как и	1	1
30	в точном смысле	1	1
31	в сторону от	1	1
32	он может быть	1	1
33	но по существу	1	1
34	и в то	1	1
35	сам по себе	2	1
36	же самое что	2	1
37	в той же	1	1
38	бы это было	1	1
39	то что ему	2	1
40	и независимо от	1	1
41	не было бы	1	1
42	с тем что	1	1
43	и все они	1	1
44	элементы из которых	1	1
45	можно сказать что	1	1
46	точном смысле этого	2	1
47	на то что	6	1
48	при таком понимании	1	1
49	и формы как	1	1
50	в этой же	1	1
51	все и не	1	1
52	все это в	1	1
53	друг с другом	4	1
54	быть не может	1	1
55	а не только	1	1
56	если бы это	1	1
57	и формы в	1	1
58	может быть в	1	1
59	не только в	1	1
60	исследования должно быть	1	1
61	с одной стороны	3	1
62	на первый взгляд	1	1
