N	4gram	Medvedev_F_3	FransuaR
1	в то же время	7	6
2	начала и до конца	1	4
3	с начала и до	1	4
4	в том числе и	1	2
5	одной и той же	1	2
6	мы еще вернемся в	1	2
7	где кончается одно и	1	1
8	дело в том что	1	1
9	мы имеем в виду	1	1
10	может быть понято и	1	1
11	какой бы то ни	1	1
12	бы то ни было	4	1
13	и не может быть	3	1
14	в виду прежде всего	1	1
15	мы уже указывали на	1	1
16	же время не может	1	1
17	время не может быть	1	1
18	и в данном случае	1	1
19	и с рядом других	1	1
20	имеем в виду прежде	1	1
21	нет и не может	2	1
22	и до конца в	1	1
23	то же время не	1	1
24	одним и тем же	2	1
