N	3gram	Voloshinov_1	Tvorches
1	то же время	1	7
2	в то же	1	7
3	в творчестве достоевского	1	4
4	по отношению к	11	3
5	до сих пор	3	3
6	не может быть	7	3
7	но прежде всего	1	2
8	в самом деле	1	2
9	и не может	3	2
10	по крайней мере	1	2
11	так же как	1	2
12	это прежде всего	1	2
13	в том же	1	2
14	все же не	1	2
15	во всяком случае	1	2
16	с другой стороны	2	2
17	в лице ее	1	2
18	о том что	1	2
19	он еще не	1	2
20	в том что	4	2
21	том что в	1	1
22	в чем не	1	1
23	от этой задачи	1	1
24	записок из подполья	1	1
25	дело в том	4	1
26	же как и	1	1
27	в нем и	1	1
28	имеет в виду	3	1
29	в основном его	1	1
30	сами по себе	1	1
31	была бы подобна	1	1
32	можно было бы	1	1
33	но уже в	1	1
34	и в истории	1	1
35	со всех сторон	1	1
36	только то что	1	1
37	но в то	1	1
38	и в этом	1	1
39	в свою очередь	1	1
40	к тому же	1	1
41	по себе не	1	1
42	в то время	1	1
43	и отнюдь не	1	1
44	ни в чем	1	1
45	прежде всего нужно	1	1
46	ничего общего с	1	1
47	с самого начала	1	1
48	восприятие художественного произведения	1	1
49	но отнюдь не	2	1
50	в конечном счете	1	1
51	в частности в	1	1
52	когда он не	1	1
53	в русской литературе	1	1
54	и прежде всего	1	1
55	в высшей степени	1	1
56	как и в	1	1
57	его в субъект	1	1
