N	2gram	Losev_Prob_5	Komedia
1	и в	30	22
2	в афинах	1	21
3	v в	5	13
4	том что	17	12
5	в г	1	11
6	но и	13	11
7	в том	12	11
8	не только	18	10
9	в то	4	10
10	из них	2	10
11	и т	1	9
12	как и	7	9
13	может быть	7	9
14	таким образом	13	8
15	о том	12	8
16	и его	6	8
17	в одном	3	8
18	и не	12	8
19	едва ли	4	7
20	в этой	10	7
21	и других	1	7
22	то же	2	6
23	тому же	1	6
24	и по	1	6
25	не в	7	6
26	в отношении	3	6
27	ни в	4	6
28	в конце	8	6
29	что он	7	6
30	такого рода	2	6
31	к тому	2	6
32	а в	6	6
33	в которой	5	6
34	что в	5	6
35	до нас	7	5
36	как в	2	5
37	то время	3	5
38	на его	2	5
39	при этом	4	5
40	cgf i	1	5
41	iv в	4	5
42	потому что	13	5
43	со своим	1	5
44	мы встречаем	1	5
45	так и	7	5
46	еще в	5	5
47	и даже	14	5
48	между тем	2	5
49	один из	2	5
50	уже в	2	5
51	в его	12	5
52	прежде всего	6	5
53	золотого века	1	5
54	с другой	6	5
55	нового времени	4	5
56	когда же	1	5
57	все это	1	5
58	другой стороны	6	5
59	из его	1	4
60	время как	3	4
61	что они	3	4
62	но в	9	4
63	в греции	1	4
64	в нем	6	4
65	т д	1	4
66	и вот	1	4
67	в другом	3	4
68	г в	1	4
69	участие в	2	4
70	несмотря на	6	4
71	точки зрения	10	4
72	в котором	2	4
73	в их	1	4
74	так как	6	4
75	как мы	2	4
76	эсхила и	3	4
77	на него	2	4
78	можно судить	1	4
79	же время	1	4
80	ли не	2	4
81	ясно что	4	4
82	а также	3	4
83	vi в	1	4
84	что и	6	4
85	в качестве	4	4
86	мы можем	5	4
87	тем что	2	4
88	именно в	3	4
89	в результате	7	4
90	конце концов	6	4
91	же в	3	4
92	по поводу	2	4
93	к этому	2	4
94	новое время	3	3
95	в тех	1	3
96	в году	5	3
97	мы не	2	3
98	и о	5	3
99	и на	6	3
100	в чем	2	3
101	с одной	3	3
102	в этом	17	3
103	все же	9	3
104	хотя и	8	3
105	и как	6	3
106	по имени	1	3
107	на то	2	3
108	главным образом	1	3
109	да и	2	3
110	он не	3	3
111	здесь мы	1	3
112	и с	5	3
113	его в	6	3
114	в них	2	3
115	и ее	1	3
