N	3gram	Bakhtin_Fr_3	Dialekti
1	с точки зрения	1	12
2	в том что	1	7
3	само по себе	1	5
4	то же время	6	4
5	можно было бы	2	4
6	с другой стороны	1	4
7	в то же	6	4
8	не нуждается в	1	3
9	только то что	1	3
10	что в нем	1	3
11	может быть и	1	3
12	и в этом	1	3
13	не может быть	2	3
14	можно сказать что	2	3
15	той или иной	2	3
16	на самом деле	3	2
17	до сих пор	4	2
18	в этом отношении	2	2
19	и в частности	1	2
20	несет на себе	1	2
21	по сравнению с	2	2
22	прежде всего необходимо	3	2
23	это конечно не	1	2
24	во всяком случае	1	2
25	это и есть	1	2
26	о том что	2	2
27	и с другой	1	2
28	в той или	2	1
29	что в основе	1	1
30	дело в том	1	1
31	и той же	2	1
32	и также не	1	1
33	и в особенности	1	1
34	но даже и	1	1
35	как раз и	1	1
36	о мире как	1	1
37	как мы увидим	1	1
38	но для этого	1	1
39	нельзя указать где	1	1
40	ничего не говорят	1	1
41	и потому в	1	1
42	на различные явления	1	1
43	прибавьте к этому	1	1
44	бы и не	1	1
45	не говорят о	1	1
46	и перед ними	1	1
47	в том чтобы	1	1
48	но в то	4	1
49	во всех этих	1	1
50	в связи с	4	1
51	то что он	1	1
52	в новое время	1	1
53	мы все время	1	1
54	таким образом и	1	1
55	связи с этим	1	1
56	может быть названа	1	1
57	сих пор не	1	1
58	есть не что	1	1
59	было бы совершенно	1	1
60	но также и	1	1
61	и все образы	3	1
62	с самого начала	1	1
63	но никак не	1	1
64	при известных условиях	1	1
65	что иное как	1	1
66	но все же	1	1
67	не было ни	3	1
68	имеется в виду	1	1
69	одной и той	2	1
70	мы видим теперь	1	1
71	не что иное	1	1
72	тех или иных	1	1
73	для того чтобы	3	1
74	в них не	1	1
75	а не мы	1	1
76	друг в друга	2	1
