N	2gram	Vinokur_St_3	FransuaR
1	и в	25	56
2	то есть	2	24
3	в его	12	18
4	таким образом	10	17
5	все эти	3	15
6	в этом	24	14
7	в том	20	13
8	так и	5	13
9	он был	3	12
10	в то	7	12
11	и его	3	12
12	то же	5	11
13	в них	5	11
14	в этих	11	11
15	до конца	3	11
16	как бы	6	11
17	и до	1	10
18	еще не	2	10
19	же время	3	10
20	в эпоху	1	10
21	эпохи в	1	9
22	в самом	2	9
23	и не	10	9
24	только в	6	9
25	но и	9	9
26	в сущности	2	8
27	во всех	2	8
28	не только	12	8
29	в нем	1	8
30	и с	4	8
31	и их	1	8
32	до сих	2	8
33	и др	4	8
34	сих пор	2	8
35	все это	8	8
36	том что	15	8
37	и на	6	7
38	как мы	2	7
39	у него	9	7
40	в частности	1	7
41	той же	2	6
42	в ее	1	6
43	в этой	14	6
44	но в	5	6
45	на его	4	6
46	своего времени	2	6
47	точки зрения	7	6
48	вовсе не	2	6
49	мы видим	4	6
50	связи с	3	6
51	связаны с	1	6
52	прежде всего	10	6
53	границы между	1	6
54	в той	1	6
55	все они	3	6
56	и все	1	6
57	потому что	5	6
58	одним из	1	5
59	с ее	2	5
60	с его	3	5
61	но не	2	5
62	в пределах	1	5
63	он не	5	5
64	так сказать	2	5
65	мы видели	1	5
66	такой же	2	5
67	во время	3	5
68	в отношении	2	5
69	своего рода	3	5
70	никогда не	2	5
71	в области	6	5
72	один из	2	5
73	не было	4	5
74	как и	4	5
75	в творчестве	3	5
76	это были	1	5
77	в результате	2	5
78	что в	19	5
79	есть и	1	5
80	и другие	1	5
81	они не	1	5
82	ту же	1	4
83	например в	4	4
84	в ней	4	4
85	не был	2	4
86	за пределы	1	4
87	и к	4	4
88	в которой	4	4
89	что это	16	4
90	что все	3	4
91	литературного языка	1	4
92	и ее	2	4
93	и более	3	4
94	даже в	1	4
95	одна из	2	4
96	того чтобы	1	4
97	по своей	1	4
98	в духе	2	4
99	того времени	3	4
100	времени и	2	4
101	и которые	2	4
102	и других	2	4
103	о том	8	4
104	язык в	1	4
105	с одной	2	4
106	в качестве	4	4
107	конечно не	1	4
108	так как	3	4
109	в особенности	4	4
110	в свете	1	4
111	в своих	8	4
112	в году	5	3
113	в их	3	3
114	не просто	2	3
115	в своем	1	3
116	кроме того	3	3
117	и наконец	3	3
118	его к	2	3
119	в свет	1	3
120	всех этих	3	3
121	с начала	1	3
122	здесь нет	2	3
123	не мог	2	3
124	не в	6	3
125	но он	3	3
126	на рубеже	1	3
127	казалось бы	1	3
128	в форме	2	3
129	хвала и	1	3
130	рядом с	1	3
131	вещами и	1	3
132	и о	1	3
133	в другом	3	3
134	в образе	1	3
135	и здесь	3	3
136	и т.д	1	3
137	все его	1	3
138	а также	4	3
139	времени в	1	3
140	это была	1	3
141	между тем	6	3
142	в литературе	1	3
143	как например	8	3
144	одной из	2	3
145	так что	11	3
146	уже не	3	3
147	мы находим	2	3
148	что и	1	3
149	может быть	19	3
150	к которому	3	3
151	еще и	1	3
152	что для	3	3
153	в некоторых	3	3
154	не на	2	3
155	сказать что	4	3
156	там где	1	3
157	с помощью	1	3
158	связь с	4	3
159	не были	1	3
160	здесь есть	2	3
161	в связи	3	3
162	в те	1	3
163	бы в	1	3
164	то что	12	3
