N	3gram	Bakhtin_Fr_5	KulturaY
1	в том что	6	10
2	можно было бы	2	9
3	с точки зрения	2	8
4	для того чтобы	6	8
5	в самом деле	1	7
6	тем не менее	1	5
7	не может быть	2	4
8	в этом отношении	5	3
9	в связи с	5	3
10	то же время	9	3
11	в то же	9	3
12	потому что он	3	2
13	на самом деле	4	2
14	вместе с тем	1	2
15	так же как	4	2
16	в отличие от	2	2
17	в свою очередь	1	2
18	и в самом	1	2
19	в конечном счете	1	2
20	можно сказать что	2	2
21	том что в	1	1
22	сих пор еще	2	1
23	хотя и не	1	1
24	дело в том	2	1
25	и к этому	1	1
26	так как оно	1	1
27	до сих пор	3	1
28	тем что она	1	1
29	в своей книге	1	1
30	можно говорить о	2	1
31	что он не	1	1
32	для этой цели	1	1
33	сказать несколько слов	1	1
34	не имеет никакого	1	1
35	все те же	1	1
36	но он не	1	1
37	но это не	1	1
38	это вовсе не	1	1
39	но вряд ли	1	1
40	одном и том	1	1
41	и той же	1	1
42	и не в	2	1
43	только для того	1	1
44	может быть и	1	1
45	не хочет и	1	1
46	и в частности	1	1
47	резко отличны от	1	1
48	в значительной степени	1	1
49	все это в	1	1
50	в данном случае	2	1
51	и том же	1	1
52	в году в	1	1
53	а также и	4	1
54	увидеть и раскрыть	1	1
55	все они имеют	1	1
56	нет почти ни	1	1
57	и в этой	1	1
58	не только для	2	1
59	в пределах своей	1	1
60	в нем есть	1	1
61	в одном и	1	1
62	есть не что	1	1
63	идет здесь о	1	1
64	же значение имеют	1	1
65	и некоторые другие	1	1
66	в то время	2	1
67	как и в	1	1
68	связи с этим	3	1
69	о том что	1	1
70	ничего общего с	1	1
71	а вслед за	1	1
72	в сущности не	2	1
73	и прежде всего	3	1
74	того чтобы не	1	1
75	что иное как	1	1
76	это в сущности	1	1
77	в другом случае	1	1
78	в большинстве случаев	2	1
79	после того как	1	1
80	одной и той	1	1
81	не что иное	1	1
82	потому что она	2	1
83	что свидетельствует о	1	1
84	и до конца	1	1
85	к тому же	2	1
86	это особенно ясно	1	1
87	не нуждается в	2	1
88	только тогда когда	1	1
89	какое же значение	1	1
90	как мы видели	4	1
91	также и в	2	1
