1	в том что	7	13
2	не может быть	3	9
3	там же с	10	7
4	тем не менее	2	6
5	и в этом	1	6
6	с другой стороны	3	5
7	в этом смысле	4	4
8	потому что в	1	4
9	и т д	2	4
10	в свою очередь	1	4
11	не только в	2	3
12	так и в	1	3
13	и той же	1	3
14	с тем что	1	3
15	одной и той	1	3
16	в то же	4	3
17	и что в	1	3
18	с одной стороны	1	3
19	то же время	4	3
20	что и в	2	3
21	а в том	1	3
22	и в том	1	3
23	и потому что	3	2
24	дело в том	4	2
25	и притом не	1	2
26	к тому что	1	2
27	что иное как	1	2
28	в сравнении с	1	2
29	что не только	1	2
30	не что иное	1	2
31	но и для	1	2
32	для того чтобы	2	2
33	так как в	1	2
34	потому что как	1	2
35	так что в	2	2
36	бы то ни	1	2
37	притом не только	1	2
38	не только не	1	2
39	именно с тем	1	1
40	не в одном	1	1
41	говоря уже о	1	1
42	укажем только на	1	1
43	т д в	1	1
44	этого видно что	1	1
45	он в течение	1	1
46	указывает на то	1	1
47	мысли и слова	1	1
48	то ни было	1	1
49	на то что	4	1
50	если бы мы	1	1
51	от нее в	1	1
52	из всего этого	1	1
53	в связи с	1	1
54	лицом к лицу	1	1
55	которого он не	1	1
56	еще и потому	2	1
57	а следовательно и	1	1
58	привело к тому	1	1
59	но и все	1	1
60	во всяком случае	2	1
61	виде в каком	1	1
62	не без основания	1	1
63	в этом отношении	1	1
64	не говоря уже	1	1
65	в своей дальнейшей	1	1
66	смысле этого слова	1	1
67	заключать в себе	1	1
68	более или менее	3	1
69	имеют для них	1	1
70	потому что она	1	1
71	всего этого видно	1	1
72	то чего не	1	1
73	что касается до	1	1
74	во всем своем	1	1
75	в ответ на	2	1
76	человека то есть	1	1
77	в то время	2	1
78	не может получить	1	1
79	того что в	1	1
80	но это не	1	1
81	и тем самым	1	1
82	в нас любовь	1	1
83	о том что	7	1
84	физических явлений и	1	1
85	не потому что	1	1
86	именно так как	1	1
87	не только мысли	1	1
88	в разных местах	1	1
89	и все это	1	1
90	уже о том	1	1
91	должны сказать что	1	1
92	заключается в том	1	1
93	только то что	1	1
94	в том виде	1	1
95	том виде в	1	1
