N	3gram	Tiupa_Anal_2	StatiiOP
1	в том что	6	17
2	о том что	6	11
3	с точки зрения	2	8
4	можно было бы	2	8
5	в этом отношении	3	7
6	в данном случае	5	6
7	с другой стороны	2	6
8	в самом деле	1	5
9	не может быть	1	5
10	то же время	2	4
11	не только в	2	4
12	того или иного	3	4
13	на то что	2	4
14	в то же	2	4
15	сказать что в	1	3
16	по отношению к	4	3
17	в применении к	1	3
18	должна была бы	1	3
19	и в этом	4	3
20	заключается в том	1	3
21	и в самом	2	3
22	в свое время	1	2
23	одним и тем	1	2
24	в первой строфе	1	2
25	и даже не	1	2
26	в этом случае	4	2
27	хотя бы и	1	2
28	но и в	1	2
29	в первую очередь	1	2
30	и то что	2	2
31	по крайней мере	3	2
32	в равной мере	1	2
33	с одной стороны	4	2
34	имеем дело с	1	2
35	так или иначе	1	2
36	и тем же	1	2
37	на этот раз	1	2
38	речь идет о	1	2
39	в том смысле	1	2
40	тем не менее	3	2
41	дело не в	1	2
42	как и в	3	2
43	во всех прочих	1	1
44	а между тем	1	1
45	в обоих случаях	2	1
46	той или иной	3	1
47	ответ на этот	1	1
48	это слово в	1	1
49	или иного из	1	1
50	в этом смысле	2	1
51	в соответствии с	2	1
52	свидетельствует о том	1	1
53	иного из этих	1	1
54	не так уж	1	1
55	одних и тех	1	1
56	в целом я	1	1
57	в таких случаях	1	1
58	сами по себе	1	1
59	каждом отдельном случае	1	1
60	только то что	1	1
61	с другой и	1	1
62	точно так же	1	1
63	на этот вопрос	1	1
64	в каждом отдельном	1	1
65	что же до	1	1
66	и тех же	1	1
67	не хотелось бы	1	1
68	содержит в себе	3	1
69	то что она	1	1
70	ответ на вопрос	1	1
71	самом деле не	1	1
72	в стилистическом отношении	1	1
73	ровным счетом ничего	1	1
74	во всех этих	1	1
75	текста как и	1	1
76	в целом ряде	1	1
77	а в том	1	1
78	по поводу того	1	1
79	из того же	1	1
80	том смысле что	1	1
81	ведь и сам	1	1
82	например во всех	1	1
83	в том-то и	1	1
84	другой стороны и	1	1
85	этого слова он	1	1
86	в этой системе	2	1
87	к тому что	1	1
88	внимание на то	1	1
89	мы имеем дело	3	1
90	он не только	1	1
