N	3gram	Bakhtin_sl_2	FransuaR
1	то же время	4	10
2	в то же	4	10
3	до сих пор	2	8
4	мы уже говорили	1	7
5	в большинстве случаев	5	6
6	в том что	4	6
7	и в то	1	5
8	и до конца	1	4
9	как и в	1	4
10	большей или меньшей	1	3
11	в том числе	1	3
12	в той же	1	3
13	в связи с	2	3
14	мы видели что	1	3
15	более или менее	2	2
16	и в особенности	2	2
17	в средние века	1	2
18	с точки зрения	3	2
19	том числе и	1	2
20	во всех областях	4	2
21	как мы видели	1	2
22	в узком смысле	4	2
23	и в них	1	2
24	но в то	3	2
25	с одной стороны	5	2
26	и в романе	2	2
27	о том что	1	2
28	не только не	1	2
29	эпохи и в	1	2
30	с другой стороны	1	2
31	как мы уже	2	2
32	для того чтобы	2	2
33	не может быть	15	2
34	том что она	1	1
35	как к своему	1	1
36	глубоко и существенно	2	1
37	а следовательно и	1	1
38	зрения на мир	2	1
39	точка зрения на	1	1
40	их удельный вес	1	1
41	прямо сказать что	2	1
42	же время это	2	1
43	и не могут	1	1
44	в чем же	1	1
45	а также и	2	1
46	по отношению к	4	1
47	как один из	1	1
48	мы уже сказали	1	1
49	слова в романе	1	1
50	и все остальные	1	1
51	он не только	1	1
52	том что оно	1	1
53	одной стороны и	3	1
54	и там где	3	1
55	мы касаемся здесь	1	1
56	и в той	1	1
57	никогда не исчерпывает	1	1
58	и единственного языка	1	1
59	до известной степени	1	1
60	всегда включает в	1	1
61	в отличие от	12	1
62	не можем здесь	1	1
63	но и в	1	1
64	в этом отношении	3	1
65	слова и образа	1	1
66	но конечно не	1	1
67	или иной степени	3	1
68	отношению к языку	1	1
69	в той или	3	1
70	может быть и	2	1
71	шире и глубже	1	1
72	говорит о том	1	1
73	именно такой подход	1	1
74	и могут быть	1	1
75	то есть на	2	1
76	что в романе	1	1
77	века и в	1	1
78	в ту же	1	1
79	как мы сказали	2	1
80	в себя момент	1	1
81	или иным способом	1	1
82	не исчерпывает себя	3	1
83	на фоне современного	1	1
84	так и в	3	1
85	языку и к	1	1
86	исчерпывает себя в	3	1
87	удельный вес в	1	1
88	во всех сферах	1	1
89	тем или иным	1	1
90	друг к другу	1	1
91	можно прямо сказать	3	1
92	и наконец в	2	1
93	все эти формы	3	1
94	идеологии и литературы	1	1
95	во всех этих	1	1
96	в частности в	1	1
97	между этими двумя	1	1
98	таким образом в	1	1
99	мы не можем	1	1
100	в романе не	2	1
101	и притом в	1	1
102	никогда не может	2	1
103	на протяжении всего	1	1
104	всех слов и	1	1
105	с самого начала	1	1
106	слов и выражений	1	1
107	к своему пределу	1	1
108	включает в себя	2	1
109	в пределах одной	1	1
110	речь идет о	1	1
111	об образе языка	1	1
112	язык в его	1	1
113	может и не	1	1
114	говорить и писать	1	1
115	это как бы	1	1
116	в романе и	2	1
117	конечно не в	1	1
118	и его современников	1	1
119	роль в романе	1	1
120	только в эту	1	1
121	и в нем	1	1
122	большинстве случаев в	1	1
123	языковой и речевой	1	1
124	в новое время	2	1
125	той или иной	5	1
126	во всех формах	1	1
127	литературного языка и	1	1
128	формировалось литературно-языковое сознание	1	1
