N	2gram	Losev_Dial_1	Otkroven
1	у него	1	22
2	и в	18	19
3	но и	7	13
4	и не	30	13
5	в этом	12	12
6	не в	6	11
7	не только	13	11
8	может быть	17	11
9	а не	14	11
10	вопрос о	2	10
11	в нем	16	10
12	и все	3	10
13	прежде всего	10	9
14	не было	6	9
15	никогда не	9	9
16	потому что	14	9
17	и он	5	8
18	он всегда	2	7
19	в его	3	7
20	он не	3	7
21	ни с	6	7
22	но он	1	7
23	от него	4	7
24	как и	2	6
25	все это	11	6
26	отношение к	5	5
27	в том	9	5
28	в самом	3	5
29	в этой	1	5
30	для него	2	5
31	а в	5	5
32	то что	13	5
33	он сам	5	4
34	все в	1	4
35	все эти	2	4
36	него и	1	4
37	дважды два	1	4
38	на земле	2	4
39	что не	7	4
40	не может	12	4
41	т е	25	4
42	того чтобы	1	4
43	человек и	1	4
44	есть лишь	1	4
45	и его	1	4
46	всегда есть	2	4
47	что в	13	4
48	только и	4	4
49	нем нет	3	3
50	и есть	16	3
51	быть может	4	3
52	о том	4	3
53	еще не	2	3
54	к нему	8	3
55	было бы	12	3
56	того что	2	3
57	когда он	1	3
58	что он	11	3
59	это за	2	3
60	в себе	11	3
61	и вот	6	3
62	не могут	1	3
63	для того	2	3
64	это было	2	3
65	что человек	2	3
66	это не	9	3
67	никто не	2	3
68	мысли и	3	3
69	могут быть	3	3
70	как бы	11	3
71	с ним	6	3
72	и от	2	3
73	в этих	5	3
74	хотя бы	6	3
75	все что	1	3
76	и с	5	2
77	и то	9	2
78	в ее	1	2
79	мысль о	1	2
80	от самого	3	2
81	что у	1	2
82	так и	9	2
83	его не	6	2
84	и о	3	2
85	с чего	1	2
86	по себе	25	2
87	никогда и	1	2
88	сложнее и	1	2
89	природы и	1	2
90	совсем не	1	2
91	и все-таки	3	2
92	что и	3	2
93	что они	3	2
94	же можно	2	2
95	в своем	5	2
96	все же	5	2
97	сразу же	1	2
98	и к	1	2
99	рационализма и	1	2
100	и потому	3	2
101	при чтении	1	2
102	и этим	1	2
103	в которой	1	2
104	учение о	11	2
105	так что	15	2
106	уже в	1	2
107	с чем	1	2
108	в душе	1	2
109	что для	3	2
110	же это	3	2
111	так как	11	2
112	даже и	3	2
113	в другом	2	2
114	и из	3	2
115	его в	1	2
116	сказать что	10	2
117	и очень	1	2
118	должно быть	3	2
119	том что	9	2
120	для всякого	2	2
121	к этому	2	2
122	что же	3	2
123	и там	1	2
124	то к	1	2
125	не могли	1	2
126	можно ли	1	2
127	не имеет	15	2
128	и для	2	2
129	ничего не	17	2
130	природы в	1	2
131	и ни	6	2
132	к ней	4	2
133	ничто не	3	2
134	не есть	40	2
135	жизни в	1	2
136	в своей	2	2
137	что все	1	2
138	всего в	1	2
139	к этой	1	2
140	хотя и	4	2
141	но в	6	2
142	и это	2	1
143	отношения к	3	1
144	также и	7	1
145	например в	1	1
146	с образом	1	1
147	чтобы не	2	1
148	от самой	1	1
149	в виду	5	1
150	сам по	6	1
151	на нем	2	1
152	не могу	4	1
153	от демонических	1	1
154	есть самая	1	1
155	на самом	3	1
156	с каким	1	1
157	характер и	1	1
158	тем же	1	1
159	чего не	1	1
160	нет никакой	1	1
161	уже с	1	1
162	из самых	1	1
163	к другому	1	1
164	чем образ	1	1
165	и до	1	1
166	свое учение	2	1
167	должна быть	3	1
168	и больше	2	1
169	и когда	1	1
170	природе своей	1	1
171	можно было	5	1
172	имею в	1	1
173	к чему	1	1
174	всей ее	1	1
175	не с	5	1
176	жизнь а	1	1
177	есть не	3	1
178	по природе	1	1
179	им самим	1	1
180	и каждый	1	1
181	характер его	1	1
182	мы не	1	1
183	выходе из	1	1
184	по сравнению	2	1
185	если бы	12	1
186	в эпоху	2	1
187	великое дело	1	1
188	это какое-то	2	1
189	связаны и	1	1
190	бы даже	1	1
191	себе что	1	1
192	с тою	1	1
193	гибели и	1	1
194	это я	4	1
195	но к	2	1
196	в ней	3	1
197	не иметь	1	1
198	на примере	1	1
199	и что	12	1
200	его жизни	1	1
201	почему же	1	1
202	не стоит	1	1
203	в руководстве	1	1
204	все его	1	1
205	не приходит	1	1
206	любви к	1	1
207	во внешнем	1	1
208	каждом из	2	1
209	самом деле	3	1
210	возможности и	1	1
211	доходит до	1	1
212	свой метод	1	1
213	но не	4	1
214	мира по	1	1
215	то он	2	1
216	и всякий	2	1
217	всего он	1	1
218	к богу	3	1
219	сравнению с	2	1
220	нуждается в	3	1
221	себе и	2	1
222	есть просто	3	1
223	и можно	1	1
224	и чем	1	1
225	не самое	4	1
226	человек может	1	1
227	все время	1	1
228	и я	1	1
229	есть откровение	1	1
230	как в	2	1
231	к раскрытию	1	1
232	друг к	2	1
233	что как	2	1
234	как например	2	1
235	в частности	2	1
236	что нет	1	1
237	один из	3	1
238	его собственная	1	1
239	интереса к	1	1
240	сознания в	1	1
241	и как	7	1
242	речь о	1	1
243	с ними	2	1
244	природой и	1	1
245	ли он	1	1
246	от этого	3	1
247	не идет	2	1
248	то в	7	1
249	светом и	2	1
250	из жизни	1	1
251	бы и	2	1
252	что это	11	1
253	самой природе	1	1
254	от бога	3	1
255	вопрос об	1	1
256	есть для	2	1
257	со всеми	1	1
258	думать что	3	1
259	с какой	4	1
260	же и	2	1
261	с их	1	1
262	есть уже	1	1
263	только один	1	1
264	уже не	2	1
265	говорят о	2	1
266	я имею	1	1
267	вы так	1	1
268	на то	5	1
269	бы ни	1	1
270	что она	7	1
271	больше всего	1	1
272	и скорее	1	1
273	до последней	1	1
274	и других	1	1
275	бытия но	1	1
276	да и	6	1
277	из них	2	1
278	после этого	1	1
279	но от	1	1
280	раз навсегда	1	1
281	быть ясно	1	1
282	этого только	1	1
283	образ божий	1	1
284	он производит	1	1
285	мир в	1	1
286	опять-таки не	2	1
287	был бы	1	1
288	к одному	1	1
289	что нужно	1	1
290	диалектика но	1	1
291	в силу	1	1
292	в корне	2	1
293	вовсе не	7	1
294	и сам	1	1
295	само по	5	1
296	и крови	1	1
297	и вечно	1	1
298	показал что	1	1
299	людей и	1	1
300	лишь с	1	1
301	почему не	1	1
302	этом отношении	2	1
303	вещей и	2	1
304	от того	1	1
305	вот оказывается	1	1
306	сказать с	1	1
307	в каждом	2	1
308	и метафизика	2	1
309	же не	1	1
310	указывали на	1	1
311	и даже	13	1
312	со стороны	2	1
313	к другу	2	1
314	не бывало	2	1
315	как у	2	1
316	заключается в	1	1
317	свете в	1	1
318	а именно	1	1
319	с той	2	1
320	а это	1	1
321	в жизни	1	1
322	кажется что	1	1
323	на поверхности	1	1
324	говорит о	5	1
325	не нужна	1	1
326	он больше	1	1
327	и пр	5	1
328	в них	3	1
329	она и	1	1
330	а с	2	1
331	может ли	1	1
332	стремится к	2	1
333	и самый	1	1
334	всю жизнь	1	1
335	всегда и	3	1
336	о чем	2	1
337	в чистом	1	1
338	в мире	2	1
339	и тогда	2	1
340	нисколько не	4	1
341	он и	2	1
342	и ему	1	1
343	веры а	1	1
344	не так	1	1
345	всегда мыслил	1	1
346	видели в	1	1
347	и тут	3	1
348	его как	1	1
349	и без	1	1
350	как это	4	1
351	в котором	4	1
352	и почему	1	1
353	ничего нет	1	1
354	даже до	1	1
355	оказывается что	1	1
356	та самая	1	1
357	ее ни	2	1
358	эта не	1	1
359	мир и	1	1
360	плоти и	1	1
361	это есть	9	1
362	над ними	1	1
363	лишь движение	1	1
364	того ни	1	1
365	образ и	4	1
366	всяком случае	2	1
367	видно что	1	1
368	и более	4	1
369	в конце	4	1
370	друг с	1	1
371	ней не	1	1
372	с пауками	1	1
373	а потому	1	1
374	в отношении	5	1
375	небывалое в	1	1
376	конечно они	1	1
377	вообще но	1	1
378	но это	8	1
379	природу и	1	1
380	отличается от	2	1
381	она не	6	1
382	мысли в	2	1
383	в какую-то	2	1
384	дело в	1	1
385	того как	1	1
386	в науке	3	1
387	она должна	2	1
388	со всей	2	1
389	лишь его	1	1
390	было у	1	1
391	указать на	1	1
392	в нас	1	1
393	не существует	7	1
394	не подходит	1	1
395	в пределе	1	1
396	хочешь идти	1	1
397	человека от	1	1
398	есть метод	1	1
