N	3gram	Tiupa_Anal_3	Problema
1	с точки зрения	2	11
2	той или иной	3	11
3	тем не менее	2	10
4	в том что	7	8
5	в той или	1	7
6	по крайней мере	4	6
7	сам по себе	1	6
8	с другой стороны	5	6
9	то есть в	1	6
10	в данном случае	3	5
11	не только в	1	4
12	во всяком случае	2	4
13	не только не	3	4
14	мы имеем дело	4	3
15	то есть не	1	3
16	на самом деле	1	3
17	в этом смысле	1	3
18	в зависимости от	1	3
19	в связи с	1	3
20	того или иного	1	3
21	о том что	5	3
22	в чистом виде	1	2
23	хотя и не	1	2
24	не говоря уже	1	2
25	что иное как	1	2
26	хотя бы и	1	2
27	тот или иной	2	2
28	по одному этому	1	2
29	здесь мы имеем	1	2
30	в том чтобы	1	2
31	уже по одному	1	2
32	не есть ни	1	2
33	для того чтобы	1	2
34	нет никакой возможности	1	2
35	есть не что	1	2
36	не что иное	1	2
37	заключается в том	1	2
38	и прежде всего	2	2
39	в то же	3	2
40	сама по себе	2	2
41	в сравнении с	2	2
42	дело не в	1	2
43	здесь как и	1	2
44	к тому же	3	2
45	если бы он	1	1
46	должны были бы	1	1
47	и может быть	1	1
48	крайней мере в	2	1
49	но едва ли	1	1
50	дело здесь не	1	1
51	дело в том	2	1
52	во сне он	1	1
53	одной из этих	1	1
54	как нам кажется	2	1
55	том что он	2	1
56	другое дело когда	1	1
57	что он не	1	1
58	ведь это не	1	1
59	в основе своей	1	1
60	говоря уже о	1	1
61	в таком случае	1	1
62	до сих пор	1	1
63	отнюдь не является	1	1
64	ту или иную	1	1
65	но и его	1	1
66	который в свою	2	1
67	с одной стороны	2	1
68	перед нами единая	1	1
69	и как бы	1	1
70	имеем дело с	1	1
71	действительность в ее	1	1
72	всяком случае не	1	1
73	не в том	1	1
74	по себе еще	1	1
75	вопрос о том	1	1
76	том что мы	1	1
77	все это было	1	1
78	само по себе	1	1
79	нами единая и	1	1
80	а в том	2	1
81	в известном смысле	1	1
82	здесь не только	1	1
83	но пожалуй еще	1	1
84	несмотря на свою	1	1
85	по себе а	1	1
86	в этом же	1	1
87	так и в	1	1
88	в свою очередь	4	1
89	в начале этого	2	1
90	менее как бы	1	1
91	то что не	1	1
92	прежде всего с	1	1
93	ничего не говорит	1	1
94	было бы сказать	1	1
95	они могут быть	1	1
96	легко может быть	1	1
97	себе еще не	1	1
98	и есть не	1	1
99	как и в	4	1
100	обратить внимание на	1	1
101	не менее как	1	1
102	именно потому что	1	1
103	в отдельности и	1	1
