N	3gram	Bakhtin_Pr_5	Problemy
1	на чужое слово	1	13
2	в пределах одного	5	9
3	с точки зрения	2	8
4	в большинстве случаев	2	8
5	до сих пор	1	7
6	на свой предмет	1	6
7	по отношению к	6	5
8	сам по себе	2	5
9	то же время	10	5
10	с самим собою	7	5
11	чужое слово и	1	5
12	второй голос голядкина	4	5
13	в то же	10	5
14	в одном слове	1	4
15	с чужим словом	1	4
16	и не может	2	4
17	как и все	2	4
18	в отличие от	2	4
19	я ведь и	2	4
20	сама по себе	1	4
21	не может быть	3	4
22	друг с другом	4	4
23	в самом деле	1	4
24	как бы в	1	4
25	второго голоса голядкина	3	4
26	в той или	4	3
27	к себе самому	13	3
28	слово о себе	4	3
29	но это ничего	1	3
30	можно было бы	2	3
31	приведенном нами отрывке	1	3
32	в эту минуту	3	3
33	глубины души человеческой	1	3
34	в произведениях достоевского	2	3
35	ведь и сам	1	3
36	этот второй голос	1	3
37	мы уже говорили	5	3
38	к тому же	3	3
39	там в виде	3	3
40	с другой стороны	3	3
41	в бедных людях	1	3
42	но в то	4	3
43	той или иной	4	3
44	и сам знаю	2	3
45	с самим собой	7	3
46	о себе самом	5	3
47	никак не может	1	3
48	как и в	1	3
49	сам знаю что	2	3
50	мы чувствуем что	1	2
51	великие полководцы да	1	2
52	там говорят что	1	2
53	его второй голос	3	2
54	авторское слово не	1	2
55	чужие реплики и	1	2
56	выжидал да что	2	2
57	другого в слове	2	2
58	в каждом слове	2	2
59	он там это	1	2
60	отношению к чужому	1	2
61	а затем и	1	2
62	и странность там	1	2
63	во внутреннем диалоге	4	2
64	там это все	1	2
65	было бы развернуть	1	2
66	почему же не	2	2
67	как нам кажется	1	2
68	в этом смысле	3	2
69	том что он	1	2
70	как раз и	2	2
71	реплики внутреннего диалога	2	2
72	пределах одного разложившегося	2	2
73	что знаменитый суворов	1	2
74	чудаками смотрели даже	1	2
75	ты идешь совершить	2	2
76	из рассказа в	2	2
77	я для себя	1	2
78	из политики и	1	2
79	оно должно быть	1	2
80	в творчестве достоевского	4	2
81	политики и великие	1	2
82	он сам по	1	2
83	как мы сказали	1	2
84	к самому голядкину	2	2
85	что он ничего	1	2
86	сам виллель выжидал	2	2
87	ведь и великие	1	2
88	они близнецы но	1	2
89	таким образом как	1	2
90	друг на друга	2	2
91	тому и следует	1	2
92	это он говорил	2	2
93	и та же	2	2
94	слова и мысли	3	2
95	да он там	1	2
96	положим они близнецы	1	2
97	да зачем их	1	2
