N	3gram	Bakhtin_Pr_2	Analitik
1	не может быть	4	16
2	в том что	1	9
3	в то же	5	8
4	в отличие от	4	6
5	то же время	5	6
6	той или иной	3	6
7	по отношению к	5	5
8	большей или меньшей	1	4
9	с точки зрения	8	4
10	и не может	4	4
11	и не в	1	4
12	к тому же	3	4
13	о том что	1	3
14	в той или	3	3
15	в том числе	1	3
16	в таком случае	1	3
17	бы то ни	1	3
18	и т п	9	3
19	то ни было	1	3
20	с одной стороны	1	3
21	том или ином	1	3
22	в самом деле	4	2
23	в том и	1	2
24	то же самое	1	2
25	сами по себе	1	2
26	но и в	1	2
27	того и другого	2	2
28	но в то	3	2
29	в равной степени	1	2
30	с другой стороны	3	2
31	в том или	2	2
32	не о том	1	2
33	том что он	2	2
34	но прежде всего	1	1
35	самом деле в	1	1
36	если в самом	1	1
37	обойтись без другого	1	1
38	это возможно в	1	1
39	не одного только	1	1
40	в художественном творчестве	2	1
41	а вовсе не	1	1
42	как бы не	1	1
43	более или менее	3	1
44	а с целью	1	1
45	также и в	1	1
46	о том как	1	1
47	как раз и	2	1
48	на том или	1	1
49	до сих пор	7	1
50	сам по себе	5	1
51	время оно и	1	1
52	с ним как	1	1
53	как мы увидим	3	1
54	и та же	2	1
55	между тем как	1	1
56	так как если	1	1
57	в собственном смысле	1	1
58	том числе и	1	1
59	по крайней мере	1	1
60	как если бы	2	1
61	вследствие чего она	1	1
62	одно и то	2	1
63	с другим чужим	1	1
64	отношение между ними	1	1
65	может служить и	1	1
66	не в его	1	1
67	в этом сознании	1	1
68	смысле этого слова	1	1
69	и то же	2	1
70	но в таком	1	1
71	же время оно	1	1
72	в большей или	1	1
73	или меньшей степени	1	1
74	все же не	1	1
75	ни на что	1	1
76	или иной форме	1	1
77	в рассказе и	1	1
78	прежде всего в	1	1
79	собственном смысле слова	1	1
80	во всяком случае	1	1
81	приходится прибегать к	1	1
82	одна и та	2	1
83	я не могу	2	1
84	в произведении и	1	1
85	этой точки зрения	1	1
86	в той же	1	1
87	в этом последнем	1	1
88	никогда не бывает	1	1
89	от автора и	2	1
90	в душевной жизни	1	1
91	он не есть	1	1
92	в этом смысле	2	1
93	в связи с	1	1
94	части нашей работы	1	1
95	друг с другом	4	1
96	в процессе его	1	1
97	как и в	3	1
98	слова о нем	1	1
99	конечно далеко не	1	1
100	в том же	1	1
101	таком случае это	1	1
102	с самим собой	3	1
