N	3gram	Tiupa_Hudo_2	StatiiOP
1	в том что	11	16
2	о том что	7	11
3	в этом отношении	1	9
4	и т д	2	6
5	до сих пор	2	5
6	для того чтобы	3	5
7	к тому что	4	5
8	дело в том	1	4
9	что он не	1	4
10	после того как	1	4
11	в одном из	1	3
12	в г в	1	3
13	и т п	2	3
14	так же как	2	3
15	с другой стороны	1	3
16	с самого начала	1	3
17	том что в	3	2
18	с точки зрения	2	2
19	бы то ни	1	2
20	потому что это	1	2
21	в это время	1	2
22	в значительной степени	1	2
23	и в этом	2	2
24	не только не	2	2
25	в самом деле	3	2
26	в классической трагедии	1	2
27	но все же	1	2
28	тем не менее	3	2
29	к тому же	2	2
30	том что она	2	1
31	а между тем	3	1
32	да и в	1	1
33	в котором он	1	1
34	в настоящее время	1	1
35	в ответ на	1	1
36	точно такое же	1	1
37	между тем в	1	1
38	что он уже	1	1
39	не сказал бы	1	1
40	точно так же	1	1
41	в приложении к	1	1
42	не могло быть	1	1
43	в них нет	1	1
44	не является внешним	1	1
45	в данном случае	2	1
46	этого произведения именно	1	1
47	или иначе в	1	1
48	так или иначе	1	1
49	я не могу	1	1
50	и в том	1	1
51	по отношению к	7	1
52	как в классической	1	1
53	ни одного слова	2	1
54	то же время	4	1
55	не то что	1	1
56	за все время	1	1
57	заключается в том	1	1
58	в то время	1	1
59	в этом случае	1	1
60	с того что	1	1
61	в то же	4	1
62	можно судить по	1	1
63	в том числе	1	1
