N	2gram	Ircho_Kome_3	VeschiIm
1	т е	16	42
2	не может	3	33
3	не только	5	31
4	может быть	6	29
5	и не	21	28
6	и в	22	26
7	то что	4	24
8	и т	4	21
9	т д	1	20
10	а не	4	20
11	что я	1	16
12	в смысле	1	15
13	что она	4	14
14	только в	1	14
15	и что	6	13
16	все же	4	12
17	в себя	1	12
18	было бы	3	12
19	и ее	2	12
20	но и	4	12
21	сказать что	1	12
22	таким образом	12	11
23	то же	7	10
24	в ней	4	10
25	как бы	3	10
26	потому что	10	10
27	что мы	2	10
28	бы то	2	9
29	в самом	9	9
30	то ни	3	9
31	и с	4	9
32	вещей и	1	9
33	в том	12	9
34	что не	3	9
35	прежде всего	5	9
36	ни было	2	9
37	в себе	4	8
38	на то	3	8
39	и это	2	8
40	ничего не	3	8
41	себя и	2	8
42	говорить о	3	7
43	если она	1	7
44	в этом	8	7
45	не будет	2	7
46	его в	8	7
47	с другими	2	7
48	том что	13	7
49	в то	6	7
50	со своим	1	7
51	ли это	1	7
52	указывает на	1	7
53	как с	1	7
54	и их	1	7
55	так как	11	7
56	как раз	6	7
57	е в	2	7
58	совершенно не	2	7
59	это имя	1	6
60	со стороны	11	6
61	что они	2	6
62	и как	1	6
63	но в	5	6
64	точки зрения	4	6
65	но если	3	6
66	по крайней	1	6
67	с ним	5	6
68	ее не	1	6
69	она не	2	6
70	можно было	2	6
71	ясно что	6	6
72	и только	1	6
73	крайней мере	1	6
74	так что	6	6
75	если мы	2	6
76	относится к	1	6
77	то не	1	6
78	быть только	1	6
79	в результате	2	6
80	жизни и	1	6
81	что в	5	6
82	того же	6	5
83	и до	1	5
84	в сущности	2	5
85	на себя	4	5
86	в чем	1	5
87	но не	1	5
88	отнюдь не	4	5
89	как к	1	5
90	общение с	1	5
91	это не	2	5
92	с тем	4	5
93	не в	4	5
94	тем не	3	5
95	в отношении	4	5
96	не менее	5	5
97	свою очередь	6	5
98	в ее	3	5
99	если бы	8	5
100	для этого	1	5
101	себя с	1	5
102	еще не	6	5
103	что для	2	5
104	с этой	3	5
105	и для	4	5
106	из себя	3	5
107	а в	7	5
108	в свою	7	5
109	в и	2	4
110	мы не	2	4
111	я не	1	4
112	то это	5	4
113	имя и	1	4
114	в их	2	4
115	во всех	2	4
116	для всякого	1	4
117	нет и	4	4
118	независимо от	1	4
119	его на	2	4
