N	2gram	Tiupa_Disk_2	Marksizm
1	чужой речи	1	53
2	может быть	16	28
3	и в	16	19
4	как бы	4	19
5	и не	15	19
6	в процессе	1	18
7	не может	9	18
8	точки зрения	4	17
9	то же	6	16
10	и его	3	16
11	в этом	16	15
12	языка и	1	15
13	в сущности	1	14
14	так сказать	1	14
15	таким образом	1	14
16	лишь в	1	14
17	чужого слова	1	13
18	не только	10	13
19	с точки	2	13
20	речи и	1	13
21	речевого общения	1	12
22	в нем	7	11
23	высказывания и	1	11
24	вовсе не	1	11
25	не в	3	10
26	речи в	2	10
27	так и	9	10
28	и т.п	12	10
29	но и	11	10
30	в пределах	4	10
31	том что	10	10
32	самом деле	1	9
33	при этом	17	9
34	как и	16	9
35	для него	5	9
36	в основе	4	9
37	а не	14	9
38	на почве	2	9
39	прямой речи	1	9
40	с его	6	8
41	по отношению	4	8
42	в то	5	8
43	же время	5	8
44	только в	3	8
45	отнюдь не	6	8
46	не является	4	8
47	отношению к	4	8
48	внутренней речи	3	7
49	его в	3	7
50	и более	1	7
51	высказывания в	1	7
52	одна из	1	7
53	никогда не	2	7
54	в том	8	7
55	в языке	2	7
56	прежде всего	7	7
57	и для	2	7
58	но в	11	7
59	во всех	1	6
60	и как	3	6
61	в самом	1	6
62	слова и	1	6
63	ни в	7	6
64	к тому	1	6
65	и следовательно	1	6
66	быть и	1	6
67	между тем	2	6
68	более того	1	6
69	и все	3	6
70	ни было	1	6
71	того же	2	5
72	к другому	1	5
73	и на	5	5
74	все же	6	5
75	является не	2	5
76	то ни	1	5
77	лишь на	1	5
78	в данном	7	5
79	самого начала	1	5
80	с самого	1	5
81	и здесь	1	5
82	в его	3	5
83	в форме	1	5
84	в большинстве	2	5
85	большинстве случаев	1	5
86	или иной	3	5
87	данного высказывания	1	5
88	в той	2	5
89	в контексте	3	5
90	и того	3	5
91	как слово	1	5
92	к этому	4	5
93	должна быть	2	4
94	и ее	3	4
95	бы то	1	4
96	только на	1	4
97	в себе	19	4
98	это не	3	4
99	одного и	3	4
100	ничего не	1	4
101	и т.д	1	4
102	той или	3	4
103	для себя	2	4
104	того что	1	4
105	в формах	2	4
106	что он	2	4
107	и их	1	4
108	речевой акт	1	4
109	то что	5	4
110	сказать что	1	4
111	и то	4	3
112	в котором	3	3
113	и до	1	3
114	не имеют	1	3
115	на материале	1	3
116	в становлении	3	3
117	общения в	1	3
118	в ней	2	3
119	еще не	6	3
120	столь же	3	3
121	в ее	1	3
122	отличие от	12	3
123	за пределы	1	3
124	в истории	1	3
125	и выражения	1	3
126	перед нами	3	3
127	все эти	3	3
128	в этой	4	3
129	слово в	1	3
130	он не	3	3
131	не к	2	3
132	не как	1	3
133	одно и	2	3
134	в другом	3	3
135	той же	2	3
136	форму и	1	3
137	в этих	3	3
138	в своей	6	3
139	в отличие	12	3
140	интонации и	2	3
141	могут быть	3	3
142	не есть	1	3
143	и это	2	3
144	о том	4	3
145	что и	2	3
146	слов и	1	3
147	одной из	1	3
148	в какой	1	3
149	не идет	1	3
150	с одной	4	3
151	в качестве	16	3
152	с другой	5	3
153	не было	3	3
154	одной стороны	4	3
155	оценки и	1	3
156	как целого	1	3
157	да и	1	3
158	должно быть	2	3
159	и от	1	3
160	как система	1	3
161	а в	2	3
162	во всяком	1	3
163	и оценкой	1	2
164	одним из	1	2
165	вопрос о	1	2
166	самого говорящего	1	2
167	и чужого	2	2
168	он был	1	2
169	между внутренним	1	2
170	ответ на	1	2
171	из важнейших	2	2
172	в собственном	1	2
173	в одной	1	2
174	экспрессивной интонации	1	2
175	опирается на	1	2
176	стороны и	2	2
177	в своем	5	2
