N	3gram	Tiupa_Anal_1	Literetu
1	в е годы	1	8
2	то же время	6	7
3	в то же	8	7
4	присутствия в мире	1	6
5	в этом отношении	2	5
6	в отличие от	6	5
7	к тому же	4	5
8	по отношению к	5	4
9	не говоря уже	1	4
10	в данном случае	2	4
11	с одной стороны	3	4
12	о том что	3	4
13	в том что	9	4
14	в том числе	3	3
15	в соответствии с	1	3
16	с точки зрения	4	3
17	говоря уже о	1	3
18	начале х годов	2	3
19	не может быть	16	3
20	в начале х	2	3
21	себя в другом	3	2
22	состоит в том	3	2
23	в полном соответствии	1	2
24	в самом деле	2	2
25	подобно тому как	3	2
26	то же самое	2	2
27	бы то ни	3	2
28	но и в	2	2
29	в ые годы	1	2
30	из того что	3	2
31	том числе и	1	2
32	в то что	1	2
33	полном соответствии с	1	2
34	и в частности	1	2
35	в том чтобы	7	2
36	другого в себе	2	2
37	не только в	1	2
38	то ни было	3	2
39	с другой стороны	2	2
40	и вместе с	1	2
41	и тем самым	1	2
42	и в самом	1	2
43	эстетического субъекта в	1	2
44	той или иной	6	2
45	но и не	4	2
46	социального взаимодействия трех	1	1
47	в присутствии эстетического	1	1
48	отношение к предмету	1	1
49	в качестве эстетического	1	1
50	что иное как	5	1
51	не требуется чтобы	1	1
52	без другого не	1	1
53	прежде чем обратиться	1	1
54	не знает категории	1	1
55	без другого я	1	1
56	в той или	3	1
57	учитывает третьего слушателя	1	1
58	собою без другого	1	1
59	уже сущего вечного	1	1
60	все моменты произведения	1	1
61	события социокультурного взаимодействия	1	1
62	слово есть выражение	1	1
63	эстетическим субъектом только	1	1
64	о ком или	1	1
65	могу обойтись без	1	1
66	объекта и адресата	1	1
67	время учитывает третьего	1	1
68	как бы не	1	1
69	по этой причине	1	1
70	существеннейшее влияние на	1	1
71	эстетического объекта и	1	1
72	продукт социального взаимодействия	1	1
73	раз качественно новое	1	1
74	всегда бежит повторения	1	1
75	о том как	1	1
76	всякий раз качественно	1	1
77	так и не	1	1
78	качественно новое эстетическое	1	1
79	и к тому	2	1
80	как будто бы	1	1
81	события особого рода	1	1
82	своей нобелевской лекции	1	1
83	коммуникативного события как	1	1
84	текст литературного произведения	1	1
85	определяется не индивидуальностью	1	1
86	взаимодействия трех говорящего	1	1
87	которой устремляются интенциональные	1	1
88	и ждет только	1	1
89	ком или о	1	1
90	в воспринимающем сознании	1	1
91	только в том	1	1
92	духовно уже сущего	1	1
93	обойтись без другого	1	1
94	я чувствую себя	1	1
95	другого я должен	1	1
96	я в мире	1	1
97	всегда наличествует и	1	1
98	устремляются интенциональные намерения	1	1
99	стать самим собою	1	1
100	вместе с тем	1	1
101	выражение и продукт	1	1
102	требуется лишь от	1	1
103	на все моменты	1	1
104	читателя и того	1	1
105	в этой связи	1	1
106	момента когда созреет	1	1
107	новое эстетическое решение	1	1
108	известную цельность как	1	1
109	по аналогии с	1	1
110	и т п	3	1
111	коммуникативного события социокультурного	1	1
112	чем обратиться к	1	1
113	а то и	1	1
114	я и тем	1	1
115	могли бы быть	2	1
116	оказывает существеннейшее влияние	1	1
117	бежит повторения и	1	1
118	именно в этом	2	1
119	в другом найдя	2	1
120	субъекта объекта и	1	1
121	коммуникативного события отсюда	1	1
122	один в другом	1	1
123	от воспринимающего субъекта	1	1
124	не индивидуальностью художника	1	1
125	я должен найти	1	1
126	быть может наиболее	1	1
127	или осмысленно написанное	1	1
128	произнесенное или осмысленно	1	1
129	границей к которой	1	1
130	всеобщего личного самоопределения	1	1
131	природе того что	1	1
132	виртуальной границей к	1	1
133	или о чем	1	1
134	произведение искусства всегда	1	1
135	свое незаместимое место	1	1
136	когда созреет воспринимающее	1	1
137	найти себя в	2	1
138	не что иное	4	1
139	повторения и подсказывает	1	1
140	и представляет собой	3	1
141	цельность как бы	1	1
142	взаимодействие автора и	1	1
143	литературного процесса и	1	1
144	себе во взаимоотражении	1	1
145	могу стать самим	1	1
146	на первый взгляд	1	1
147	влияние на все	1	1
148	требуется чтобы он	1	1
149	трех говорящего автора	1	1
150	к физическому воплощению	1	1
151	незаместимое место в	1	1
152	и при этом	1	1
153	созреет воспринимающее сознание	1	1
154	коммуникативного события особого	1	1
155	образ мира в	1	1
156	в связи с	1	1
157	я и другого	2	1
158	того о ком	1	1
159	не могу стать	1	1
160	взаимоотражении во взаимоприятии	1	1
161	третьего слушателя который	1	1
162	по своей сущности	1	1
163	художественного творчества в	1	1
164	только в присутствии	2	1
165	должен найти себя	1	1
166	я не могу	1	1
167	и адресата эстетического	1	1
168	который и оказывает	1	1
169	бродский в своей	1	1
170	для того чтобы	3	1
171	как бы личность	1	1
172	цикла к тому	1	1
173	тогда как сам	1	1
174	между тем как	1	1
175	только момента когда	1	1
176	субъекта и объекта	1	1
177	этой точки зрения	1	1
178	факторов художественного впечатления	5	1
179	духовного общения людей	1	1
180	во взаимоотражении во	1	1
181	при этом как	1	1
182	той виртуальной границей	1	1
183	как представляется автору	1	1
184	намерения творческих актов	1	1
185	более или менее	1	1
186	чем говорят героя	1	1
