N	3gram	Potebnia_M_4	FransuaR
1	то же время	3	6
2	в то же	3	6
3	до сих пор	4	4
4	в той же	1	4
5	в связи с	1	4
6	на самом деле	3	3
7	в том числе	1	3
8	видно что в	1	3
9	той же книге	1	3
10	для того чтобы	4	3
11	по отношению к	8	2
12	но и в	1	2
13	в этом отношении	1	2
14	том числе и	1	2
15	одной и той	1	2
16	имеет в виду	1	2
17	и той же	1	2
18	не может быть	5	2
19	все то что	1	2
20	в данном случае	2	2
21	о том что	5	2
22	можно сказать что	4	2
23	и все что	1	2
24	как и в	1	2
25	в том же	2	2
26	смысле этого слова	1	1
27	что иное как	2	1
28	но это есть	1	1
29	нет и не	1	1
30	дело в том	1	1
31	и до сих	2	1
32	подобно тому как	2	1
33	в настоящее время	1	1
34	и сама литература	1	1
35	о том как	1	1
36	в этом случае	5	1
37	но что в	1	1
38	потому что не	1	1
39	хотя в этом	1	1
40	может быть только	1	1
41	с точки зрения	3	1
42	и не может	1	1
43	хотя бы и	2	1
44	нетрудно заметить что	2	1
45	слове и в	1	1
46	сказать несколько слов	2	1
47	его восприятия и	1	1
48	что в нем	1	1
49	встречаются и в	1	1
50	большую роль в	1	1
51	как и сама	1	1
52	что в то	1	1
53	не подлежит сомнению	1	1
54	и потому не	1	1
55	может быть и	1	1
56	уже в языке	1	1
57	в нем был	1	1
58	не что иное	2	1
59	и сделал его	1	1
60	в том чтобы	1	1
61	и тем же	1	1
62	дело не с	1	1
63	то есть все	1	1
64	и в этом	4	1
65	и до того	1	1
66	в одном слове	1	1
67	уже и в	1	1
68	во всяком случае	3	1
69	с другой стороны	1	1
70	но на самом	1	1
71	само по себе	5	1
72	одним и тем	1	1
73	мы видели что	1	1
74	в свое время	1	1
75	в самом языке	1	1
76	в истории и	1	1
77	сих пор не	1	1
78	есть не что	1	1
79	было бы совершенно	1	1
80	между тем как	2	1
81	что может быть	1	1
82	заключается в том	1	1
83	даже и в	1	1
84	и вместе с	1	1
85	в свою очередь	1	1
86	в одном из	1	1
87	с самого начала	1	1
88	и в самом	1	1
89	кроме того что	1	1
90	но и не	1	1
91	общества и его	1	1
92	отрицание должно быть	1	1
93	и др в	1	1
94	что этот образ	1	1
95	на одном из	1	1
96	в них не	1	1
97	в том что	7	1
98	что и в	2	1
