N	3gram	Vygotskiy__2	Tvorches
1	в то же	2	13
2	то же время	2	12
3	в том что	17	6
4	о том что	4	5
5	в конечном счете	3	4
6	что все это	2	3
7	с самого начала	1	3
8	том что в	2	2
9	то есть не	1	2
10	та же самая	1	2
11	на самом деле	5	2
12	при этом он	1	2
13	и та же	1	2
14	и т п	8	2
15	точно так же	3	2
16	по крайней мере	1	2
17	в данном случае	4	2
18	можно сказать что	1	2
19	тем не менее	4	2
20	что иное как	1	1
21	но когда я	1	1
22	и того же	1	1
23	мы никогда не	1	1
24	имеем в виду	1	1
25	то же самое	6	1
26	что же касается	1	1
27	до сих пор	5	1
28	и в других	1	1
29	сами по себе	3	1
30	что он не	2	1
31	в отличие от	1	1
32	в первой главе	1	1
33	только то что	1	1
34	не менее чем	1	1
35	не могут быть	1	1
36	напрашивается вывод что	2	1
37	бы то ни	2	1
38	за то что	1	1
39	заключает в себе	2	1
40	то что называют	2	1
41	вместе с тем	1	1
42	не то что	1	1
43	и тем не	1	1
44	полном согласии с	1	1
45	все более и	2	1
46	что оно не	1	1
47	и что в	2	1
48	и со всеми	1	1
49	в этой области	2	1
50	то ни было	1	1
51	с одной стороны	1	1
52	в конце концов	3	1
53	но при этом	1	1
54	как и на	1	1
55	с той же	1	1
56	что он сам	1	1
57	в связи с	1	1
58	в действительной жизни	1	1
59	а на деле	2	1
60	целый ряд других	1	1
61	одна и та	1	1
62	это объясняется тем	1	1
63	объясняется тем что	1	1
64	бросается в глаза	1	1
65	по себе а	1	1
66	заключается в том	10	1
67	в свою очередь	2	1
68	ту же самую	2	1
69	это значит что	2	1
70	и в самом	4	1
71	более и более	2	1
72	он не может	2	1
73	мы имеем в	1	1
74	один из самых	1	1
75	с другой стороны	2	1
76	одного и того	1	1
77	происходило в россии	1	1
78	таким образом и	3	1
79	в полном согласии	1	1
80	не значит что	1	1
81	не что иное	1	1
82	к тому что	2	1
83	в отношении к	3	1
84	в согласии с	2	1
85	как и в	2	1
86	не так как	1	1
87	и т д	2	1
