N	2gram	Tiupa_Anal_2	Psycholo
1	то что	7	32
2	и в	16	31
3	в том	12	30
4	и т	1	26
5	то есть	9	26
6	что в	2	23
7	может быть	6	22
8	таким образом	2	20
9	при этом	10	19
10	так как	1	18
11	художественного произведения	2	17
12	не может	4	17
13	как и	14	16
14	том что	12	16
15	и не	12	16
16	точки зрения	4	15
17	только в	4	14
18	не только	16	13
19	что и	3	13
20	а не	10	13
21	так же	2	12
22	в этом	18	12
23	в самом	6	11
24	не в	4	11
25	могут быть	10	11
26	в сущности	4	10
27	на то	2	10
28	того что	2	10
29	потому что	1	10
30	самом деле	1	9
31	по себе	2	9
32	ни в	1	9
33	как в	4	9
34	и что	1	8
35	никогда не	3	8
36	вместе с	2	8
37	все это	4	8
38	заключается в	1	7
39	сказать что	2	7
40	и его	4	7
41	о том	7	7
42	есть в	3	7
43	тому как	3	7
44	внутренняя форма	1	6
45	очевидно что	1	6
46	отнюдь не	8	6
47	из этих	1	6
48	что она	2	6
49	было бы	3	6
50	если бы	3	6
51	в его	2	6
52	вслед за	2	6
53	вовсе не	2	6
54	и даже	9	6
55	одной стороны	4	6
56	а в	3	6
57	то же	4	5
58	в ее	1	5
59	с одной	5	5
60	в целом	8	5
61	подобно тому	3	5
62	несмотря на	3	5
63	иначе говоря	11	5
64	она не	2	5
65	в то	2	5
66	тогда когда	1	5
67	как будто	3	5
68	не является	1	5
69	для нас	1	5
70	с другой	6	5
71	мы видим	1	5
72	в какой	1	5
73	так что	3	5
74	совершенно не	1	5
75	как бы	10	5
76	этой точки	1	5
77	и для	2	5
78	и все	3	5
79	другой стороны	2	5
80	в котором	2	4
81	мы имеем	3	4
82	в которой	1	4
83	совпадает с	4	4
84	в виду	1	4
85	столь же	4	4
86	у него	4	4
87	отличие от	2	4
88	искусство и	1	4
89	в себе	7	4
90	и если	3	4
91	по существу	2	4
92	в совершенно	1	4
93	от себя	1	4
94	что я	1	4
95	тому что	1	4
96	одна из	1	4
97	у нас	1	4
98	к тому	7	4
99	те же	2	4
100	со стороны	3	4
101	никак не	2	4
102	прежде всего	3	4
103	между тем	2	4
104	один из	2	4
105	для всех	2	4
106	как это	6	4
107	как нельзя	1	4
108	этого слова	3	4
109	с этой	1	4
110	и о	1	4
111	в результате	3	4
112	в этих	2	4
113	указывает на	1	4
114	к этому	2	4
115	речь идет	2	3
116	тем же	1	3
117	той же	2	3
118	его читателей	1	3
119	совсем не	1	3
120	но не	4	3
121	конечном счете	2	3
122	стороны и	1	3
123	в художественном	1	3
124	в своем	4	3
125	двери и	1	3
126	хотя и	4	3
127	и к	5	3
128	себе не	2	3
129	но в	6	3
130	в произведении	2	3
131	уже в	1	3
132	в этой	9	3
133	его и	1	3
134	тому же	4	3
135	состоит в	8	3
136	в силу	1	3
137	и по	1	3
138	в каждом	1	3
139	к которым	1	3
140	в своей	2	3
141	представить себе	1	3
142	в отличие	2	3
143	случае в	3	3
144	точно так	1	3
145	только не	4	3
146	что на	3	3
147	у меня	1	3
148	и другой	1	3
149	не есть	2	3
150	что при	1	3
151	но только	1	3
152	что все	2	3
153	роль в	2	3
154	так и	15	3
155	каждого из	1	3
156	но к	1	3
157	но мы	1	3
158	он не	2	3
159	в конечном	3	3
160	нуждается в	1	3
161	в частности	16	3
162	дело с	1	3
163	который в	1	3
164	форма этого	1	3
165	только на	3	3
166	мышления и	1	3
167	слова в	1	3
168	в конце	4	3
169	на примере	1	3
170	же точно	1	3
171	противоречие с	1	3
172	из его	2	3
173	исходя из	1	3
174	в состоянии	2	3
175	но это	1	3
176	должны быть	1	3
177	и другими	2	3
178	т е	2	3
179	все что	2	3
180	как на	1	3
181	в таком	2	3
182	произведения но	1	2
183	зависимость от	1	2
184	таком случае	2	2
185	того же	4	2
186	и то	3	2
187	тех же	1	2
188	идет о	1	2
189	есть не	1	2
190	как мы	3	2
191	на место	1	2
192	почти все	1	2
193	но даже	1	2
194	быть в	1	2
195	в чем	1	2
196	только то	1	2
197	на основе	2	2
198	и всякий	1	2
199	сама по	1	2
200	как говорит	2	2
201	независимо от	1	2
202	в полном	1	2
203	когда он	1	2
204	более или	1	2
205	в себя	4	2
206	бы и	1	2
207	представляет собой	8	2
208	в известном	1	2
209	и тот	1	2
210	как он	1	2
211	в нем	1	2
212	из виду	1	2
213	или иных	2	2
214	лирическом стихотворении	1	2
215	него могут	1	2
216	его в	2	2
217	искусство не	1	2
218	этом смысле	2	2
219	и тем	4	2
220	в них	1	2
221	он же	2	2
222	далеко не	1	2
223	такой же	1	2
224	и тогда	1	2
225	или менее	1	2
226	в такой	1	2
227	с точки	2	2
228	для уяснения	1	2
229	стало быть	2	2
230	теми же	2	2
231	тем не	3	2
232	том же	1	2
233	даже в	2	2
234	что те	1	2
235	не менее	4	2
236	тем самым	4	2
237	с теми	1	2
238	в центр	1	2
239	эта внутренняя	1	2
240	казалось бы	3	2
241	ничего не	9	2
242	в противоречие	1	2
243	тех или	2	2
244	в сознании	4	2
245	уже и	2	2
246	этом отношении	3	2
247	может показаться	1	2
248	мысли так	1	2
249	же самое	1	2
250	отказаться от	1	2
251	на это	1	2
252	если же	1	2
253	в нас	2	2
254	в применении	1	2
255	на вопрос	1	2
256	образы и	1	2
257	приводит к	3	2
258	в лирическом	2	2
259	это только	2	2
260	с ним	2	2
261	и здесь	1	2
262	но и	12	2
263	этих двух	1	2
264	и во	2	2
265	что с	2	2
266	восприятии и	1	2
267	это имеет	1	2
268	такой операции	1	2
269	как она	1	2
270	к нему	1	2
271	что здесь	1	2
272	тот же	1	2
273	и потому	1	2
274	в качестве	11	2
275	уже не	4	2
276	в поэзии	2	2
277	в жизни	1	2
278	из них	3	2
279	одно из	2	2
280	и их	2	2
281	в одном	2	2
282	к ним	1	2
283	как раз	4	2
284	различения и	1	2
285	себя и	1	2
286	говорит о	5	2
287	то и	1	2
288	не означает	1	2
289	о чем	2	2
290	намек на	1	2
291	в связи	1	2
292	такой степени	1	2
293	целом ряде	1	2
294	в особый	1	2
295	применении к	1	2
296	что же	1	2
297	и там	1	2
298	отличается от	1	2
299	точно и	1	2
300	к другим	1	2
301	должна была	2	2
302	его не	1	2
303	тот кто	2	2
304	от него	1	2
305	бы в	3	2
306	к этой	1	2
307	и как	1	2
308	будто бы	1	2
309	только что	1	2
310	обратиться к	1	2
311	имеет место	4	2
312	что даже	1	2
313	из этого	1	2
314	имеет в	1	2
315	по поводу	3	2
316	это в	1	2
317	непременно должны	1	1
318	и наиболее	1	1
319	этом она	1	1
320	и понимает	1	1
321	а проза	1	1
322	определить как	1	1
323	в первом	1	1
324	по преимуществу	4	1
325	на этих	1	1
326	ведь и	2	1
327	и больше	1	1
328	едва ли	3	1
329	не дано	2	1
330	в несколько	1	1
331	прийти к	1	1
332	совершенно недостаточно	1	1
333	темы в	1	1
334	который служит	1	1
335	именно к	1	1
336	своей всегда	1	1
337	что иное	1	1
338	в полной	1	1
339	я не	1	1
340	и ее	1	1
341	ему в	3	1
342	в сцене	1	1
343	свою очередь	1	1
344	собой в	2	1
345	еще не	2	1
346	и на	6	1
347	повсюду в	1	1
348	в последних	1	1
349	взгляде на	1	1
350	служит для	1	1
351	с его	1	1
352	во всех	4	1
353	же самые	1	1
354	тем как	1	1
355	там и	1	1
356	то он	1	1
357	о смерти	1	1
358	это слово	1	1
359	в сторону	5	1
360	ответ на	3	1
361	при условии	1	1
362	тогда как	19	1
363	за пределы	4	1
364	один и	1	1
365	мере в	1	1
366	возникает между	1	1
367	и частей	1	1
368	перед нами	1	1
369	на человека	1	1
370	тех случаях	1	1
371	как уже	3	1
372	и наконец	1	1
373	его к	1	1
374	при чтении	1	1
375	привести к	1	1
376	не даны	1	1
377	первый момент	1	1
378	восприятия как	1	1
379	не оставляет	1	1
380	в тех	1	1
381	что автор	1	1
382	с их	2	1
383	фигуры в	1	1
384	за порогом	1	1
385	впечатление совершенно	1	1
386	и те	1	1
387	не приводит	1	1
388	вследствие этого	2	1
389	одно и	1	1
390	на его	3	1
391	по словам	1	1
392	не следует	2	1
393	в статье	1	1
394	в лирике	1	1
395	время и	1	1
396	всех остальных	1	1
397	и легко	1	1
398	в понимании	1	1
399	к одному	1	1
400	что ни	1	1
401	даны и	1	1
402	конца и	1	1
403	человека в	1	1
404	удивительно что	3	1
405	тут не	1	1
406	в одну	2	1
407	мысль об	1	1
408	а затем	2	1
409	в мире	6	1
410	об этом	1	1
411	полной мере	1	1
412	времени и	1	1
413	от такой	1	1
414	а как	2	1
415	по выражению	2	1
416	особенно в	7	1
417	это не	1	1
418	или приемом	1	1
419	литературном произведении	1	1
420	подобно всем	1	1
421	на этот	2	1
422	с равным	1	1
423	и системы	1	1
