N	2gram	Propp_Isto_2	RusskieA
1	и в	15	29
2	т е	29	24
3	том что	7	22
4	в том	6	22
5	что в	12	22
6	в поле	1	19
7	как бы	6	18
8	состоит в	2	15
9	сообщает из	1	15
10	в других	3	15
11	и другие	4	14
12	так как	14	13
13	может быть	17	13
14	во время	2	12
15	там же	1	12
16	в этом	11	11
17	как и	2	11
18	одна из	2	11
19	в этот	1	10
20	не только	18	10
21	и с	4	10
22	е в	1	10
23	в лесу	15	10
24	все это	3	10
25	а на	1	9
26	о том	3	9
27	в некоторых	2	9
28	на части	1	9
29	а в	12	9
30	его в	10	8
31	показывает что	4	8
32	а а	1	8
33	или на	4	8
34	сообщает что	1	8
35	но и	14	8
36	в дом	3	8
37	ее в	2	8
38	из леса	2	7
39	как в	5	7
40	мы видели	2	7
41	представляют собой	3	7
42	или в	2	7
43	через них	1	7
44	этот обряд	1	6
45	мы имеем	15	6
46	мы не	3	6
47	еще не	9	6
48	и на	4	6
49	при этом	4	6
50	таким образом	7	6
51	того чтобы	2	6
52	на нее	2	6
53	в обряде	7	6
54	для нас	4	6
55	с тем	9	6
56	вместе с	7	6
57	этом случае	5	6
58	же в	1	6
59	и т	19	5
60	из воды	1	5
61	должна была	1	5
62	но не	2	5
63	следующим образом	1	5
64	но в	6	5
65	на земле	1	5
66	это не	2	5
67	т д	18	5
68	не может	5	5
69	представление о	2	5
70	эти обряды	2	5
71	потому что	9	5
72	и что	6	5
73	будто бы	2	5
74	к жизни	1	5
75	то что	12	5
76	к этому	1	5
77	в русских	3	4
78	же как	5	4
79	то же	10	4
80	вопрос о	4	4
81	видели что	3	4
82	не все	2	4
83	что по	1	4
84	уже не	1	4
85	это представление	1	4
86	их в	2	4
87	а затем	2	4
88	из девушек	1	4
89	в них	1	4
90	далеко не	1	4
91	в избе	1	4
92	в которых	2	4
93	не в	7	4
94	земле и	1	4
95	у нас	1	4
96	эти представления	3	4
97	мы рассмотрим	2	4
98	а также	2	4
99	в земле	2	4
100	к нему	5	4
101	так что	6	4
102	из них	2	4
103	именно в	2	4
104	а не	5	4
105	о чем	1	4
106	так же	13	4
107	как это	3	4
108	этих случаях	10	4
109	предположить что	3	4
110	по существу	2	4
111	этих обрядов	2	4
112	в таком	1	4
113	и о	1	3
114	что ее	3	3
115	это показывает	1	3
116	что это	6	3
117	все эти	4	3
118	в этой	4	3
119	в лес	27	3
120	что она	5	3
121	главным образом	2	3
122	подобно тому	3	3
123	и по	2	3
124	и других	1	3
125	с другими	2	3
126	живет в	2	3
127	этой силы	1	3
128	должен был	3	3
129	д к	3	3
130	не всегда	1	3
131	в эту	2	3
132	в этих	11	3
133	в котором	5	3
134	в отличие	1	3
135	выше мы	3	3
136	не будем	4	3
137	но он	4	3
138	и под	1	3
139	она не	5	3
140	в таких	2	3
141	к зеленин	2	3
142	на землю	1	3
143	и после	1	3
144	такие же	1	3
145	как мы	1	3
146	эту ночь	1	3
147	и поют	1	3
148	нас к	1	3
149	должно было	3	3
150	в лесах	1	3
151	во всех	2	3
152	в свете	2	3
153	а именно	3	3
154	того что	3	3
155	что здесь	4	3
156	в качестве	3	3
157	лесу или	1	3
158	связь с	4	3
159	за ним	1	3
160	руки и	4	3
161	друг друга	1	3
162	отличие от	1	3
163	леса и	2	3
164	связаны с	1	3
165	тем что	4	3
166	в природе	1	3
167	до конца	1	3
168	бросают в	2	3
169	тому как	3	3
170	было бы	5	3
171	но если	3	3
172	лесу в	1	2
173	наши наблюдения	1	2
174	также что	2	2
175	мы здесь	6	2
176	и то	2	2
177	на самом	2	2
178	в стороне	1	2
179	это и	1	2
180	так чтобы	1	2
181	но она	1	2
182	что иное	2	2
183	на себя	1	2
184	не совсем	3	2
185	об очистительной	1	2
186	это время	1	2
187	иное как	2	2
188	не говорится	2	2
189	это означало	1	2
190	там и	1	2
191	здесь имеем	3	2
192	с одной	4	2
193	а он	1	2
194	тогда как	1	2
195	другой день	1	2
196	эта связь	3	2
197	с этим	5	2
198	не подтверждается	1	2
199	все же	9	2
200	и как	1	2
201	не было	2	2
202	не можем	1	2
203	в которой	2	2
204	представляет собой	5	2
205	из этих	3	2
206	право на	3	2
207	после чего	1	2
208	если он	1	2
209	как оно	1	2
210	после этого	4	2
211	чтобы они	1	2
212	но вместе	1	2
213	здесь мы	3	2
214	связанные с	1	2
215	об этом	11	2
216	полагает что	1	2
217	смерть и	1	2
218	не ясно	1	2
219	для них	1	2
220	из нее	1	2
221	так в	3	2
222	силе огня	2	2
223	в своей	1	2
224	в их	3	2
225	не столько	2	2
226	должны были	8	2
227	нечто вроде	1	2
228	при рассмотрении	1	2
229	силу и	3	2
230	тем не	1	2
231	не менее	1	2
232	а иногда	1	2
233	как можно	1	2
