N	2gram	Propp_Isto_2	FransuaR
1	и в	15	41
2	мы уже	6	18
3	во всех	2	17
4	таким образом	7	17
5	в нем	7	16
6	и с	4	16
7	тела и	1	15
8	и его	3	13
9	но и	14	13
10	в этом	11	12
11	как мы	1	12
12	все эти	4	11
13	все это	3	11
14	в самом	1	10
15	не только	18	10
16	так как	14	10
17	и др	4	10
18	прежде всего	5	10
19	то что	12	10
20	и на	4	9
21	кроме того	2	9
22	во время	2	9
23	о том	3	9
24	здесь в	2	9
25	в сущности	2	8
26	но в	6	8
27	в этой	4	8
28	никогда не	15	8
29	в них	1	7
30	как и	2	7
31	том что	7	7
32	в его	6	7
33	вовсе не	1	7
34	у него	4	7
35	на части	1	7
36	в особенности	2	7
37	связаны с	1	7
38	как бы	6	7
39	этот образ	1	7
40	что в	12	7
41	например в	2	6
42	следующей главе	1	6
43	в то	1	6
44	один из	8	6
45	мы видим	8	6
46	вместе с	7	6
47	в следующей	1	6
48	или в	2	6
49	сказать что	2	6
50	что он	24	6
51	что образ	1	5
52	и он	1	5
53	с его	1	5
54	что это	6	5
55	в себе	4	5
56	человеческого тела	2	5
57	то же	10	5
58	той же	2	5
59	но он	4	5
60	во всем	1	5
61	тем что	4	5
62	легенды о	1	5
63	так и	5	5
64	и что	6	5
65	а также	2	5
66	из них	2	5
67	в одном	5	5
68	там где	1	5
69	так же	13	5
70	в той	1	5
71	самом деле	2	4
72	в ней	4	4
73	он был	3	4
74	в рот	1	4
75	как в	5	4
76	и как	1	4
77	и наконец	5	4
78	а затем	2	4
79	в другом	9	4
80	в преисподнюю	1	4
81	не в	7	4
82	даже в	1	4
83	но они	4	4
84	того чтобы	2	4
85	все же	9	4
86	у нас	1	4
87	роль в	3	4
88	с ним	1	4
89	другом месте	2	4
90	тот же	1	4
91	с одной	4	4
92	именно на	1	4
93	уже в	2	4
94	в результате	1	4
95	в котором	5	4
96	с другой	2	4
97	именно в	2	4
98	одной стороны	3	4
99	о котором	1	4
100	а в	12	4
101	не может	5	4
102	из этого	1	4
103	говорили о	1	3
104	вместо того	2	3
105	они были	2	3
106	он сам	1	3
107	в одной	4	3
108	с этим	5	3
109	перед нами	2	3
110	при этом	4	3
111	связанных с	1	3
112	с другими	2	3
113	было бы	5	3
114	и их	2	3
115	тесно связаны	1	3
116	к этим	1	3
117	также что	2	3
118	потому что	9	3
119	только с	2	3
120	мы встречаем	1	3
121	они и	1	3
122	как один	1	3
123	миром и	1	3
124	говорили что	2	3
125	здесь он	1	3
126	до сих	6	3
127	к нему	5	3
128	в него	2	3
129	того что	3	3
130	одной из	4	3
131	мы увидим	8	3
132	только в	6	3
133	до того	1	3
134	что не	1	3
135	вход в	6	3
136	не были	1	3
137	с миром	1	3
138	и не	11	3
139	с этой	1	3
140	сих пор	7	3
141	но это	4	3
142	не мог	3	3
143	в книге	1	3
144	и для	2	3
145	они не	4	3
146	с образом	2	2
147	связана с	6	2
148	и то	2	2
149	это и	1	2
150	мы не	3	2
151	не будем	4	2
152	говорить о	1	2
153	но уже	1	2
154	всю ночь	1	2
155	в народных	1	2
156	но не	2	2
157	что они	10	2
158	в истории	1	2
159	в центре	1	2
160	дает нам	2	2
161	в земной	1	2
162	он в	3	2
163	одном образе	1	2
164	в главе	1	2
165	и тот	1	2
166	как он	3	2
167	так сказать	2	2
168	на его	2	2
169	он не	8	2
170	всех этих	3	2
171	это было	1	2
172	он является	2	2
173	мы видели	2	2
174	стороны с	1	2
175	был бы	2	2
176	из этих	3	2
177	но если	3	2
178	в своей	1	2
179	представление о	2	2
180	страх и	1	2
181	но эта	1	2
182	их в	2	2
183	и очень	1	2
184	в таких	2	2
185	как о	1	2
186	что их	1	2
187	так что	6	2
188	как она	4	2
189	связи с	8	2
190	превращается в	2	2
191	к себе	2	2
192	не могут	1	2
193	мы узнаем	1	2
194	в эти	1	2
195	этом отрывке	1	2
196	должен быть	1	2
197	характер и	1	2
198	и этим	1	2
199	в дальнейшем	1	2
200	и когда	2	2
201	которая была	1	2
202	возможно что	2	2
203	образом в	1	2
204	тела божества	1	2
205	связанной с	1	2
206	доходит до	1	2
207	и во	1	2
208	там и	1	2
209	говорит он	1	2
210	а именно	3	2
211	на которой	2	2
212	но с	2	2
213	он стал	2	2
214	страх перед	3	2
215	переходит в	1	2
216	характерно что	1	2
217	себе в	1	2
218	никто не	1	2
219	и прежде	1	2
220	каждый из	1	2
221	может быть	17	2
222	степени в	1	2
223	а на	1	2
224	с мотивом	3	2
225	мы еще	1	2
226	если мы	1	2
227	этой роли	1	2
228	до конца	1	2
229	а не	5	2
230	на весь	1	2
231	одну из	1	2
232	в последней	1	2
233	в частности	1	2
234	они подвергаются	1	2
235	и потому	1	2
236	как это	3	2
237	отрывок из	1	2
238	также как	2	2
239	в огне	1	2
240	что мы	3	2
241	и часто	2	2
242	из тела	3	2
243	мира и	1	2
244	с глазами	1	2
245	для нас	4	2
246	от него	1	2
247	в эту	2	2
248	в этих	11	2
249	еще более	1	2
250	в том	6	2
251	все они	1	2
252	другой стороны	2	2
253	есть и	2	2
254	отметить что	1	2
255	и другие	4	2
256	мы начнем	1	1
257	еще можно	1	1
258	для выяснения	1	1
259	наших дней	1	1
260	сам по	1	1
261	отметим что	1	1
262	сын и	2	1
263	на самом	2	1
264	он может	1	1
265	последней главе	1	1
266	из его	1	1
267	в зависимости	1	1
268	в их	3	1
269	встречается и	1	1
270	его не	2	1
271	в несколько	1	1
272	полагает что	1	1
273	здесь нам	1	1
274	по окончании	1	1
275	из своих	1	1
276	так чтобы	1	1
277	и над	1	1
278	принадлежит к	2	1
279	не вполне	1	1
280	то это	6	1
281	зависимости от	1	1
282	из действительности	1	1
283	мы здесь	6	1
284	еще не	9	1
285	и много	1	1
286	не помогают	1	1
287	по линии	1	1
288	самая важная	1	1
289	время в	1	1
290	что его	1	1
291	его здесь	1	1
292	и легенд	1	1
293	тем как	1	1
294	видели что	3	1
295	о смерти	1	1
296	по отношению	3	1
297	не просто	2	1
298	из важнейших	1	1
299	в поисках	2	1
300	помещали в	1	1
301	как говорит	1	1
302	нечто подобное	1	1
303	что к	1	1
304	мы также	1	1
305	там же	1	1
306	что по	1	1
307	были так	1	1
308	встречаем такие	1	1
309	и к	1	1
310	следующим образом	1	1
311	есть ли	2	1
312	в этот	1	1
313	и питье	1	1
314	в ладоши	1	1
315	со своей	1	1
316	в которой	2	1
317	в целом	1	1
318	головы а	1	1
319	еще один	1	1
320	им в	1	1
321	он делает	2	1
322	говорит не	1	1
323	если он	1	1
324	не могла	2	1
325	есть но	1	1
326	и если	2	1
327	жизнью и	1	1
328	такие которые	1	1
329	связанные с	1	1
330	как родовой	1	1
331	оно было	1	1
332	которые находятся	1	1
333	он должен	2	1
334	никакому сомнению	1	1
335	такую силу	1	1
336	на земле	1	1
337	другого мира	2	1
338	из него	2	1
339	и по	2	1
340	это один	1	1
341	с собой	1	1
342	с такими	1	1
343	но все	5	1
344	на нее	2	1
345	для всех	1	1
346	другого человека	1	1
347	за то	1	1
348	неожиданным и	1	1
349	была в	1	1
350	их и	1	1
351	момент и	1	1
352	его в	10	1
353	обоих случаях	1	1
354	и других	1	1
355	в уже	1	1
356	и сердце	1	1
357	и дает	2	1
358	должен был	3	1
359	в огонь	1	1
360	он все	1	1
361	здесь нет	2	1
362	в жизни	2	1
363	смерть и	1	1
364	вводит в	1	1
365	он начал	1	1
366	далеко не	1	1
367	с тем	9	1
368	он и	3	1
369	несмотря на	1	1
370	чем в	1	1
371	жалко было	1	1
372	зато в	1	1
373	он бросает	1	1
374	обратимся к	2	1
375	огне и	1	1
376	вот он	2	1
377	не столько	2	1
378	он дает	2	1
379	в которых	2	1
380	могло бы	1	1
381	своего рода	1	1
382	от его	1	1
383	всякий раз	1	1
384	земле и	1	1
385	был не	1	1
386	и эти	2	1
387	или что	1	1
388	высшую степень	1	1
389	или если	1	1
390	жены или	1	1
391	по себе	1	1
392	же мы	2	1
393	трех основных	1	1
394	что мотив	1	1
395	в тело	2	1
396	не менее	1	1
397	говорит если	2	1
398	божества и	1	1
399	этого же	1	1
400	в обоих	1	1
401	правда в	1	1
402	того как	4	1
403	на него	5	1
404	которого он	1	1
405	и именно	2	1
406	такая узкая	1	1
407	и снова	1	1
408	можно судить	1	1
409	связанными с	1	1
410	казалось бы	1	1
411	ничего не	7	1
412	одна из	2	1
413	на землю	1	1
414	через рот	1	1
415	с лицом	1	1
416	с одним	3	1
417	видим что	5	1
418	ему и	1	1
419	нам важно	2	1
420	особое значение	1	1
421	входят в	1	1
422	как будто	3	1
423	у меня	1	1
424	такие же	1	1
425	происходило и	1	1
426	очень часто	4	1
427	в основу	1	1
428	могут быть	2	1
429	во все	1	1
430	здесь совершенно	1	1
431	и вполне	2	1
