N	3gram	Bakhtin_Pr_5	Vladivir
1	в том что	2	10
2	тем не менее	1	9
3	о том что	1	8
4	с точки зрения	2	6
5	вместе с тем	1	6
6	не может быть	3	6
7	как раз и	2	5
8	что же касается	1	5
9	в конце концов	3	5
10	и в этом	2	5
11	дело в том	1	5
12	к тому же	3	5
13	и то что	1	4
14	в то время	1	4
15	в этом смысле	3	3
16	бы то ни	3	3
17	то что в	1	3
18	во всяком случае	4	3
19	в то же	10	3
20	и в отношении	1	3
21	в отличие от	2	3
22	мы бы сказали	1	3
23	как мы видели	1	3
24	что и в	1	3
25	сводится к тому	2	2
26	но даже и	1	2
27	оно должно быть	1	2
28	сам по себе	2	2
29	в этом отношении	1	2
30	и в то	2	2
31	не говорит о	1	2
32	в данном случае	1	2
33	период его творчества	1	2
34	то время как	1	2
35	с другой стороны	3	2
36	и в том	1	2
37	как мы знаем	2	2
38	то же время	10	2
39	и вместе с	1	2
40	к нему и	4	2
41	к тому что	1	2
42	как и его	1	1
43	вопрос почему же	1	1
44	него как бы	1	1
45	да и то	1	1
46	и в своей	1	1
47	потому что в	1	1
48	так же и	1	1
49	в другом то	1	1
50	раз и не	1	1
51	не только с	1	1
52	потому что сам	2	1
53	в том и	1	1
54	том что он	1	1
55	и мы бы	1	1
56	в том же	1	1
57	о том как	1	1
58	может и не	1	1
59	в этом случае	1	1
60	он мог бы	1	1
61	он в сущности	3	1
62	до сих пор	1	1
63	сама по себе	1	1
64	в строгом смысле	1	1
65	а так как	1	1
66	на одно мгновение	1	1
67	в другом и	1	1
68	что в нем	1	1
69	не иначе как	1	1
70	можно было бы	2	1
71	это вовсе не	1	1
72	благодаря тому что	1	1
73	он не мог	1	1
74	и не в	2	1
75	у него нет	1	1
76	одно и то	3	1
77	в своей статье	1	1
78	может быть и	1	1
79	вопрос о том	1	1
80	и сводится к	1	1
81	которых он не	1	1
82	ни в одном	1	1
83	то ни было	3	1
84	и то в	1	1
85	на этот раз	2	1
86	он знает что	1	1
87	и то же	3	1
88	как будто бы	1	1
89	так что каждый	1	1
90	еще и к	1	1
91	у него с	1	1
92	но и не	1	1
93	то что он	1	1
94	потому что они	1	1
95	как впрочем и	1	1
96	он во многом	1	1
97	может быть актом	1	1
98	и ни в	1	1
99	не в плане	1	1
100	но в конце	1	1
101	раз и навсегда	1	1
102	никакого внимания на	1	1
103	имел в виду	1	1
104	и не хочет	1	1
105	к самому себе	1	1
106	с самого начала	8	1
107	не только не	1	1
108	и что все	2	1
109	но все эти	1	1
110	в самом деле	1	1
111	той или иной	4	1
112	резко отличается от	1	1
113	бы он ни	1	1
114	так как здесь	1	1
115	после всего этого	1	1
116	звучит не только	1	1
117	для него как	1	1
118	фигурирует в его	1	1
119	для того чтобы	1	1
120	то же самое	1	1
121	как мы говорили	1	1
122	сказать что это	1	1
