N	3gram	Bakhtin_Fr_5	slovoVRo
1	не может быть	2	15
2	в отличие от	2	12
3	в значительной степени	1	6
4	той или иной	1	5
5	в большинстве случаев	2	5
6	по отношению к	1	4
7	во всех областях	1	4
8	то же время	9	4
9	в то же	9	4
10	в том что	6	4
11	в той или	1	3
12	с точки зрения	2	3
13	в этом отношении	5	3
14	но в то	5	3
15	между словом и	2	3
16	так и в	1	3
17	зрения на мир	4	2
18	и связанные с	2	2
19	в свою очередь	1	2
20	а также и	4	2
21	не только о	1	2
22	до сих пор	3	2
23	в мировой литературе	1	2
24	может быть и	1	2
25	как мы сказали	1	2
26	включает в себя	1	2
27	сих пор не	1	2
28	в истории литературы	1	2
29	один из важнейших	1	2
30	в связи с	5	2
31	как мы уже	1	2
32	для того чтобы	6	2
33	мы дальше увидим	1	1
34	даже там где	1	1
35	хотя и не	1	1
36	и не в	2	1
37	в чем же	2	1
38	том что в	1	1
39	далеко не все	1	1
40	мы уже сказали	1	1
41	но и более	1	1
42	и все остальные	1	1
43	же время и	1	1
44	также и в	2	1
45	в том числе	4	1
46	в эту игру	1	1
47	что не может	1	1
48	в средние века	2	1
49	и до конца	1	1
50	что одним из	1	1
51	он не только	2	1
52	к нему не	1	1
53	и в то	1	1
54	реальные исторические силы	1	1
55	до известной степени	4	1
56	особенно важное значение	1	1
57	между тем как	1	1
58	подчеркнуть что в	1	1
59	том числе и	2	1
60	точки зрения на	2	1
61	это очень важно	2	1
62	конечно не в	1	1
63	в xvii веке	2	1
64	века и в	1	1
65	в ту же	1	1
66	и не могут	2	1
67	что он не	1	1
68	как мы дальше	1	1
69	для этой цели	1	1
70	и даже по	1	1
71	в нем не	3	1
72	мы уже говорили	2	1
73	очень важно для	1	1
74	то перед нами	1	1
75	то есть чисто	1	1
76	дошедшие до нас	1	1
77	в нем есть	1	1
78	все то что	1	1
79	мы видели что	1	1
80	тем не менее	1	1
81	по ту сторону	1	1
82	о том что	1	1
83	во всех этих	1	1
84	мы не можем	1	1
85	вообще не знает	1	1
86	как и в	1	1
87	мира с его	1	1
88	и в значительной	1	1
89	средние века и	1	1
90	нужно сказать что	2	1
91	в другом случае	1	1
92	нем не только	1	1
93	языках и в	1	1
94	ту же эпоху	1	1
95	в его целом	1	1
96	этом отношении он	1	1
97	и в различных	1	1
98	одна из самых	1	1
99	как мы видели	4	1
100	во всех формах	1	1
101	тем как в	1	1
