N	2gram	Potebnia_M_1	Problema
1	то что	10	42
2	вовсе не	5	35
3	то есть	42	33
4	и в	39	32
5	и не	18	31
6	не есть	10	29
7	в этом	15	19
8	не менее	6	19
9	тем не	6	18
10	не только	21	17
11	потому что	52	16
12	в себе	13	15
13	по себе	10	15
14	в виде	1	15
15	а не	21	15
16	но в	9	14
17	у нас	2	14
18	указывает на	1	14
19	может быть	27	14
20	как бы	6	14
21	что мы	4	13
22	в нем	20	13
23	и тем	3	13
24	при помощи	2	13
25	сказать что	3	13
26	том что	16	12
27	что в	22	12
28	так и	13	12
29	и т	6	11
30	есть нечто	4	11
31	так как	21	11
32	о том	2	11
33	и даже	4	11
34	если мы	3	11
35	ничего общего	2	11
36	то же	6	10
37	в этой	3	10
38	т д	4	10
39	ничего не	1	10
40	прежде всего	4	10
41	нет ничего	2	10
42	еще не	6	9
43	но не	8	9
44	то с	1	9
45	того чтобы	2	9
46	и это	3	9
47	и что	10	9
48	но и	20	9
49	родовое понятие	1	9
50	в данном	1	9
51	что же	2	9
52	в том	26	9
53	так же	5	9
54	в таком	5	9
55	и о	2	8
56	и ее	1	8
57	и на	1	8
58	общего с	1	8
59	все эти	1	8
60	на то	2	8
61	для того	3	8
62	было бы	12	8
63	в своей	3	8
64	когда мы	2	8
65	есть только	11	8
66	как нечто	1	8
67	даже и	2	8
68	не может	22	8
69	но это	5	8
70	сам по	1	7
71	во всех	5	7
72	тоже не	1	7
73	ни в	1	7
74	в них	3	7
75	между собою	6	7
76	как мы	2	7
77	здесь не	1	7
78	никогда не	4	7
79	того что	8	7
80	что он	1	7
81	только в	25	7
82	не всякое	1	7
83	тем что	9	7
84	такого рода	1	7
85	все это	1	7
86	и все	3	7
87	во всяком	3	7
88	таком случае	2	6
89	и то	3	6
90	самом деле	1	6
91	на самом	1	6
92	и есть	2	6
93	есть не	2	6
94	но как	3	6
95	за пределы	2	6
96	и как	6	6
97	в самом	3	6
98	и если	2	6
99	при этом	6	6
100	его в	1	6
101	это не	7	6
102	что такое	1	6
103	в то	4	6
104	таким образом	13	6
105	в виду	2	6
106	в его	5	6
107	этом смысле	4	6
108	так что	16	6
109	то и	7	6
110	предметов и	2	6
111	не существует	2	6
112	хотя и	3	6
113	совершенно не	1	6
114	не имеют	5	5
115	а только	4	5
116	она есть	1	5
117	в своем	3	5
118	перед нами	1	5
119	то в	5	5
120	что она	1	5
121	но уже	2	5
122	все равно	1	5
123	далеко не	1	5
124	с тем	5	5
125	в котором	1	5
126	связи с	3	5
127	в сознании	3	5
128	и которые	2	5
129	для нас	9	5
130	есть в	2	5
131	в других	2	5
132	общего между	1	5
133	еще и	1	5
134	тем более	2	5
135	мы должны	3	5
136	в их	2	4
137	с которыми	1	4
138	есть по	1	4
139	сама по	3	4
140	в истории	7	4
141	как в	10	4
142	чем больше	1	4
143	как он	1	4
144	после этого	2	4
145	их в	1	4
146	входит в	1	4
147	он есть	2	4
148	а есть	1	4
149	не в	15	4
150	тому что	3	4
151	тем самым	4	4
152	мышления и	1	4
153	и притом	4	4
154	и весь	1	4
155	а в	5	4
156	точно так	11	4
157	только то	2	4
158	на том	1	4
159	не говоря	1	4
160	если бы	14	4
161	никак не	2	4
162	и только	2	4
163	ровно ничего	1	4
164	один из	1	4
165	д и	1	4
166	только на	3	4
167	мы можем	2	4
168	перейти к	2	4
169	именно как	1	4
170	именно в	1	4
171	не было	4	4
172	в одно	2	4
173	если не	2	4
174	и вообще	3	4
175	и для	5	4
176	в связи	1	4
177	или в	2	4
178	же в	2	4
179	по поводу	3	4
180	не должны	1	3
181	только потому	3	3
182	этот предмет	1	3
183	того же	3	3
184	в чем	1	3
185	в ее	1	3
186	что они	1	3
187	которые не	2	3
188	с этим	7	3
189	помнить что	3	3
190	более или	1	3
191	в действительности	4	3
192	что это	3	3
193	но он	2	3
194	как оно	1	3
195	да и	1	3
196	он не	3	3
197	его от	1	3
198	но все	2	3
199	что все	3	3
200	в жизни	3	3
201	в предмете	1	3
202	о которых	2	3
203	как и	9	3
204	и уже	1	3
205	несмотря на	5	3
206	на этот	2	3
207	нисколько не	2	3
208	или менее	1	3
209	в этих	7	3
210	точки зрения	8	3
211	с точки	3	3
212	или вернее	1	3
213	в которых	1	3
214	бы мы	1	3
215	есть еще	1	3
216	для которого	1	3
217	в отношении	1	3
218	дело в	2	3
219	того как	6	3
220	только не	2	3
221	в самой	3	3
222	или как	1	3
223	прежде чем	3	3
224	и его	5	3
225	как будто	2	3
226	и делает	1	3
227	в каком	6	3
228	и вполне	1	3
229	к тому	4	3
230	что оно	2	3
231	для себя	3	3
232	можно было	1	3
233	мы в	2	3
234	для этого	2	3
235	не на	1	3
236	о нем	1	3
237	что его	1	3
238	к нему	1	3
239	и во	3	3
240	во всей	1	3
241	в теории	2	3
242	мы хотим	1	3
243	и следовательно	2	3
244	значит что	1	3
245	оно и	3	3
246	мы увидим	3	3
247	известного рода	1	3
248	по этому	2	3
249	уже не	2	3
250	уже в	1	3
251	родовые понятия	1	3
252	из них	1	3
253	всяком случае	1	3
254	сами по	1	3
255	бы никакого	1	3
256	случае не	1	3
257	уже и	1	3
258	до сих	1	3
259	с другой	7	3
260	как же	1	3
261	оно не	3	3
262	что не	10	3
263	обратить внимание	1	3
264	сих пор	1	3
265	только для	3	3
266	от нас	2	3
267	но для	1	3
268	хотя бы	2	3
269	с ним	3	3
270	хотя в	3	3
271	другой стороны	5	3
272	что понятие	3	3
273	себе не	1	3
274	то на	4	2
275	например в	1	2
276	же как	1	2
277	к нашему	1	2
278	и потому	5	2
279	в первом	5	2
280	едва ли	1	2
281	по его	7	2
282	мы имеем	1	2
283	мы не	10	2
284	что если	3	2
285	мы называем	2	2
286	в сущности	2	2
287	совсем иное	1	2
288	что иное	2	2
289	на себя	1	2
290	сказать о	1	2
291	иное как	2	2
292	говоря уже	1	2
293	собою только	1	2
294	с его	1	2
295	то он	2	2
296	мы будем	2	2
297	не то	1	2
298	только ее	1	2
299	ясно и	1	2
300	есть его	1	2
301	в которой	2	2
302	таковы например	1	2
303	он в	1	2
304	из этих	4	2
305	вопроса о	2	2
306	что к	2	2
307	во многих	2	2
308	взятые в	1	2
309	на его	1	2
310	одно целое	1	2
311	он должен	2	2
312	в понятии	2	2
313	что ни	1	2
314	не будет	2	2
315	и может	2	2
316	и с	3	2
317	разница между	3	2
318	это было	1	2
319	с другими	1	2
320	для них	2	2
321	состоянии науки	1	2
322	во внимание	3	2
323	должно быть	7	2
324	и того	2	2
325	понятия и	3	2
326	одного и	2	2
327	в эту	1	2
328	но если	2	2
329	и при	3	2
330	нас не	1	2
331	не как	1	2
332	образом и	2	2
333	друг другу	3	2
334	по крайней	2	2
335	действительно есть	1	2
336	без всяких	1	2
337	однако в	4	2
338	что этот	1	2
339	в таких	2	2
340	она не	3	2
341	и другое	3	2
342	не имеет	5	2
343	в науке	1	2
344	мы находим	1	2
345	в нас	7	2
346	но только	1	2
347	для всего	1	2
348	следовательно и	2	2
349	или когда	1	2
350	вернее сказать	1	2
351	в области	1	2
352	не потому	2	2
353	но все-таки	1	2
354	которого он	1	2
355	не могут	4	2
356	могут быть	9	2
357	и другим	1	2
358	себе все	1	2
359	подобно тому	3	2
360	уже с	2	2
361	лучше сказать	1	2
362	здесь нет	1	2
363	и всегда	2	2
364	противоположностей в	2	2
365	является в	1	2
366	на что	2	2
367	смысле и	1	2
368	из других	1	2
369	и должно	2	2
370	все прочие	1	2
371	в математике	1	2
372	нас в	1	2
373	того или	1	2
374	между тем	5	2
375	не выразимое	1	2
376	и эту	1	2
377	крайней мере	2	2
378	нельзя сказать	1	2
379	о предмете	3	2
380	эти последние	1	2
381	том как	3	2
382	мы видим	4	2
383	не мертвое	1	2
384	а потому	10	2
385	поэтому и	1	2
386	не можем	2	2
387	одно из	3	2
388	для него	4	2
389	не для	1	2
390	с этими	1	2
391	как его	1	2
392	но что	1	2
393	должны сказать	1	2
394	но есть	1	2
395	что для	3	2
396	его как	1	2
397	бы вполне	1	2
398	как именно	1	2
399	вместе с	8	2
400	можно будет	1	2
401	который бы	1	2
402	но такое	1	2
403	который мы	1	2
404	тому как	4	2
405	есть как	2	2
406	все наше	1	2
407	заставляет нас	2	2
408	о его	2	2
409	между прочим	2	2
410	говорить что	1	2
411	тем и	1	2
412	сколько бы	1	2
413	сознания и	1	2
414	в результате	1	2
415	собственно говоря	1	2
416	что а	2	2
417	только что	2	2
418	не что	2	2
419	ниже мы	1	2
420	всем этом	1	2
421	указывают на	2	2
422	а между	3	1
423	истории то	1	1
424	скажет что	1	1
425	этого в	2	1
426	одним из	2	1
427	с с	1	1
428	чтобы не	2	1
429	начинается с	1	1
430	идея в	1	1
431	в разные	2	1
432	но тогда	2	1
433	жизни мы	1	1
434	делится на	1	1
435	которое мы	2	1
436	предмета с	1	1
437	в чисто	1	1
438	проникает в	1	1
439	что эти	1	1
440	и возможность	1	1
441	отношения к	1	1
442	и этот	1	1
443	уже по	1	1
444	неразвитой форме	1	1
445	или ее	1	1
446	той же	3	1
447	менее если	1	1
448	что изучение	1	1
449	до времени	1	1
450	именно к	1	1
451	этом не	1	1
452	отказывается от	1	1
453	но то	1	1
454	то это	5	1
455	имеет дело	1	1
456	которое в	1	1
457	и понятия	2	1
458	и самого	1	1
459	когда есть	1	1
460	на их	1	1
461	бы то	2	1
462	то мы	2	1
463	а следовательно	1	1
