N	3gram	Losev_Prob_1	Problemy
1	с точки зрения	3	9
2	до сих пор	3	8
3	не может быть	2	8
4	в то же	4	5
5	в самом деле	2	4
6	то есть в	4	4
7	более или менее	3	3
8	как раз и	7	3
9	как мы сказали	1	3
10	как мы увидим	2	3
11	сам по себе	7	3
12	с другой стороны	3	3
13	как и в	1	3
14	а следовательно и	1	2
15	хотя и не	2	2
16	на себя внимание	1	2
17	дело в том	3	2
18	мы уже сказали	1	2
19	в этом смысле	6	2
20	мы находим в	1	2
21	и в других	3	2
22	сами по себе	3	2
23	того и другого	1	2
24	можно было бы	2	2
25	это вовсе не	2	2
26	в том что	5	2
27	но в то	1	2
28	друг на друга	1	2
29	о том что	5	2
30	можно сказать что	3	2
31	той или иной	4	2
32	в этих случаях	2	2
33	как мы уже	1	2
34	в братьях карамазовых	1	2
35	сама по себе	4	2
36	если бы он	1	1
37	себя как бы	1	1
38	а не к	1	1
39	но как раз	1	1
40	прежде всего как	1	1
41	остановимся на анализе	1	1
42	ровно ничего не	1	1
43	иметь в виду	3	1
44	а вовсе не	1	1
45	одним и тем	1	1
46	том что все	1	1
47	в этом последнем	1	1
48	также и в	1	1
49	слово о нем	1	1
50	а между тем	1	1
51	в том же	1	1
52	в этом случае	2	1
53	же как и	1	1
54	и если мы	3	1
55	и во многих	1	1
56	не было и	1	1
57	и во всех	1	1
58	мы не будем	1	1
59	они вовсе не	2	1
60	и в то	1	1
61	в сознании и	2	1
62	является одним из	1	1
63	в пиковой даме	1	1
64	мы остановимся на	1	1
65	а может быть	2	1
66	на самом же	1	1
67	остается в пределах	1	1
68	мы можем говорить	2	1
69	xviii и xix	1	1
70	может быть даже	2	1
71	в художественной литературе	1	1
72	он остается в	1	1
73	хотя и здесь	1	1
74	в известной мере	1	1
75	этом смысле и	2	1
76	может быть и	3	1
77	одно и то	1	1
78	это совершенно не	1	1
79	даже и не	2	1
80	слово во всех	1	1
81	вообще во всех	2	1
82	есть указывает на	1	1
83	и xix веков	1	1
84	так же как	2	1
85	в данном случае	8	1
86	да и сама	1	1
87	и тем же	1	1
88	уже в первом	1	1
89	мы не знаем	1	1
90	в конце концов	4	1
91	и то же	1	1
92	как мы это	1	1
93	если мы не	1	1
94	мы будем говорить	1	1
95	то есть указывает	2	1
96	между собою и	1	1
97	если бы оно	1	1
98	то что мы	6	1
99	никогда не может	2	1
100	перед нами в	1	1
101	этого романа и	1	1
102	так или иначе	2	1
103	в связи с	4	1
104	ни на что	1	1
105	потому что она	1	1
106	к тому же	1	1
107	во всяком случае	3	1
108	же деле это	1	1
109	до настоящего времени	1	1
110	и здесь еще	1	1
111	о которых мы	2	1
112	самом же деле	1	1
113	здесь перед нами	3	1
114	внешней и внутренней	1	1
115	бы оно было	1	1
116	здесь не только	2	1
117	но он есть	1	1
118	только на то	1	1
119	сознание о нем	1	1
120	так и в	1	1
121	и хочет чтобы	1	1
122	что в нем	3	1
123	что может быть	2	1
124	не только в	1	1
125	выходит за пределы	1	1
126	она не только	1	1
127	на что другое	1	1
128	есть прежде всего	1	1
129	к тому что	1	1
130	мы уже указывали	1	1
131	никак не может	1	1
132	а именно в	1	1
133	все это не	1	1
134	в какой-то мере	1	1
135	конечно далеко не	1	1
