N	4gram	Bakhtin_Pr_3	StatiiOP
1	в то же время	12	4
2	во всяком случае в	1	2
3	и т д и	1	2
4	и в самом деле	1	2
5	но в то же	3	2
6	самом деле вовсе не	1	1
7	может быть и речи	1	1
8	как и во всякой	1	1
9	с точки зрения его	1	1
10	на самом деле вовсе	1	1
11	в той или иной	2	1
12	в одних и тех	1	1
13	в самом деле не	1	1
14	так и в отношении	1	1
15	такой же степени как	1	1
16	и в то же	5	1
17	во всяком случае не	1	1
18	на самом деле оно	1	1
19	может быть даже и	1	1
20	не может быть и	1	1
21	до сих пор еще	1	1
22	бы они ни были	1	1
23	а может быть даже	2	1
24	вопрос о том что	1	1
25	и в том и	1	1
26	и т п но	1	1
27	и по отношению к	1	1
28	одних и тех же	1	1
29	то же время не	2	1
