N	2gram	Trubetskoy_1	Myslijsy
1	то есть	2	34
2	потому что	9	33
3	то что	18	29
4	может быть	16	26
5	таким образом	31	24
6	в этом	12	23
7	в том	30	23
8	и в	23	23
9	и проч	4	18
10	и не	8	18
11	что в	8	17
12	при этом	9	15
13	только в	6	15
14	то же	4	14
15	в себе	5	14
16	как и	9	14
17	того что	6	14
18	так как	7	14
19	для нас	3	14
20	если бы	8	13
21	не было	2	12
22	а не	1	12
23	том что	19	12
24	что я	1	11
25	не в	8	11
26	но и	9	11
27	не может	17	11
28	по отношению	9	10
29	не только	7	10
30	для меня	4	10
31	мы можем	6	10
32	тем что	1	10
33	что мы	4	10
34	и потому	3	10
35	между тем	12	9
36	не есть	2	9
37	мы не	1	8
38	то это	1	8
39	в своем	10	8
40	но в	4	8
41	заключает в	2	8
42	было бы	3	8
43	тогда когда	3	8
44	о том	7	8
45	другими словами	2	8
46	сказать что	1	8
47	отношению к	9	8
48	очевидно что	3	7
49	как в	1	7
50	с этим	11	7
51	что это	5	7
52	на то	9	7
53	в нем	3	7
54	в силу	7	7
55	что такое	1	7
56	мысли и	1	7
57	это не	3	7
58	и что	8	7
59	что и	7	7
60	вовсе не	2	7
61	с тем	2	7
62	могут быть	1	7
63	этого слова	2	7
64	что если	3	6
65	независимо от	2	6
66	и к	5	6
67	в которой	5	6
68	того как	1	6
69	мысль о	1	6
70	так и	10	6
71	тех пор	2	6
72	заметить что	1	6
73	до тех	2	6
74	для того	8	6
75	вместе с	6	6
76	и то	4	5
77	говорить о	2	5
78	не то	3	5
79	хотя и	4	5
80	как бы	10	5
81	должно быть	4	5
82	по крайней	1	5
83	не менее	7	5
84	с ним	6	5
85	не имеет	1	5
86	образом в	3	5
87	есть только	1	5
88	находится в	1	5
89	к нему	2	5
90	крайней мере	1	5
91	так что	5	5
92	есть в	2	5
93	уже в	1	5
94	только тогда	2	5
95	в его	5	5
96	для него	2	5
97	что же	2	5
98	этом случае	4	5
99	все это	11	5
100	тем более	3	5
101	а в	3	5
102	таким же	3	5
103	во всяком	2	5
104	а между	8	4
105	есть не	1	4
106	в истории	3	4
107	что как	4	4
108	всех остальных	2	4
109	что все	5	4
110	и с	5	4
111	его в	5	4
112	с другими	1	4
113	и тем	1	4
114	между собою	5	4
115	точки зрения	13	4
116	в котором	2	4
117	сих пор	8	4
118	тем не	4	4
119	и более	2	4
120	в то	6	4
121	на котором	1	4
122	того чтобы	8	4
123	это слово	1	4
124	со своим	1	4
125	в сознании	6	4
126	же самое	1	4
127	если же	3	4
128	и может	3	4
129	быть может	1	4
130	каждый раз	1	4
131	на вопрос	4	4
132	и та	1	4
133	что он	7	4
134	хотя бы	4	4
135	то и	2	4
136	тогда как	6	4
137	от того	3	4
138	только на	1	4
139	до сих	8	4
140	а именно	1	4
141	как же	1	4
142	на основании	1	4
143	так же	8	4
144	в данном	3	4
145	да и	1	4
146	и все	7	4
147	между ними	2	4
148	тем самым	3	4
149	в таком	4	4
150	например в	1	3
151	самом деле	12	3
152	на самом	7	3
153	в первом	1	3
154	и до	3	3
155	что эти	2	3
156	мы уже	4	3
157	той же	1	3
158	что между	1	3
159	ответить на	2	3
160	еще не	5	3
161	и на	6	3
162	заметим что	2	3
163	и хотя	1	3
164	в самом	8	3
165	все эти	19	3
166	бы не	1	3
167	так в	1	3
168	и если	6	3
169	на его	1	3
170	к одному	1	3
171	и по	3	3
172	на нее	2	3
173	в каждом	1	3
174	не будет	5	3
175	том случае	4	3
176	лишь в	5	3
177	в них	2	3
178	с точки	8	3
179	не от	1	3
180	в которых	2	3
181	их в	2	3
182	есть всегда	1	3
183	ее не	1	3
184	в науке	1	3
185	на себе	2	3
186	только не	2	3
187	никогда не	4	3
188	в разных	3	3
189	же время	2	3
190	связи с	4	3
191	должны быть	3	3
192	к тому	8	3
193	как человек	1	3
194	что у	2	3
195	те же	2	3
196	ту же	2	3
197	из одного	2	3
198	в виду	2	3
199	образом мы	1	3
200	связь между	1	3
201	и только	2	3
202	и следовательно	1	3
203	с ними	2	3
204	этот вопрос	2	3
205	пор не	2	3
206	то в	2	3
207	и так	2	3
208	с нею	1	3
209	уже не	1	3
210	при помощи	3	3
211	и других	2	3
212	и их	5	3
213	всяком случае	2	3
214	даже и	1	3
215	со стороны	1	3
216	и из	2	3
217	именно в	5	3
218	душевной жизни	1	3
219	лишь тогда	2	3
220	так называемых	1	3
221	все более	1	3
222	нет ничего	1	3
223	ко всем	3	3
224	это есть	4	3
225	и таким	1	3
226	между прочим	2	3
227	кроме того	1	3
228	в этих	3	3
229	только что	3	3
230	давно уже	2	3
231	и состоит	2	3
232	в процессе	2	3
233	этого последнего	2	2
234	на деле	1	2
235	можно лишь	2	2
236	а как	1	2
237	как мы	2	2
238	имеет свою	1	2
239	слов как	1	2
240	не вполне	3	2
241	я не	2	2
242	но даже	3	2
243	мы и	2	2
244	хотя конечно	1	2
245	же что	2	2
246	собою и	1	2
247	в ней	3	2
248	и говорить	3	2
249	иное как	1	2
250	и многие	1	2
251	столь же	5	2
252	в различных	1	2
253	тем как	1	2
254	общих чертах	1	2
255	без которого	1	2
256	к ним	2	2
257	с психологической	1	2
258	еще дальше	1	2
259	и я	1	2
260	в отдельных	2	2
261	что по	3	2
262	его к	1	2
263	жизни к	1	2
264	так или	5	2
265	чем больше	4	2
266	в нашем	3	2
267	из этих	8	2
268	что так	1	2
269	во многих	1	2
270	что она	1	2
271	как оно	1	2
272	не следует	1	2
273	он все	2	2
274	он не	3	2
275	состоит в	1	2
276	самой сущности	3	2
277	том и	2	2
278	из него	2	2
279	наука не	1	2
280	рано или	1	2
281	здесь мы	1	2
282	в мире	6	2
283	это было	1	2
284	она и	1	2
285	чем в	3	2
286	можно считать	1	2
287	в других	1	2
288	и при	6	2
289	представить себе	2	2
290	и без	5	2
291	на ступени	1	2
292	что до	1	2
293	признать что	3	2
294	вопрос о	3	2
295	выше мы	4	2
296	том же	4	2
297	и вообще	3	2
298	даже в	3	2
299	тому что	2	2
300	она не	2	2
301	проч но	1	2
302	что только	2	2
303	и другое	1	2
304	самого начала	1	2
305	в сущности	2	2
306	и сама	1	2
307	что представление	2	2
308	зависят от	1	2
309	иметь в	1	2
310	не имели	1	2
311	в общих	1	2
312	и притом	1	2
313	к ней	1	2
314	к представлению	1	2
315	и его	1	2
316	мы бы	1	2
317	в более	1	2
318	более позднее	1	2
319	уже и	3	2
320	что на	1	2
321	в области	4	2
322	течением времени	4	2
323	у нас	3	2
324	с и	1	2
325	не могут	4	2
326	или лучше	1	2
327	из себя	10	2
328	и это	3	2
329	не могу	1	2
330	возьмем теперь	1	2
331	данном случае	3	2
332	в глазах	2	2
333	на той	1	2
334	вопрос что	1	2
335	с течением	4	2
336	на том	2	2
337	судя по	1	2
338	можно было	1	2
339	к первому	1	2
340	можно только	1	2
341	что от	1	2
342	по признаку	1	2
343	в самой	2	2
344	но мы	1	2
345	это потому	1	2
346	что его	4	2
347	все в	2	2
348	когда оно	1	2
349	бы в	3	2
350	в другой	1	2
351	еще более	1	2
352	в ту	2	2
353	к сознанию	1	2
354	для самого	2	2
355	вытекают из	2	2
356	но так	2	2
357	быть и	5	2
358	один из	1	2
359	мы видим	1	2
360	тот же	3	2
361	они могут	2	2
362	всякое новое	2	2
363	бы ни	1	2
364	конечно не	3	2
365	и у	4	2
366	если мы	4	2
367	в виде	4	2
368	за ним	1	2
369	это обстоятельство	2	2
370	не так	4	2
371	никто не	2	2
372	отношение к	4	2
373	друг друга	2	2
374	или поздно	1	2
375	не были	1	2
376	и даже	1	2
377	свою историю	1	2
378	с другой	6	2
379	или иначе	5	2
380	в свою	2	2
381	которые не	3	2
382	к его	1	2
383	из которых	4	2
384	если так	1	2
385	по своему	5	2
386	а если	1	2
387	в течение	4	2
388	а может	1	2
389	эту мысль	1	2
390	своем развитии	3	2
391	в состоянии	4	2
392	быть не	1	2
393	художественное произведение	1	2
