N	4gram	Vygotskiy__3	Freidism
1	одной и той же	2	3
2	бы то ни было	1	2
3	ни в каком случае	1	1
4	во всяком случае в	1	1
5	все новых и новых	1	1
6	что мы знаем о	2	1
7	того что мы знаем	1	1
8	внешней и внутренней речи	2	1
9	о которой мы говорили	1	1
10	на основании того что	1	1
11	в собственном смысле этого	4	1
12	в том что в	1	1
13	собственном смысле этого слова	4	1
14	только потому что оно	1	1
15	во всяком случае не	1	1
16	но тем не менее	1	1
17	таким образом ясно что	1	1
18	в собственном смысле слова	2	1
19	как говорит об этом	1	1
20	тот же что и	1	1
21	из того что мы	1	1
22	ни в какой степени	1	1
