N	3gram	Propp_Isto_6	Problemy
1	по отношению к	2	8
2	в том что	5	6
3	в зависимости от	1	5
4	том что он	1	4
5	не может быть	3	4
6	подобно тому как	1	3
7	это не значит	1	3
8	во всяком случае	2	3
9	с другой стороны	8	3
10	но все же	2	2
11	до сих пор	4	2
12	и не может	1	2
13	только то что	2	2
14	но это не	1	2
15	т е в	2	2
16	в данном случае	3	2
17	не только в	4	2
18	как бы в	1	2
19	по ту сторону	1	2
20	все же не	1	2
21	можно было бы	2	2
22	в другом месте	1	1
23	потому что он	2	1
24	мы уже говорили	1	1
25	же как и	1	1
26	так как в	1	1
27	как нам кажется	1	1
28	новые и новые	1	1
29	нам кажется что	1	1
30	в этом случае	6	1
31	в своей работе	1	1
32	в нем мы	1	1
33	то и другое	1	1
34	перейти в другое	1	1
35	говорит он что	1	1
36	он что в	1	1
37	но и на	1	1
38	что все эти	1	1
39	что в нем	2	1
40	но и эта	1	1
41	точно так же	2	1
42	на этот вопрос	1	1
43	на первом месте	1	1
44	всяком случае не	1	1
45	так и в	1	1
46	уже не было	1	1
47	то время как	3	1
48	так же как	1	1
49	в этом не	1	1
50	не потому что	1	1
51	это прежде всего	1	1
52	таким образом и	2	1
53	на первый взгляд	1	1
54	с ним не	1	1
55	как один из	1	1
56	один из этих	1	1
57	форме в форме	1	1
58	что мы видим	1	1
59	другой стороны эта	1	1
60	этой точки зрения	1	1
61	о том что	4	1
62	более или менее	1	1
63	таким образом в	1	1
64	независимо от того	1	1
65	мы видим и	1	1
66	все новые и	1	1
67	в то время	3	1
68	между героем и	1	1
69	и не потому	1	1
70	но даже в	1	1
71	у него в	1	1
72	можно сказать что	1	1
73	мы имеем в	4	1
74	если и нет	1	1
75	в случае если	1	1
76	друг с другом	1	1
77	тем что в	1	1
78	для того чтобы	1	1
79	что и в	2	1
80	как бы он	1	1
81	и т д	8	1
82	как мы видели	2	1
