N	2gram	Bakhtin_Pr_4	Problema
1	то есть	40	46
2	в его	9	43
3	и не	27	42
4	и в	46	38
5	не может	19	27
6	может быть	23	26
7	как бы	19	22
8	по отношению	5	21
9	в художественном	2	20
10	отношению к	5	19
11	и с	7	17
12	и его	6	16
13	в этом	16	15
14	в нем	17	15
15	только в	6	13
16	прежде всего	9	13
17	но не	4	12
18	за пределы	5	12
19	в единстве	3	12
20	во всех	5	11
21	в области	1	11
22	ни в	6	11
23	и для	3	11
24	не входит	2	10
25	отношение к	3	10
26	таким образом	4	10
27	в их	4	10
28	художественном творчестве	1	10
29	к нему	5	10
30	не только	14	9
31	в поэзии	2	9
32	его в	1	9
33	но и	12	9
34	и как	2	8
35	входит в	1	8
36	было бы	3	8
37	точки зрения	11	8
38	место в	1	8
39	для нее	1	8
40	произведения как	1	8
41	в том	9	8
42	и др	1	8
43	то что	4	8
44	еще не	7	7
45	в самом	9	7
46	в плане	1	7
47	как и	12	7
48	не в	10	7
49	как мы	12	7
50	с другой	3	7
51	между тем	2	7
52	отметить что	1	7
53	слова в	13	7
54	с помощью	3	7
55	совершенно не	4	7
56	в своей	3	7
57	что в	4	7
58	отношения к	2	6
59	самом деле	4	6
60	там где	2	6
61	и наконец	4	6
62	в пределах	10	6
63	не к	3	6
64	форма есть	1	6
65	не всегда	1	6
66	с точки	9	6
67	не есть	1	6
68	и этим	3	6
69	можно только	1	6
70	ничего не	2	6
71	мы можем	4	6
72	все же	4	6
73	а в	2	6
74	себя как	3	5
75	высшей степени	1	5
76	тем как	2	5
77	отличие от	3	5
78	в своем	3	5
79	все эти	4	5
80	при этом	5	5
81	то же	6	5
82	это не	5	5
83	в них	1	5
84	рядом с	5	5
85	в высшей	1	5
86	далеко не	3	5
87	в отличие	3	5
88	так и	4	5
89	остается за	1	5
90	и о	3	5
91	никогда не	6	5
92	не нужно	2	5
93	с ним	2	5
94	может иметь	1	5
95	конечно не	8	5
96	большинстве случаев	8	5
97	дело и	1	5
98	в большинстве	9	5
99	не на	1	5
100	а не	11	5
101	со словом	2	5
102	могут быть	2	5
103	должно быть	4	5
104	все они	1	5
105	мы здесь	2	4
106	на самом	1	4
107	должна быть	2	4
108	конечно и	3	4
109	в виду	4	4
110	в ней	1	4
111	но конечно	2	4
112	не входят	2	4
113	как в	4	4
114	но в	6	4
115	в нашем	1	4
116	в себе	7	4
117	понять его	1	4
118	в данном	2	4
119	не должна	1	4
120	не менее	2	4
121	но они	1	4
122	тем самым	1	4
123	в то	5	4
124	чтобы стать	1	4
125	для поэзии	1	4
126	известной степени	1	4
127	должны быть	1	4
128	здесь не	4	4
129	позицию по	1	4
130	в ее	1	4
131	данном случае	1	4
132	в произведении	2	4
133	можно было	2	4
134	не с	1	4
135	о том	5	4
136	которых мы	1	4
137	от всех	1	4
138	всех его	3	4
139	в других	2	4
140	в форме	1	4
141	и только	3	4
142	к которому	1	4
143	что не	1	4
144	в романе	6	4
145	более того	3	4
146	и потому	1	4
147	искусства но	1	4
148	в более	1	4
149	себя самого	1	4
150	лишь как	2	4
151	хотя бы	2	4
152	вне себя	1	4
153	между ними	10	4
154	сказать что	2	4
155	другой стороны	3	4
156	также и	3	3
157	например в	4	3
158	на материале	1	3
159	мы будем	2	3
160	точка зрения	1	3
161	менее всего	1	3
162	нет и	2	3
163	значение для	3	3
164	кроме того	4	3
165	и к	9	3
166	и художественного	1	3
167	не будем	1	3
168	в целом	1	3
169	словесного целого	1	3
170	к миру	1	3
171	он не	4	3
172	в мире	3	3
173	а как	2	3
174	может стать	2	3
175	и тем	2	3
176	в слове	3	3
177	несмотря на	1	3
178	том что	4	3
179	на него	3	3
180	как его	1	3
181	же время	5	3
182	языка в	2	3
183	слова но	4	3
184	и это	3	3
185	хотя и	6	3
186	приводит к	4	3
187	мы в	1	3
188	совершенно невозможно	1	3
189	если бы	3	3
190	но здесь	3	3
191	к действительности	1	3
192	на почве	2	3
193	этом смысле	2	3
194	но с	2	3
195	мы увидим	6	3
