N	2gram	Savitsky_P_1	FransuaR
1	и в	14	41
2	во всех	2	17
3	в нем	3	16
4	и с	2	16
5	но и	6	13
6	в этом	10	12
7	все это	2	11
8	в самом	1	10
9	не только	17	10
10	прежде всего	3	10
11	то что	4	10
12	и на	1	9
13	но в	9	8
14	в этой	1	8
15	никогда не	1	8
16	в них	2	7
17	как и	1	7
18	том что	4	7
19	в его	2	7
20	связаны с	1	7
21	как бы	4	7
22	что в	4	7
23	также и	1	6
24	например в	2	6
25	в эпоху	1	6
26	в то	7	6
27	мы видим	1	6
28	вместе с	1	6
29	подчеркнуть что	1	5
30	с его	1	5
31	в ее	2	5
32	в своем	4	5
33	что это	1	5
34	в себе	3	5
35	то же	9	5
36	еще в	1	5
37	и что	1	5
38	а также	4	5
39	же время	7	5
40	из них	2	5
41	большинстве случаев	1	5
42	там где	1	5
43	так же	1	5
44	конечно и	1	4
45	в ней	6	4
46	он был	1	4
47	и как	3	4
48	а затем	1	4
49	не в	5	4
50	того чтобы	1	4
51	все же	1	4
52	тот же	3	4
53	с одной	3	4
54	именно на	1	4
55	в глубины	1	4
56	уже в	1	4
57	в большинстве	1	4
58	в результате	1	4
59	в котором	4	4
60	с другой	5	4
61	именно в	2	4
62	одной стороны	3	4
63	о котором	1	4
64	а в	4	4
65	не может	4	4
66	с этим	2	3
67	было бы	6	3
68	весь мир	1	3
69	также что	1	3
70	потому что	3	3
71	те же	1	3
72	никак не	2	3
73	того что	2	3
74	только в	7	3
75	в начале	2	3
76	есть в	2	3
77	что не	1	3
78	не были	1	3
79	и особенно	1	3
80	в данном	1	3
81	и не	12	3
82	они не	1	3
83	как известно	1	2
84	связана с	1	2
85	и то	1	2
86	с точки	3	2
87	должна быть	1	2
88	было и	1	2
89	мы не	3	2
90	не будем	2	2
91	есть нечто	2	2
92	говорить о	2	2
93	но не	3	2
94	в истории	1	2
95	точки зрения	3	2
96	что именно	1	2
97	стороны и	2	2
98	хотя и	3	2
99	духа в	1	2
100	отчасти и	1	2
101	что все	1	2
102	заключается в	3	2
103	и само	1	2
104	в развитии	1	2
105	из этих	1	2
106	для этого	1	2
107	и очень	1	2
108	тогда когда	1	2
109	находятся в	1	2
110	как она	1	2
111	в области	11	2
112	в эти	1	2
113	в последующие	1	2
114	должен быть	1	2
115	и этим	1	2
116	литературы и	1	2
117	что дело	1	2
118	возможно что	1	2
119	в значительной	2	2
120	между тем	3	2
121	тем более	2	2
122	и образы	1	2
123	в народе	1	2
124	и весьма	2	2
125	человека с	1	2
126	себя в	1	2
127	всего мы	1	2
128	переходит в	1	2
129	что если	1	2
130	всеми его	1	2
131	каждый из	1	2
132	может быть	5	2
133	как раз	2	2
134	если мы	1	2
135	а не	2	2
136	в частности	2	2
137	все основные	1	2
138	и потому	4	2
139	знать что	2	2
140	что мы	3	2
141	для нас	2	2
142	степени чем	1	2
143	в эту	2	2
144	в этих	1	2
145	еще более	2	2
146	в том	9	2
147	другой стороны	1	2
148	есть и	1	2
149	и другие	1	2
150	от этой	1	1
151	с утверждением	1	1
152	в сфере	2	1
153	и через	1	1
154	тем же	1	1
155	был и	1	1
156	что уже	1	1
157	не вполне	1	1
158	почти исключительно	1	1
159	были в	1	1
160	в xix	2	1
161	еще не	1	1
162	мысли и	1	1
163	время в	2	1
164	что его	1	1
165	в различных	1	1
166	не просто	1	1
167	из важнейших	2	1
168	и я	1	1
169	выражены в	1	1
170	что по	1	1
171	и к	4	1
172	более или	1	1
173	времени с	1	1
174	и признаки	1	1
175	в которой	1	1
176	во многих	1	1
177	думать что	2	1
178	если он	1	1
179	не могла	1	1
180	в европейском	1	1
181	и если	4	1
182	связанные с	1	1
183	при виде	1	1
184	не как	1	1
185	и вот	2	1
186	чтобы в	1	1
187	и по	1	1
188	с собой	1	1
189	котором говорит	1	1
190	на нее	1	1
191	в каждом	1	1
192	тем в	1	1
193	за то	1	1
194	значило бы	1	1
195	его в	1	1
196	и других	2	1
197	характер этого	1	1
198	и тем	2	1
199	в жизни	2	1
200	далеко не	1	1
201	на основании	1	1
202	с тем	3	1
203	но каждый	1	1
204	явления которые	1	1
205	или менее	1	1
206	но где	1	1
207	но до	1	1
208	во времена	1	1
209	что от	1	1
210	место в	1	1
211	не столько	2	1
212	большей степени	4	1
213	в которых	5	1
214	воздух и	1	1
215	существует но	1	1
216	будем строить	1	1
217	и эти	1	1
218	или что	1	1
219	того кто	1	1
220	по себе	4	1
221	в историческом	1	1
222	этой области	1	1
223	в отношении	10	1
224	не менее	2	1
225	эта мысль	1	1
226	что с	1	1
227	в смысле	6	1
228	и именно	1	1
229	можно судить	1	1
230	та или	1	1
231	вообще можно	1	1
232	не имеет	1	1
233	казалось бы	1	1
234	бы неправильно	1	1
235	одна из	2	1
236	или иная	1	1
237	провалов и	1	1
238	духа а	1	1
239	xix веке	2	1
240	входят в	1	1
241	в момент	1	1
242	исходить из	1	1
243	могут быть	3	1
244	по характеру	2	1
245	и другим	1	1
246	где он	1	1
247	какое огромное	1	1
248	и это	2	1
249	и о	5	1
250	совершенно ясно	1	1
251	можно дать	1	1
