N	2gram	Savitsky_P_1	Problema
1	и не	12	28
2	не только	17	24
3	только в	7	23
4	в виде	2	22
5	и в	14	20
6	в том	9	20
7	не просто	1	16
8	то что	4	15
9	потому что	3	15
10	точки зрения	3	14
11	было бы	6	14
12	но и	6	14
13	также и	1	13
14	не в	5	13
15	или иной	1	13
16	в себе	3	12
17	том что	4	12
18	не есть	1	12
19	с точки	3	11
20	по себе	4	11
21	прежде всего	3	11
22	отнюдь не	2	10
23	не менее	2	10
24	в качестве	9	10
25	есть нечто	2	9
26	в этом	10	9
27	может быть	5	9
28	все это	2	9
29	но в	9	8
30	если бы	4	8
31	в результате	1	8
32	во всяком	1	8
33	то же	9	7
34	мы не	3	7
35	в ней	6	7
36	еще не	1	7
37	и с	2	7
38	ясно что	1	7
39	это не	3	7
40	хотя бы	8	7
41	и тем	2	7
42	есть в	2	7
43	с другой	5	7
44	именно в	2	7
45	а не	2	7
46	и потому	4	7
47	есть не	2	6
48	как и	1	6
49	в данном	1	6
50	и без	3	6
51	в каком	1	6
52	а также	4	6
53	в одно	1	6
54	для нас	2	6
55	другой стороны	1	6
56	но не	3	5
57	хотя и	3	5
58	и если	4	5
59	в нем	3	5
60	да и	2	5
61	в них	2	5
62	в этих	1	5
63	и очень	1	5
64	и о	5	5
65	в ее	2	5
66	если мы	1	5
67	не может	4	5
68	вместе с	1	5
69	так же	1	5
70	в смысле	6	5
71	и т	3	4
72	что его	1	4
73	и есть	2	4
74	уже в	1	4
75	в этой	1	4
76	с тем	3	4
77	бесконечное количество	1	4
78	всяком случае	1	4
79	в отношении	10	4
80	тем самым	3	4
81	не имеет	1	4
82	никак не	2	4
83	во всех	2	4
84	и только	1	4
85	тем более	2	4
86	и ее	1	4
87	что не	1	4
88	с этим	2	4
89	как бы	4	4
90	как раз	2	4
91	же в	4	4
92	а в	4	4
93	в то	7	4
94	в какой	1	4
95	и на	1	3
96	он был	1	3
97	но как	1	3
98	в истории	1	3
99	поскольку они	1	3
100	в своем	4	3
101	и к	4	3
102	бы и	1	3
103	движение и	1	3
104	сливаются в	1	3
105	т д	1	3
106	этом смысле	1	3
107	из них	2	3
108	в жизни	2	3
109	в предыдущем	1	3
110	нет никакого	1	3
111	мы все	1	3
112	казалось бы	1	3
113	в области	11	3
114	с собой	1	3
115	в его	2	3
116	что и	1	3
117	в начале	2	3
118	только к	1	3
119	гоголя и	1	3
120	мы можем	1	3
121	для того	3	3
122	не было	2	3
123	были бы	1	3
124	тем больше	1	3
125	нет ничего	1	3
126	ни на	1	3
127	и более	1	3
128	что мы	3	3
129	в условиях	1	3
130	между прочим	2	3
131	слова но	2	3
132	и как	3	3
133	мы должны	4	3
134	является и	1	3
135	что в	4	3
136	здесь быть	1	2
137	и весьма	2	2
138	и то	1	2
139	по преимуществу	1	2
140	в которой	1	2
141	говорить о	2	2
142	не вполне	1	2
143	которое в	2	2
144	значительной мере	2	2
145	столь же	3	2
146	совершенно ясно	1	2
147	что во	1	2
148	что именно	1	2
149	стороны и	2	2
150	все же	1	2
151	и где	1	2
152	более или	1	2
153	не очень	1	2
154	что это	1	2
155	в известном	1	2
156	только один	1	2
157	если он	1	2
158	что каждая	1	2
159	с основной	1	2
160	не к	2	2
161	с ее	1	2
162	на этой	1	2
163	каком смысле	1	2
164	его в	1	2
165	весь мир	1	2
166	для них	2	2
167	смысле не	1	2
168	далеко не	1	2
169	или менее	1	2
170	в котором	4	2
171	не будем	2	2
172	друг друга	1	2
173	того чтобы	1	2
174	на путях	4	2
175	по одному	1	2
176	и по	1	2
177	и притом	1	2
178	чем оно	1	2
179	и это	2	2
180	сравнении с	3	2
181	в пределах	8	2
182	идет речь	1	2
183	для этого	1	2
184	и что	1	2
185	в значительной	2	2
186	с его	1	2
187	ни к	1	2
188	тот же	3	2
189	с ними	3	2
190	тот или	1	2
191	себя в	1	2
192	только на	1	2
193	заключается в	3	2
194	сами по	3	2
195	в других	1	2
196	в самом	1	2
197	в это	1	2
198	представить себе	1	2
199	xix века	6	2
200	находятся в	1	2
201	обстановке в	1	2
202	том виде	1	2
203	еще более	2	2
204	только что	1	2
205	в частности	2	2
206	в сравнении	3	2
207	и жизнь	1	2
208	как известно	1	1
209	можно говорить	1	1
210	также что	1	1
211	связана с	1	1
212	но чтобы	1	1
213	тем же	1	1
214	смысл этого	1	1
215	и такое	1	1
216	метафизика это	2	1
217	с с	2	1
218	же как	1	1
219	что если	1	1
220	вопрос о	1	1
221	науки и	1	1
222	на себя	1	1
223	почти исключительно	1	1
224	мы и	1	1
225	так называемые	2	1
226	чем то	1	1
227	время в	2	1
228	можно наметить	1	1
229	россии и	4	1
230	жить и	1	1
231	не все	1	1
232	если в	2	1
233	под ногами	1	1
234	как к	1	1
235	кто не	1	1
236	заключен в	1	1
237	могли бы	1	1
238	духа и	2	1
239	из этих	1	1
240	думать что	2	1
241	и будущее	1	1
242	на то	1	1
243	но на	1	1
244	в наших	1	1
245	и еще	1	1
246	в силу	2	1
247	одно и	1	1
248	поскольку она	1	1
249	от нее	1	1
250	тем в	1	1
251	связанные с	1	1
252	имеют в	1	1
253	исчезнет и	1	1
254	было с	1	1
255	например с	1	1
256	с богом	1	1
257	из нее	1	1
258	и уже	1	1
259	говорится о	1	1
260	должно быть	2	1
261	нисколько не	1	1
262	являются наиболее	1	1
263	но где	1	1
264	и при	1	1
265	это ощущение	1	1
266	идеи и	1	1
267	на каждом	1	1
268	не как	1	1
269	что при	1	1
270	бы мы	1	1
271	существует но	1	1
272	любовь и	1	1
273	когда и	1	1
274	совершенно новое	1	1
275	и вот	2	1
276	xx в	1	1
277	в россии	3	1
278	исторический план	1	1
279	что то	1	1
280	достижение в	1	1
281	что эта	1	1
282	и вся	1	1
283	этой области	1	1
284	иной раз	1	1
285	или что	1	1
286	никогда не	1	1
287	в отношениях	1	1
288	они являются	1	1
289	входят в	1	1
290	могут быть	3	1
291	числе и	1	1
292	что оно	1	1
293	что уже	1	1
294	в каждом	1	1
295	никакого сомнения	1	1
296	но к	2	1
297	из чего	1	1
298	что все	1	1
299	лиц и	1	1
300	на основе	1	1
301	идеи даже	1	1
302	только то	1	1
303	так было	1	1
304	ней только	1	1
305	отличаться от	1	1
306	за то	1	1
307	особенно в	1	1
308	начала и	2	1
309	когда в	1	1
310	не нужно	2	1
311	веры в	1	1
312	что дело	1	1
313	по сравнению	2	1
314	в эпоху	1	1
315	к пределу	1	1
316	стремление к	1	1
317	м а	2	1
318	находится в	1	1
319	именно потому	1	1
320	и здесь	1	1
321	действительности при	1	1
322	настоящее время	1	1
323	огромной и	1	1
324	может не	1	1
325	этих двух	1	1
326	в которую	2	1
327	исключительно и	1	1
328	отождествлять с	1	1
329	отдельные черты	1	1
330	все существующее	1	1
331	которая и	1	1
332	реально и	1	1
333	грехи и	1	1
334	а она	1	1
335	того что	2	1
336	отдельности и	1	1
337	эти последние	1	1
338	известном смысле	1	1
339	обе эти	1	1
340	культурного развития	1	1
341	мы видим	1	1
342	и критика	1	1
343	и быть	1	1
344	взывает к	1	1
345	с одной	3	1
346	в эти	1	1
347	история и	1	1
348	предстоит не	1	1
349	в темном	1	1
350	эти черты	1	1
351	с трудом	1	1
352	эта основная	1	1
353	веры и	1	1
354	в живом	1	1
355	если дух	1	1
356	большинстве случаев	1	1
357	потому в	2	1
358	где бы	2	1
359	выражена в	1	1
360	в существе	1	1
361	в прошлом	1	1
362	от тех	1	1
363	не о	2	1
364	само по	1	1
365	бы это	1	1
366	из двух	1	1
367	ней и	1	1
368	развития в	1	1
369	бы эти	1	1
370	но есть	1	1
371	церкви и	2	1
372	не исключает	1	1
373	бы ее	1	1
374	на какие	1	1
375	бы оно	1	1
376	на фоне	1	1
377	чем глубже	1	1
378	и особенно	1	1
379	за тем	1	1
380	одной стороны	3	1
381	к жизни	1	1
382	сравнению с	1	1
383	она есть	3	1
384	связаны с	1	1
385	есть как	1	1
386	к русскому	1	1
387	в отдельности	1	1
388	о соотношении	1	1
389	ней не	2	1
390	пусть эта	1	1
391	для тех	2	1
392	что есть	1	1
393	но для	1	1
394	о котором	1	1
395	в настоящее	1	1
396	чтобы понять	1	1
397	исключительно в	2	1
398	отношении к	5	1
399	наиболее общих	1	1
400	из тех	1	1
401	т е	3	1
402	и самих	1	1
403	народные массы	1	1
404	к другим	1	1
405	к этой	1	1
406	и другие	1	1
407	это в	1	1
408	как на	2	1
409	том числе	2	1
410	гораздо более	1	1
