N	3gram	Bakhtin_Pr_5	Tvorches
1	в романах достоевского	4	12
2	то же время	10	7
3	в то же	10	7
4	в братьях карамазовых	3	6
5	в творчестве достоевского	4	4
6	по отношению к	6	3
7	в записках из	1	3
8	до сих пор	1	3
9	записках из подполья	1	3
10	не может быть	3	3
11	у достоевского как	1	3
12	в самом деле	1	2
13	и не может	2	2
14	и в то	2	2
15	в отличие от	2	2
16	но у достоевского	1	2
17	в произведениях достоевского	2	2
18	по крайней мере	1	2
19	в том же	1	2
20	что у достоевского	2	2
21	во всяком случае	4	2
22	с другой стороны	3	2
23	записки из подполья	1	2
24	так и в	2	2
25	не в силах	2	2
26	о том что	1	2
27	у достоевского нет	2	2
28	в том что	2	2
29	то все же	2	1
30	у достоевского это	1	1
31	его обступили и	1	1
32	в ту ночь	1	1
33	в чем не	1	1
34	мы уже говорили	5	1
35	в которой он	1	1
36	записок из подполья	3	1
37	потому что в	1	1
38	дело в том	1	1
39	никогда не является	1	1
40	в душе раскольникова	1	1
41	не только с	1	1
42	более глубокой и	1	1
43	к которому пришел	1	1
44	о том как	1	1
45	может и не	1	1
46	сих пор еще	1	1
47	творчестве достоевского в	1	1
48	в нем и	1	1
49	в устах ивана	1	1
50	он ни был	1	1
51	достоевского приближается к	1	1
52	мы как бы	1	1
53	что в нем	1	1
54	можно было бы	2	1
55	все это я	2	1
56	со всех сторон	1	1
57	у достоевского очень	1	1
58	противоречии с этой	1	1
59	у достоевского есть	1	1
60	как будто бы	1	1
61	отвечает на вопрос	1	1
62	что он сам	2	1
63	и тут же	1	1
64	но в то	4	1
65	тем что он	1	1
66	в противоречии с	1	1
67	в чем же	1	1
68	и в этом	2	1
69	не только для	1	1
70	ивана карамазова с	1	1
71	так и не	1	1
72	в свою очередь	1	1
73	той или иной	4	1
74	но как бы	1	1
75	в мире достоевского	3	1
76	к тому же	3	1
77	его участие в	1	1
78	потому что они	1	1
79	раскольникова когда он	1	1
80	в то время	1	1
81	с одной из	1	1
82	это еще не	1	1
83	ни в чем	1	1
84	за собой в	1	1
85	в нем нет	1	1
86	отношению к самому	1	1
87	теперь же он	1	1
88	хотя и с	1	1
89	с самого начала	8	1
90	в исповеди ипполита	1	1
91	именно потому что	2	1
92	или во всяком	1	1
93	бы он ни	1	1
94	на всем протяжении	1	1
95	будто бы не	1	1
96	себя самого в	1	1
97	из подполья в	1	1
98	с настасьей филипповной	1	1
99	как и у	3	1
100	и прежде всего	4	1
101	и в том	1	1
102	героя и его	2	1
103	к самому себе	1	1
104	в дальнейшем но	1	1
105	в высшей степени	3	1
106	как и в	1	1
107	мышкин настасья филипповна	1	1
108	и вновь начать	1	1
109	в глубине души	1	1
110	в душу героя	1	1
111	и в другом	1	1
