N	3gram	Losev_Prob_4	Problemy
1	в то же	2	10
2	на самом деле	3	9
3	с самого начала	1	8
4	в той или	7	4
5	во всяком случае	4	4
6	в романах достоевского	1	4
7	и прежде всего	2	4
8	той или иной	11	4
9	в этом смысле	3	3
10	бы то ни	1	3
11	одно и то	1	3
12	то ни было	1	3
13	в конце концов	1	3
14	друг к другу	1	3
15	с другой стороны	6	3
16	в братьях карамазовых	1	3
17	к тому же	2	3
18	для этого необходимо	1	2
19	как раз и	1	2
20	с точки зрения	11	2
21	и не может	1	2
22	и в то	1	2
23	сам по себе	6	2
24	по себе и	1	2
25	можно было бы	4	2
26	и не в	1	2
27	нет ни одного	1	2
28	к другому и	1	2
29	все это было	1	2
30	так и в	1	2
31	но все же	1	2
32	у достоевского нет	1	2
33	в том что	8	2
34	именно потому что	1	2
35	если бы он	1	1
36	в виду и	1	1
37	как и его	1	1
38	говорит о себе	1	1
39	в чем не	1	1
40	еще далеко не	1	1
41	почти никогда не	1	1
42	то есть как	1	1
43	прежде всего как	1	1
44	в чем же	1	1
45	и без его	1	1
46	то есть не	3	1
47	дело в том	1	1
48	так же и	1	1
49	но даже и	4	1
50	никак не может	1	1
51	том что он	1	1
52	в редчайших случаях	2	1
53	что же касается	1	1
54	у меня в	2	1
55	в нем и	1	1
56	до сих пор	1	1
57	вообще нет ничего	1	1
58	как мы сказали	1	1
59	бы даже и	3	1
60	и в других	2	1
61	вместе с тем	3	1
62	что он не	1	1
63	слова то есть	2	1
64	сохранить за собой	1	1
65	в этом произведении	1	1
66	то что в	1	1
67	всего то что	1	1
68	в третьем лице	1	1
69	так как здесь	1	1
70	за то что	1	1
71	говорит что он	1	1
72	это вовсе не	1	1
73	по крайней мере	6	1
74	и то что	1	1
75	к тому что	1	1
76	о том как	1	1
77	то время как	2	1
78	в том или	2	1
79	так же необходимо	1	1
80	в данном случае	5	1
81	как будто бы	2	1
82	и как бы	1	1
83	всяком случае не	1	1
84	не только для	2	1
85	не в виде	1	1
86	прежде всего в	1	1
87	себя но на	1	1
88	и наконец не	1	1
89	и во всяком	3	1
90	в то время	2	1
91	и ни в	3	1
92	чем иным как	2	1
93	как и в	1	1
94	и вместе с	1	1
95	в свою очередь	1	1
96	о том что	3	1
97	не говорит о	1	1
98	но и для	1	1
99	не чем иным	2	1
100	как и во	1	1
101	не только не	4	1
102	друг друга но	1	1
103	как нам кажется	1	1
104	и утвердить себя	1	1
105	ни один не	1	1
106	ни в чем	1	1
107	не может обойтись	2	1
108	вопрос о том	1	1
109	тем не менее	10	1
110	по себе но	1	1
111	в самой структуре	1	1
112	сама по себе	2	1
113	братьях карамазовых в	1	1
114	для того чтобы	2	1
115	она в то	1	1
116	и все эти	1	1
117	независимо от их	1	1
118	то же самое	6	1
119	сказать что это	1	1
