N	2gram	Tiupa_Hudo_2	Literetu
1	уединенного сознания	1	50
2	не только	11	24
3	при этом	11	19
4	в качестве	4	17
5	но и	9	17
6	в том	15	16
7	а не	14	16
8	в частности	7	15
9	том что	19	14
10	тогда как	7	13
11	может быть	8	13
12	сознания в	1	12
13	и не	18	12
14	в этом	13	12
15	в своем	5	11
16	состоит в	7	11
17	своего рода	16	11
18	прежде всего	3	11
19	такого рода	1	10
20	то что	6	10
21	уединенное сознание	1	9
22	или иначе	1	9
23	так или	1	8
24	не в	13	8
25	в тексте	5	8
26	и в	28	8
27	произведение искусства	1	8
28	только в	4	8
29	как это	7	8
30	я и	6	7
31	я не	7	7
32	как бы	5	7
33	в себе	9	7
34	русской классической	1	7
35	не менее	5	7
36	в его	11	7
37	уже не	10	7
38	то есть	1	6
39	как и	11	6
40	точки зрения	2	6
41	и сам	5	6
42	того что	1	6
43	в жизни	8	6
44	себя в	8	6
45	на смену	1	6
46	одним из	1	5
47	то же	6	5
48	как в	5	5
49	наш взгляд	4	5
50	на наш	4	5
51	не столько	2	5
52	в то	6	5
53	для себя	6	5
54	казалось бы	6	5
55	а также	2	5
56	же время	4	5
57	в конечном	4	5
58	же в	1	5
59	что он	8	5
60	уже в	1	5
61	собственного я	1	5
62	не может	4	5
63	в данном	2	5
64	с этой	1	5
65	я в	1	5
66	с его	5	5
67	тем самым	2	5
68	в своей	6	4
69	еще не	3	4
70	столь же	3	4
71	но не	4	4
72	конечном счете	3	4
73	в этой	5	4
74	в художественном	4	4
75	все же	2	4
76	всего лишь	3	4
77	представляет собой	1	4
78	по преимуществу	3	4
79	не как	2	4
80	в силу	1	4
81	с собой	2	4
82	лишь в	2	4
83	духовной жизни	1	4
84	с миром	1	4
85	и его	5	4
86	данном случае	2	4
87	никогда не	5	4
88	так и	8	4
89	еще в	1	4
90	и тем	1	4
91	из них	2	4
92	в конце	1	4
93	как раз	4	4
94	и т.п	1	4
95	о себе	3	4
96	со стороны	3	4
97	это не	6	4
98	в своих	1	4
99	например в	1	3
100	в сфере	1	3
101	тех же	1	3
102	века в	1	3
103	также и	1	3
104	по отношению	7	3
105	xix столетия	1	3
106	более чем	2	3
107	в самом	5	3
108	бы не	3	3
109	в принципе	2	3
110	исходя из	1	3
111	той же	2	3
112	его в	2	3
113	в душе	8	3
114	между я	1	3
115	он и	1	3
116	несмотря на	3	3
117	начала века	1	3
118	не мог	1	3
119	но в	2	3
120	том же	1	3
121	что ему	1	3
122	дело в	1	3
123	одна из	2	3
124	в основе	2	3
125	в области	1	3
126	к себе	3	3
127	ли не	1	3
128	всего в	1	3
129	говоря словами	1	3
130	в пределах	1	3
131	приводит к	2	3
132	сводится к	6	3
133	нуждается в	2	3
134	другого в	1	3
135	по своей	1	3
136	один из	2	3
137	потому что	2	3
138	одно из	5	3
139	при всей	1	3
140	человеческого я	4	3
141	у него	5	3
142	и даже	1	3
143	с другой	3	3
144	этом как	1	3
145	еще и	2	3
146	не было	6	3
147	да и	5	3
148	жизни и	6	3
149	что в	5	3
150	а в	6	3
151	же и	2	3
152	чтобы не	3	2
153	человека и	3	2
154	и весьма	1	2
155	не остается	1	2
156	и то	2	2
157	самом деле	3	2
158	отношения между	1	2
159	та же	2	2
160	в сущности	1	2
161	а для	2	2
162	на себя	3	2
163	и самого	1	2
164	сознания а	1	2
165	могло быть	1	2
166	то он	1	2
167	не байрон	1	2
168	отнюдь не	2	2
169	его я	1	2
170	и нет	1	2
171	следующим образом	3	2
172	дамы с	2	2
173	говорится в	2	2
174	с собачкой	9	2
175	его сознания	1	2
176	личностного я	1	2
177	как некий	1	2
178	все эти	1	2
179	не оставляет	1	2
180	из этих	2	2
181	тому же	2	2
182	как он	3	2
183	с чем	1	2
184	в нем	3	2
185	героя с	1	2
186	поскольку он	1	2
187	в нашей	1	2
188	же это	1	2
189	подобно тому	4	2
190	общей для	1	2
191	на этом	2	2
192	самим собой	1	2
193	для нее	4	2
194	было бы	3	2
195	я другой	1	2
196	в слове	1	2
197	в москве	1	2
198	несет в	1	2
199	от своего	2	2
200	а как	2	2
201	с точки	2	2
202	с позиции	1	2
203	мы в	1	2
204	от себя	1	2
