N	2gram	Medvedev_F_3	Literetu
1	а не	17	20
2	и в	27	19
3	может быть	25	17
4	то же	15	12
5	и не	30	11
6	как и	14	10
7	в том	7	10
8	но и	10	10
9	в этом	18	9
10	в то	7	9
11	в мире	1	9
12	же время	7	9
13	не может	24	9
14	не только	9	8
15	в стихах	2	8
16	и даже	2	8
17	с другой	6	8
18	слова и	4	7
19	том что	4	7
20	так и	21	7
21	с одной	1	7
22	то что	8	7
23	и на	3	6
24	в себе	3	6
25	при этом	8	6
26	однако в	2	6
27	не менее	7	6
28	себя в	1	6
29	одной стороны	1	6
30	столь же	3	5
31	но не	5	5
32	в принципе	1	5
33	он не	1	5
34	одна из	2	5
35	так в	2	5
36	в качестве	1	5
37	для всех	1	5
38	у нас	3	5
39	на фоне	3	5
40	того что	3	5
41	вместе с	6	5
42	я и	1	4
43	мы не	4	4
44	того же	3	4
45	по отношению	3	4
46	так что	1	4
47	отнюдь не	8	4
48	человека в	2	4
49	для него	1	4
50	точки зрения	16	4
51	не в	12	4
52	даже в	2	4
53	в области	2	4
54	в ней	5	4
55	еще в	3	4
56	в его	7	4
57	один из	1	4
58	и других	1	4
59	тем что	5	4
60	прежде всего	4	4
61	в частности	1	4
62	в искусстве	7	4
63	жизни в	3	4
64	другой стороны	5	4
65	жизни и	4	4
66	что в	8	4
67	одним из	3	3
68	и то	1	3
69	тем же	7	3
70	в сущности	2	3
71	в кругозоре	1	3
72	во всех	3	3
73	в этой	2	3
74	то и	1	3
75	в нем	15	3
76	перестает быть	2	3
77	такой же	2	3
78	в их	1	3
79	с точки	14	3
80	тем самым	1	3
81	никогда не	5	3
82	ничего не	2	3
83	х годов	1	3
84	сознания в	1	3
85	и его	19	3
86	данном случае	4	3
87	в себя	1	3
88	не с	1	3
89	и с	3	3
90	в художественной	2	3
91	но с	1	3
92	в поэзии	3	3
93	а в	1	3
94	так как	9	3
95	себе и	1	3
96	этом отношении	3	3
97	и др	2	3
98	со стороны	4	3
99	и жизни	1	3
100	в данном	6	3
101	по существу	1	3
102	но это	2	3
103	в начале	1	3
104	и для	6	3
105	и как	4	3
106	что он	6	3
107	отношению к	3	3
108	ту же	2	2
109	и т	11	2
110	же как	3	2
111	и до	1	2
112	той же	3	2
113	в первый	1	2
114	из своих	2	2
115	с ее	2	2
116	из того	1	2
117	в каждой	1	2
118	к своему	1	2
119	очевидно что	2	2
120	в истории	5	2
121	в художественном	5	2
122	все же	6	2
123	но в	6	2
124	то в	2	2
125	со своей	1	2
126	в целом	4	2
127	в нашем	1	2
128	как он	2	2
129	на жизнь	2	2
130	подобно тому	4	2
131	на этом	2	2
132	одно и	1	2
133	в каждом	5	2
134	и иных	1	2
135	в жизни	11	2
136	общим знаменателем	1	2
137	но уже	2	2
138	в них	3	2
139	нет в	1	2
140	с этой	1	2
141	с тем	7	2
142	он и	3	2
143	как бы	8	2
144	художественного творчества	2	2
145	в такой	2	2
146	не к	1	2
147	тем не	2	2
148	то с	1	2
149	в основе	3	2
150	для кого	1	2
151	но только	1	2
152	с читателем	1	2
153	могут быть	4	2
154	даже и	1	2
155	для того	4	2
156	в виду	3	2
157	в ее	4	2
158	еще не	6	2
159	для этого	2	2
160	о том	4	2
161	и что	3	2
162	для нас	3	2
163	путь к	1	2
164	а потому	1	2
165	и только	2	2
166	в него	3	2
167	было бы	6	2
168	могло бы	1	2
169	тот же	1	2
170	одной из	2	2
171	в какой	3	2
172	друг друга	5	2
173	потому что	7	2
174	уже не	3	2
175	уже в	4	2
176	с другим	1	2
177	ни было	5	2
178	из них	2	2
179	был бы	2	2
180	одно из	1	2
181	не так	1	2
182	ведь это	1	2
183	в одном	1	2
184	т п	5	2
185	в конце	3	2
186	что и	2	2
187	вовсе не	28	2
188	как раз	8	2
189	ведь мы	2	2
190	где в	1	2
191	наконец в	1	2
192	не было	1	2
193	до конца	4	2
194	в руках	1	2
195	в россии	2	2
196	произведения искусства	1	2
197	мира в	1	2
198	как это	4	2
199	и столь	1	2
200	тому как	5	2
201	быть не	1	2
202	этом случае	1	2
203	и нет	1	2
204	при всем	1	2
205	не является	5	2
206	в результате	5	2
207	а к	2	2
208	хотя бы	6	2
209	с ним	1	2
210	же в	1	2
211	не знает	1	2
212	героя в	3	2
213	в своих	6	2
214	том числе	1	2
215	литературы а	1	1
216	к материалу	3	1
217	отношения к	2	1
218	в движение	1	1
219	совершенно справедливо	1	1
220	и странным	1	1
221	его здесь	1	1
222	поэтической речи	1	1
223	это и	2	1
224	и закон	1	1
225	здесь и	6	1
226	от своей	1	1
227	в первом	1	1
228	отношения между	2	1
229	должна быть	3	1
230	обойтись без	2	1
231	ему принадлежат	1	1
232	мы имеем	1	1
233	как мы	8	1
234	что уже	2	1
235	на место	1	1
236	ни единого	1	1
237	целым рядом	1	1
238	эстетики и	1	1
239	а для	1	1
240	но даже	1	1
241	ему в	1	1
242	первого и	1	1
243	какого бы	1	1
244	не от	2	1
245	он был	4	1
246	в существовании	1	1
247	установки на	1	1
248	бы то	4	1
249	самом деле	16	1
250	то он	3	1
251	не перестает	3	1
252	герой не	1	1
253	постановка проблемы	1	1
254	он пишет	1	1
255	отличие от	2	1
256	цену жизни	1	1
257	за пределы	2	1
258	нем уже	1	1
259	и вовсе	1	1
260	как в	4	1
261	данный момент	2	1
262	стороны и	2	1
263	путь в	1	1
264	этой точки	1	1
265	есть в	1	1
266	в круг	1	1
267	и художественного	1	1
268	в действительности	9	1
269	с душой	2	1
270	от этого	2	1
271	в самом	11	1
272	героя и	2	1
273	и конечно	1	1
274	в литературном	1	1
275	что это	3	1
276	все эти	6	1
277	у каждого	1	1
278	еще один	1	1
279	в иную	1	1
280	но он	1	1
281	и те	4	1
282	на то	1	1
283	оказывается на	1	1
284	не следует	3	1
285	уже тогда	1	1
286	конце концов	2	1
287	всех этих	2	1
288	никак не	3	1
289	на земле	2	1
290	что ни	2	1
291	и по	1	1
292	обстоит дело	4	1
293	или иных	1	1
294	без исключения	5	1
295	а эти	1	1
296	ни был	1	1
297	таким образом	18	1
298	мы обнаруживаем	1	1
299	то ни	4	1
300	что такой	1	1
