N	2gram	Propp_Isto_2	Myslijsy
1	потому что	9	33
2	то что	12	29
3	может быть	17	26
4	таким образом	7	24
5	в этом	11	23
6	в том	6	23
7	и в	15	23
8	и не	11	18
9	что в	12	17
10	при этом	4	15
11	только в	6	15
12	то же	10	14
13	в себе	4	14
14	как и	2	14
15	того что	3	14
16	так как	14	14
17	для нас	4	14
18	не было	2	12
19	а не	5	12
20	том что	7	12
21	не в	7	11
22	по себе	1	11
23	но и	14	11
24	не может	5	11
25	по отношению	3	10
26	не только	18	10
27	мы можем	8	10
28	тем что	4	10
29	что мы	3	10
30	и потому	1	10
31	мы не	3	8
32	то это	6	8
33	но в	6	8
34	было бы	5	8
35	о том	3	8
36	другими словами	4	8
37	сказать что	2	8
38	отношению к	3	8
39	и т	19	7
40	как в	5	7
41	с этим	5	7
42	что это	6	7
43	на то	3	7
44	в нем	7	7
45	в силу	2	7
46	что такое	1	7
47	это не	2	7
48	по мере	3	7
49	и что	6	7
50	что и	6	7
51	вовсе не	1	7
52	с тем	9	7
53	могут быть	2	7
54	этого слова	1	7
55	и к	1	6
56	в которой	2	6
57	в лес	27	6
58	того как	4	6
59	когда мы	2	6
60	так и	5	6
61	что не	1	6
62	заметить что	2	6
63	вместе с	7	6
64	и то	2	5
65	говорить о	1	5
66	не то	1	5
67	как бы	6	5
68	так сказать	2	5
69	не менее	1	5
70	с ним	1	5
71	образом в	1	5
72	такие же	1	5
73	находится в	2	5
74	к нему	5	5
75	так что	6	5
76	не можем	1	5
77	уже в	2	5
78	в его	6	5
79	что же	1	5
80	этом случае	5	5
81	все это	3	5
82	а в	12	5
83	сам по	1	4
84	есть не	1	4
85	и о	1	4
86	предположить что	3	4
87	в истории	1	4
88	и с	4	4
89	его в	10	4
90	с другими	2	4
91	мы имеем	15	4
92	в котором	5	4
93	когда человек	1	4
94	сих пор	7	4
95	тем не	1	4
96	видно что	6	4
97	и более	2	4
98	в то	1	4
99	на котором	2	4
100	того чтобы	2	4
101	в каком	1	4
102	мере того	2	4
103	если же	1	4
104	и может	2	4
105	на вопрос	2	4
106	что он	24	4
107	хотя бы	2	4
