N	3gram	Bakhtin_Pr_5	Narrotol
1	в данном случае	1	8
2	в том что	2	5
3	к тому же	3	5
4	то же время	10	4
5	той или иной	4	4
6	в то же	10	4
7	не может быть	3	4
8	по отношению к	6	3
9	подобно тому как	2	3
10	в этом отношении	1	3
11	для того чтобы	1	3
12	тем не менее	1	3
13	о том что	1	2
14	в самом деле	1	2
15	то же самое	1	2
16	так и не	1	2
17	до сих пор	1	2
18	в отличие от	2	2
19	друг на друга	2	2
20	заключает в себе	1	2
21	чем иным как	1	2
22	как если бы	1	2
23	одно и то	3	2
24	и то же	3	2
25	дело в том	1	2
26	во всяком случае	4	2
27	в свою очередь	1	2
28	можно сказать что	1	2
29	друг для друга	1	2
30	и того же	1	1
31	что каждый из	1	1
32	не может обойтись	1	1
33	как и у	3	1
34	и столь же	1	1
35	он думает и	1	1
36	большей или меньшей	1	1
37	не только с	1	1
38	который сразу же	1	1
39	сих пор еще	1	1
40	а художественное произведение	1	1
41	он не может	3	1
42	с другой стороны	3	1
43	с точки зрения	2	1
44	и не может	2	1
45	как и все	2	1
46	в сущности в	2	1
47	и в то	2	1
48	сам по себе	2	1
49	в его душе	1	1
50	бы то ни	3	1
51	он и не	2	1
52	слова и мысли	3	1
53	и то что	1	1
54	себя за голову	1	1
55	по крайней мере	1	1
56	у него нет	1	1
57	может быть и	1	1
58	его произведениях но	1	1
59	немногочисленных случаях когда	1	1
60	с другими людьми	1	1
61	как и в	1	1
62	то ни было	3	1
63	не в чем	1	1
64	в значительной степени	1	1
65	друг с другом	4	1
66	и как бы	1	1
67	потому что в	1	1
68	к одному из	1	1
69	в большей или	1	1
70	диалог в сущности	1	1
71	в нем не	1	1
72	в той или	4	1
73	и та же	2	1
74	одна и та	2	1
75	а не в	1	1
76	то же слово	1	1
77	и как будто	1	1
78	на протяжении всего	4	1
79	как и само	1	1
80	и в самом	3	1
81	он обращается к	1	1
82	смысле можно сказать	1	1
83	но в этом	1	1
84	но все же	2	1
85	но и не	1	1
86	одного и того	1	1
87	более глубокий и	1	1
88	но именно поэтому	1	1
89	друг от друга	1	1
90	по себе но	1	1
91	к тому что	1	1
92	на самом деле	9	1
93	а в то	1	1
94	или иной степени	2	1
95	на этот раз	2	1
96	с его собственным	1	1
97	но и с	1	1
98	как мы видели	1	1
99	не входит в	1	1
