N	3gram	Bakhtin_Pr_4	Psycholo
1	в том что	2	9
2	не может быть	8	8
3	о том что	2	7
4	в самом деле	4	7
5	во всяком случае	1	6
6	с одной стороны	1	5
7	с другой стороны	3	5
8	так же как	1	4
9	как и в	3	4
10	в конце концов	1	3
11	до сих пор	8	3
12	в отличие от	3	3
13	в собственном смысле	1	3
14	в этом смысле	2	2
15	так и в	1	2
16	в одном из	2	2
17	мы увидим что	2	2
18	при этом не	1	2
19	другой стороны и	1	2
20	слова то есть	3	2
21	сама по себе	2	2
22	более или менее	3	2
23	никак не может	1	2
24	и если мы	1	2
25	то есть к	1	2
26	собственном смысле слова	1	2
27	с точки зрения	9	2
28	хотя и не	2	2
29	никогда не может	1	2
30	то есть в	4	2
31	та же самая	1	2
32	и в конце	1	1
33	и в сущности	2	1
34	в том же	1	1
35	дело в том	2	1
36	что мы имеем	1	1
37	резко отличается от	1	1
38	в одной плоскости	2	1
39	те же явления	1	1
40	в том числе	4	1
41	если мы не	1	1
42	смотрит на нее	1	1
43	как своего рода	1	1
44	бы в результате	1	1
45	и в поэзии	1	1
46	точек зрения и	2	1
47	по сравнению с	1	1
48	и во всех	1	1
49	одну и ту	1	1
50	мы не только	1	1
51	а следовательно и	2	1
52	одним и тем	1	1
53	том что он	1	1
54	можно сказать что	2	1
55	в этом романе	2	1
56	бы ни было	1	1
57	так как мы	1	1
58	а может быть	1	1
59	а вовсе не	1	1
60	к тому же	1	1
61	между тем как	1	1
62	дело не в	1	1
63	и тем же	1	1
64	и там и	1	1
65	с самого начала	1	1
66	что могло бы	1	1
67	же как и	1	1
68	и то же	1	1
69	как бы в	3	1
70	но она не	1	1
71	и без всякого	1	1
72	мы не знаем	1	1
73	как мы знаем	1	1
74	может быть иной	1	1
75	вместо того чтобы	1	1
76	одно и то	1	1
77	не вещь а	1	1
78	в широком смысле	1	1
79	не только в	1	1
80	в каждую эпоху	1	1
81	и в этих	1	1
82	есть прежде всего	1	1
83	одной стороны и	1	1
84	и ту же	1	1
85	в связи с	1	1
86	в различных формах	1	1
87	у него в	1	1
88	в том или	1	1
89	сами по себе	2	1
90	и вместе с	1	1
91	таким образом как	1	1
92	того и другого	2	1
93	том числе и	3	1
94	не может не	1	1
95	выходит за пределы	1	1
96	каково бы ни	1	1
97	одной плоскости с	1	1
98	слова так как	1	1
99	те же самые	1	1
100	в нем не	1	1
101	он как и	1	1
102	но прежде всего	1	1
103	он никогда не	1	1
104	и в процессе	1	1
105	в его конкретной	1	1
